total_points,now_cost,indexes
69,192,"[560, 561, 562, 552, 555]"
93,193,"[560, 561, 552, 555, 557]"
132,194,"[560, 561, 562, 552, 503]"
158,195,"[560, 561, 552, 555, 503]"
182,196,"[560, 552, 555, 557, 503]"
207,197,"[560, 552, 555, 540, 503]"
231,198,"[552, 555, 557, 540, 503]"
245,199,"[560, 552, 555, 503, 460]"
269,200,"[552, 555, 557, 503, 460]"
294,201,"[552, 555, 540, 503, 460]"
310,202,"[552, 555, 540, 503, 442]"
322,203,"[560, 552, 503, 460, 442]"
348,204,"[552, 555, 503, 460, 442]"
371,205,"[552, 540, 503, 460, 442]"
376,206,"[552, 503, 500, 460, 442]"
398,207,"[552, 503, 460, 479, 442]"
413,208,"[552, 503, 460, 442, 413]"
419,209,"[552, 503, 460, 442, 398]"
425,210,"[540, 503, 460, 442, 398]"
446,211,"[503, 460, 479, 442, 413]"
456,212,"[503, 460, 442, 413, 415]"
467,213,"[503, 460, 442, 413, 398]"
475,214,"[503, 460, 479, 442, 278]"
490,215,"[503, 460, 442, 413, 278]"
496,216,"[503, 460, 442, 398, 278]"
500,217,"[503, 442, 413, 398, 278]"
505,218,"[503, 460, 442, 398, 202]"
519,219,"[503, 460, 442, 278, 249]"
528,220,"[503, 460, 442, 278, 202]"
532,221,"[503, 442, 413, 278, 202]"
538,222,"[503, 442, 398, 278, 202]"
547,224,"[503, 442, 278, 249, 247]"
561,225,"[503, 442, 278, 249, 202]"
563,227,"[442, 413, 278, 249, 202]"
569,228,"[442, 398, 278, 249, 202]"
573,229,"[503, 278, 249, 247, 202]"
584,230,"[503, 460, 442, 278, 42]"
590,231,"[503, 442, 278, 249, 94]"
599,232,"[503, 442, 278, 202, 94]"
603,234,"[503, 442, 398, 202, 42]"
617,235,"[503, 442, 278, 249, 42]"
626,236,"[503, 442, 278, 202, 42]"
630,238,"[442, 278, 249, 202, 94]"
634,239,"[442, 398, 278, 202, 42]"
643,240,"[503, 278, 249, 202, 42]"
657,242,"[442, 278, 249, 202, 42]"
664,244,"[503, 442, 202, 94, 42]"
672,246,"[503, 278, 249, 94, 42]"
681,247,"[503, 278, 202, 94, 42]"
686,248,"[442, 278, 249, 94, 42]"
695,249,"[442, 278, 202, 94, 42]"
700,252,"[278, 249, 202, 104, 42]"
712,253,"[278, 249, 202, 94, 42]"
721,256,"[442, 202, 104, 94, 42]"
729,258,"[278, 249, 104, 94, 42]"
738,259,"[278, 202, 104, 94, 42]"
739,261,"[442, 202, 94, 42, 35]"
747,263,"[278, 249, 94, 42, 35]"
756,264,"[278, 202, 94, 42, 35]"
762,266,"[202, 104, 103, 94, 42]"
773,269,"[278, 104, 94, 42, 35]"
782,271,"[202, 104, 94, 42, 35]"
786,274,"[278, 104, 94, 42, 3]"
797,276,"[104, 103, 94, 42, 35]"
804,279,"[278, 94, 42, 35, 3]"
813,281,"[202, 94, 42, 35, 3]"
816,285,"[104, 103, 42, 35, 3]"
830,286,"[104, 94, 42, 35, 3]"
833,294,"[104, 42, 35, 5, 3]"
845,295,"[94, 42, 35, 5, 3]"
