total_points,now_cost,indexes
0,114,"[560, 561, 562]"
43,115,"[560, 561, 552]"
69,116,"[560, 552, 555]"
93,117,"[552, 555, 557]"
132,118,"[560, 552, 503]"
158,119,"[552, 555, 503]"
181,120,"[552, 540, 503]"
186,121,"[552, 503, 500]"
219,122,"[552, 503, 460]"
235,123,"[552, 503, 442]"
241,124,"[540, 503, 442]"
252,125,"[503, 460, 479]"
279,126,"[503, 460, 442]"
283,127,"[503, 442, 413]"
289,128,"[503, 442, 398]"
296,129,"[503, 460, 278]"
312,130,"[503, 442, 278]"
321,132,"[503, 442, 202]"
329,134,"[503, 278, 249]"
338,135,"[503, 278, 202]"
343,136,"[442, 278, 249]"
352,137,"[442, 278, 202]"
355,140,"[503, 278, 104]"
369,141,"[278, 249, 202]"
377,142,"[503, 442, 42]"
381,143,"[442, 278, 94]"
394,145,"[503, 278, 42]"
408,147,"[442, 278, 42]"
417,149,"[442, 202, 42]"
425,151,"[278, 249, 42]"
434,152,"[278, 202, 42]"
446,155,"[442, 94, 42]"
451,157,"[278, 104, 42]"
463,158,"[278, 94, 42]"
472,160,"[202, 94, 42]"
478,164,"[202, 42, 35]"
489,165,"[104, 94, 42]"
495,169,"[104, 42, 35]"
507,170,"[94, 42, 35]"
508,174,"[104, 42, 3]"
520,175,"[94, 42, 3]"
526,179,"[42, 35, 3]"
