total_points,now_cost,indexes
594,265,"[561, 78, 6, 382]"
586,262,"[561, 6, 382, 77]"
531,261,"[561, 78, 6, 222]"
526,259,"[561, 78, 6, 244]"
473,258,"[561, 6, 382, 222]"
468,256,"[561, 6, 382, 244]"
439,254,"[561, 6, 382, 76]"
416,253,"[561, 6, 382, 80]"
405,252,"[561, 6, 222, 244]"
376,250,"[561, 6, 222, 76]"
353,249,"[561, 6, 222, 80]"
348,247,"[561, 6, 244, 80]"
319,245,"[561, 6, 76, 80]"
296,244,"[6, 382, 222, 80]"
286,242,"[561, 222, 244, 80]"
257,240,"[561, 222, 76, 80]"
251,239,"[6, 222, 244, 76]"
228,238,"[6, 222, 244, 80]"
199,236,"[6, 222, 76, 80]"
176,234,"[6, 222, 80, 225]"
171,232,"[6, 244, 80, 225]"
142,230,"[6, 76, 80, 225]"
132,229,"[222, 244, 76, 80]"
109,227,"[222, 244, 80, 225]"
80,225,"[222, 76, 80, 225]"
75,223,"[244, 76, 80, 225]"
72,222,"[222, 80, 225, 79]"
67,220,"[244, 80, 225, 79]"
59,219,"[222, 80, 225, 652]"
38,218,"[76, 80, 225, 79]"
25,215,"[76, 80, 225, 652]"
23,213,"[76, 80, 225, 195]"
17,212,"[80, 225, 79, 652]"
15,210,"[80, 225, 79, 195]"
2,207,"[80, 225, 652, 195]"
1,205,"[80, 225, 195, 4]"
0,202,"[80, 225, 195, 568]"
