total_points,now_cost,indexes
474,201,"[561, 78, 6]"
416,198,"[561, 6, 382]"
412,196,"[561, 78, 222]"
353,194,"[561, 6, 222]"
348,192,"[561, 6, 244]"
319,190,"[561, 6, 76]"
296,189,"[561, 6, 80]"
286,187,"[561, 222, 244]"
257,185,"[561, 222, 76]"
234,184,"[561, 222, 80]"
228,183,"[6, 222, 244]"
199,181,"[6, 222, 76]"
176,180,"[6, 222, 80]"
171,178,"[6, 244, 80]"
142,176,"[6, 76, 80]"
119,174,"[6, 80, 225]"
109,173,"[222, 244, 80]"
80,171,"[222, 76, 80]"
57,169,"[222, 80, 225]"
52,167,"[244, 80, 225]"
23,165,"[76, 80, 225]"
15,162,"[80, 225, 79]"
2,159,"[80, 225, 652]"
0,157,"[80, 225, 195]"
