total_points,now_cost,indexes
15,131,"[209, 590, 109]"
52,132,"[209, 590, 524]"
72,133,"[209, 524, 189]"
78,134,"[590, 524, 189]"
110,135,"[209, 524, 347]"
116,136,"[590, 524, 347]"
136,137,"[524, 189, 347]"
141,138,"[524, 107, 347]"
153,142,"[524, 347, 585]"
155,143,"[524, 107, 110]"
188,144,"[524, 347, 110]"
200,146,"[524, 347, 175]"
230,148,"[524, 347, 85]"
256,151,"[524, 347, 493]"
268,155,"[347, 110, 85]"
270,156,"[524, 110, 493]"
280,157,"[347, 175, 85]"
294,158,"[347, 110, 493]"
312,160,"[524, 85, 493]"
336,162,"[347, 85, 493]"
355,167,"[347, 493, 326]"
362,169,"[175, 85, 493]"
369,172,"[347, 85, 437]"
386,173,"[85, 396, 493]"
395,175,"[347, 493, 437]"
411,176,"[85, 493, 326]"
418,181,"[493, 326, 62]"
421,182,"[175, 493, 437]"
423,183,"[493, 326, 480]"
451,184,"[85, 493, 437]"
470,189,"[493, 326, 437]"
471,194,"[85, 437, 43]"
497,197,"[493, 437, 43]"
503,218,"[493, 437, 234]"
523,228,"[437, 43, 234]"
534,236,"[493, 437, 23]"
554,246,"[437, 43, 23]"
560,267,"[437, 234, 23]"
587,297,"[437, 23, 280]"
