total_points,now_cost,indexes
136,152,"[146, 470, 264, 519]"
156,153,"[146, 470, 264, 603]"
154,153,"[146, 470, 519, 603]"
152,153,"[146, 470, 264, 452]"
198,154,"[146, 470, 264, 211]"
196,154,"[146, 470, 519, 211]"
171,154,"[146, 470, 264, 513]"
216,155,"[146, 470, 603, 211]"
212,155,"[146, 470, 452, 211]"
231,156,"[146, 470, 211, 513]"
232,157,"[146, 470, 264, 16]"
230,157,"[146, 470, 519, 16]"
255,158,"[146, 470, 211, 589]"
251,158,"[146, 470, 211, 61]"
250,158,"[146, 470, 603, 16]"
292,159,"[146, 470, 211, 16]"
289,159,"[146, 470, 211, 562]"
283,159,"[146, 470, 211, 67]"
297,160,"[146, 470, 211, 201]"
290,160,"[146, 470, 211, 92]"
291,161,"[146, 470, 211, 74]"
323,162,"[146, 470, 16, 562]"
317,162,"[146, 470, 16, 67]"
314,162,"[146, 470, 562, 67]"
331,163,"[146, 470, 16, 201]"
328,163,"[146, 470, 562, 201]"
324,163,"[146, 470, 16, 92]"
336,164,"[146, 211, 16, 562]"
336,164,"[470, 211, 16, 562]"
344,165,"[146, 211, 16, 201]"
344,165,"[470, 211, 16, 201]"
341,165,"[146, 211, 562, 201]"
345,166,"[146, 470, 201, 46]"
361,167,"[146, 16, 562, 67]"
361,167,"[470, 16, 562, 67]"
353,167,"[146, 211, 16, 46]"
375,168,"[146, 16, 562, 201]"
375,168,"[470, 16, 562, 201]"
369,168,"[146, 16, 67, 201]"
376,169,"[146, 16, 201, 92]"
376,169,"[470, 16, 201, 92]"
388,170,"[211, 16, 562, 201]"
384,170,"[146, 16, 562, 46]"
384,170,"[470, 16, 562, 46]"
392,171,"[146, 16, 201, 46]"
392,171,"[470, 16, 201, 46]"
389,171,"[146, 562, 201, 46]"
397,172,"[211, 16, 562, 46]"
395,172,"[146, 16, 562, 62]"
395,172,"[470, 16, 562, 62]"
413,173,"[16, 562, 67, 201]"
406,173,"[16, 562, 67, 92]"
405,173,"[211, 16, 201, 46]"
420,174,"[16, 562, 201, 92]"
414,174,"[16, 67, 201, 92]"
422,175,"[16, 562, 67, 46]"
421,175,"[16, 562, 201, 74]"
436,176,"[16, 562, 201, 46]"
430,176,"[16, 67, 201, 46]"
429,176,"[16, 562, 92, 46]"
437,177,"[16, 201, 92, 46]"
434,177,"[562, 201, 92, 46]"
447,178,"[16, 562, 201, 62]"
445,178,"[16, 562, 201, 558]"
441,178,"[16, 67, 201, 62]"
448,179,"[16, 201, 92, 62]"
446,179,"[16, 201, 92, 558]"
456,180,"[16, 562, 46, 62]"
455,180,"[16, 562, 201, 42]"
454,180,"[16, 562, 46, 558]"
464,181,"[16, 201, 46, 62]"
462,181,"[16, 201, 46, 558]"
461,181,"[562, 201, 46, 62]"
465,182,"[16, 562, 62, 558]"
464,182,"[16, 562, 46, 42]"
473,183,"[16, 201, 62, 558]"
472,183,"[16, 201, 46, 42]"
470,183,"[562, 201, 62, 558]"
475,184,"[16, 562, 62, 42]"
474,184,"[16, 562, 67, 200]"
488,185,"[16, 562, 201, 200]"
483,185,"[16, 201, 62, 42]"
482,185,"[16, 67, 201, 200]"
489,186,"[16, 201, 92, 200]"
487,186,"[201, 46, 62, 558]"
497,187,"[16, 562, 46, 200]"
492,187,"[16, 46, 62, 42]"
491,187,"[16, 67, 46, 200]"
505,188,"[16, 201, 46, 200]"
502,188,"[562, 201, 46, 200]"
498,188,"[16, 92, 46, 200]"
508,189,"[16, 562, 62, 200]"
506,189,"[16, 562, 558, 200]"
516,190,"[16, 201, 62, 200]"
514,190,"[16, 201, 558, 200]"
513,190,"[562, 201, 62, 200]"
516,191,"[16, 562, 42, 200]"
525,192,"[16, 46, 62, 200]"
524,192,"[16, 201, 42, 200]"
523,192,"[16, 46, 558, 200]"
530,193,"[201, 46, 62, 200]"
528,193,"[201, 46, 558, 200]"
534,194,"[16, 62, 558, 200]"
533,194,"[16, 46, 42, 200]"
531,194,"[562, 62, 558, 200]"
539,195,"[201, 62, 558, 200]"
538,195,"[201, 46, 42, 200]"
544,196,"[16, 62, 42, 200]"
542,196,"[16, 558, 42, 200]"
541,196,"[562, 62, 42, 200]"
549,197,"[201, 62, 42, 200]"
548,197,"[46, 62, 558, 200]"
547,197,"[201, 558, 42, 200]"
558,199,"[46, 62, 42, 200]"
556,199,"[46, 558, 42, 200]"
567,201,"[62, 558, 42, 200]"
557,202,"[62, 558, 273, 200]"
566,203,"[62, 42, 156, 200]"
564,203,"[558, 42, 156, 200]"
567,204,"[62, 42, 273, 200]"
567,205,"[16, 42, 200, 435]"
573,206,"[46, 62, 200, 435]"
572,206,"[201, 42, 200, 435]"
571,206,"[46, 558, 200, 435]"
582,208,"[62, 558, 200, 435]"
581,208,"[46, 42, 200, 435]"
592,210,"[62, 42, 200, 435]"
590,210,"[558, 42, 200, 435]"
583,211,"[62, 42, 200, 313]"
589,212,"[42, 156, 200, 435]"
590,213,"[42, 273, 200, 435]"
598,218,"[62, 200, 435, 313]"
596,218,"[558, 200, 435, 313]"
596,219,"[62, 200, 435, 556]"
606,220,"[42, 200, 435, 313]"
604,221,"[42, 200, 435, 556]"
600,226,"[62, 42, 200, 255]"
610,229,"[200, 435, 313, 556]"
615,233,"[62, 200, 435, 255]"
613,233,"[558, 200, 435, 255]"
623,235,"[42, 200, 435, 255]"
614,236,"[42, 200, 313, 255]"
622,240,"[42, 200, 435, 259]"
629,243,"[200, 435, 313, 255]"
627,244,"[200, 435, 556, 255]"
628,248,"[200, 435, 313, 259]"
630,256,"[42, 200, 255, 259]"
645,263,"[200, 435, 255, 259]"
636,264,"[200, 313, 255, 259]"
634,265,"[200, 556, 255, 259]"
