total_points,now_cost,indexes
133,166,"[21, 533, 157, 180]"
188,167,"[21, 533, 157, 470]"
214,168,"[21, 157, 180, 470]"
247,169,"[21, 533, 470, 420]"
279,170,"[21, 157, 470, 420]"
290,171,"[21, 157, 470, 287]"
311,172,"[21, 470, 420, 271]"
349,173,"[21, 470, 420, 287]"
352,175,"[470, 328, 420, 287]"
374,176,"[470, 420, 271, 287]"
406,179,"[470, 420, 287, 395]"
407,182,"[470, 287, 395, 301]"
417,183,"[420, 287, 395, 301]"
421,185,"[420, 287, 395, 269]"
422,187,"[470, 287, 395, 198]"
432,188,"[420, 287, 395, 198]"
434,190,"[470, 420, 287, 172]"
450,191,"[470, 420, 287, 29]"
455,194,"[470, 287, 395, 29]"
465,195,"[420, 287, 395, 29]"
466,198,"[287, 395, 301, 29]"
476,200,"[420, 287, 198, 29]"
481,203,"[287, 395, 198, 29]"
490,204,"[420, 287, 417, 29]"
493,206,"[420, 287, 172, 29]"
495,207,"[287, 395, 417, 29]"
497,208,"[420, 287, 29, 463]"
498,209,"[287, 395, 172, 29]"
502,211,"[287, 395, 29, 463]"
506,212,"[287, 198, 417, 29]"
509,214,"[287, 198, 172, 29]"
513,216,"[287, 198, 29, 463]"
523,218,"[287, 417, 172, 29]"
527,220,"[287, 417, 29, 463]"
528,221,"[420, 287, 29, 113]"
530,222,"[287, 172, 29, 463]"
533,224,"[287, 395, 29, 113]"
544,229,"[287, 198, 29, 113]"
550,232,"[470, 287, 29, 239]"
560,233,"[420, 287, 29, 239]"
561,235,"[287, 172, 29, 113]"
565,236,"[287, 395, 29, 239]"
576,241,"[287, 198, 29, 239]"
579,244,"[420, 417, 29, 239]"
590,245,"[287, 417, 29, 239]"
593,247,"[287, 172, 29, 239]"
597,249,"[287, 29, 463, 239]"
601,253,"[470, 287, 29, 215]"
611,254,"[420, 287, 29, 215]"
616,257,"[287, 395, 29, 215]"
617,261,"[420, 29, 113, 239]"
628,262,"[287, 29, 113, 239]"
630,265,"[420, 417, 29, 215]"
641,266,"[287, 417, 29, 215]"
644,268,"[287, 172, 29, 215]"
648,270,"[287, 29, 463, 215]"
650,275,"[172, 29, 113, 239]"
654,277,"[29, 463, 113, 239]"
663,279,"[417, 172, 29, 215]"
667,281,"[417, 29, 463, 215]"
668,282,"[420, 29, 113, 215]"
679,283,"[287, 29, 113, 215]"
684,290,"[198, 29, 113, 215]"
692,292,"[287, 417, 239, 215]"
700,294,"[420, 29, 239, 215]"
711,295,"[287, 29, 239, 215]"
716,302,"[198, 29, 239, 215]"
718,305,"[101, 29, 239, 215]"
730,306,"[417, 29, 239, 215]"
733,308,"[172, 29, 239, 215]"
737,310,"[29, 463, 239, 215]"
749,320,"[417, 113, 239, 215]"
752,322,"[172, 113, 239, 215]"
768,323,"[29, 113, 239, 215]"
775,336,"[29, 239, 217, 215]"
784,346,"[113, 150, 239, 215]"
794,350,"[113, 239, 217, 215]"
795,361,"[287, 239, 215, 191]"
801,363,"[29, 113, 215, 191]"
802,368,"[417, 239, 215, 192]"
805,370,"[172, 239, 215, 192]"
821,371,"[29, 239, 215, 192]"
833,375,"[29, 239, 215, 191]"
840,385,"[113, 239, 215, 192]"
852,389,"[113, 239, 215, 191]"
859,402,"[239, 217, 215, 191]"
873,425,"[113, 215, 192, 191]"
876,432,"[239, 215, 214, 192]"
888,436,"[239, 215, 214, 191]"
905,437,"[239, 215, 192, 191]"
909,472,"[215, 214, 192, 191]"
