total_points,now_cost,indexes
560,478,"[254, 272, 251, 4]"
558,469,"[254, 272, 4, 276]"
436,461,"[254, 272, 251, 306]"
427,456,"[254, 272, 4, 306]"
406,445,"[272, 251, 4, 306]"
404,436,"[272, 4, 276, 306]"
367,435,"[254, 272, 306, 543]"
358,426,"[254, 272, 306, 500]"
346,424,"[272, 251, 306, 543]"
340,420,"[254, 272, 306, 508]"
296,419,"[254, 272, 306, 296]"
275,408,"[272, 251, 306, 296]"
266,403,"[272, 4, 306, 296]"
239,393,"[254, 306, 543, 296]"
230,384,"[254, 306, 500, 296]"
206,382,"[272, 306, 543, 296]"
182,376,"[254, 306, 296, 478]"
168,371,"[254, 306, 296, 400]"
149,365,"[272, 306, 296, 478]"
135,360,"[272, 306, 296, 400]"
122,341,"[306, 543, 508, 296]"
92,339,"[306, 543, 296, 478]"
78,334,"[306, 543, 296, 400]"
69,325,"[306, 500, 296, 400]"
65,324,"[306, 508, 296, 478]"
51,319,"[306, 508, 296, 400]"
21,317,"[306, 296, 478, 400]"
7,311,"[306, 296, 400, 403]"
0,282,"[296, 400, 403, 1]"
