total_points,now_cost,indexes
429,365,"[254, 272, 251]"
420,360,"[254, 272, 4]"
399,349,"[272, 251, 4]"
397,340,"[272, 4, 276]"
360,339,"[254, 272, 543]"
351,330,"[254, 272, 500]"
339,328,"[272, 251, 543]"
330,323,"[272, 4, 543]"
303,322,"[254, 272, 478]"
289,317,"[254, 272, 400]"
282,311,"[272, 251, 478]"
268,306,"[272, 251, 400]"
259,301,"[272, 4, 400]"
246,296,"[254, 543, 478]"
232,291,"[254, 543, 400]"
213,285,"[272, 543, 478]"
199,280,"[272, 543, 400]"
175,274,"[254, 478, 400]"
161,268,"[254, 400, 403]"
142,263,"[272, 478, 400]"
128,257,"[272, 400, 403]"
85,237,"[543, 478, 400]"
71,231,"[543, 400, 403]"
62,222,"[500, 400, 403]"
14,214,"[478, 400, 403]"
0,206,"[400, 403, 1]"
