total_points,now_cost,indexes
635,591,"[254, 272, 251, 4, 302]"
633,582,"[254, 272, 4, 302, 276]"
511,574,"[254, 272, 251, 302, 306]"
502,569,"[254, 272, 4, 302, 306]"
481,558,"[272, 251, 4, 302, 306]"
479,549,"[272, 4, 302, 276, 306]"
442,548,"[254, 272, 302, 306, 543]"
433,539,"[254, 272, 302, 306, 500]"
421,537,"[272, 251, 302, 306, 543]"
415,533,"[254, 272, 302, 306, 508]"
371,532,"[254, 272, 302, 306, 296]"
350,521,"[272, 251, 302, 306, 296]"
341,516,"[272, 4, 302, 306, 296]"
314,506,"[254, 302, 306, 543, 296]"
305,497,"[254, 302, 306, 500, 296]"
281,495,"[272, 302, 306, 543, 296]"
257,489,"[254, 302, 306, 296, 478]"
243,484,"[254, 302, 306, 296, 400]"
224,478,"[272, 302, 306, 296, 478]"
210,473,"[272, 302, 306, 296, 400]"
197,454,"[302, 306, 543, 508, 296]"
167,452,"[302, 306, 543, 296, 478]"
153,447,"[302, 306, 543, 296, 400]"
144,438,"[302, 306, 500, 296, 400]"
140,437,"[302, 306, 508, 296, 478]"
126,432,"[302, 306, 508, 296, 400]"
96,430,"[302, 306, 296, 478, 400]"
82,424,"[302, 306, 296, 400, 403]"
78,403,"[306, 543, 296, 400, 403]"
75,395,"[302, 296, 400, 403, 1]"
65,394,"[306, 508, 296, 478, 400]"
51,388,"[306, 508, 296, 400, 403]"
21,386,"[306, 296, 478, 400, 403]"
7,378,"[306, 296, 400, 403, 1]"
2,346,"[296, 400, 403, 1, 439]"
0,341,"[296, 400, 403, 1, 34]"
