total_points,now_cost,indexes
142,206,"[529, 526, 539, 540, 509]"
184,207,"[526, 539, 540, 509, 488]"
214,208,"[522, 539, 540, 509, 488]"
221,209,"[526, 539, 540, 509, 415]"
257,210,"[539, 540, 509, 488, 415]"
281,211,"[522, 539, 509, 488, 415]"
287,212,"[539, 509, 488, 447, 415]"
316,213,"[539, 509, 488, 415, 408]"
330,214,"[522, 509, 488, 415, 408]"
336,215,"[509, 488, 447, 415, 408]"
340,216,"[522, 509, 488, 415, 266]"
355,217,"[539, 509, 415, 408, 266]"
375,218,"[509, 488, 415, 408, 266]"
392,222,"[509, 415, 408, 266, 283]"
400,224,"[509, 415, 408, 266, 213]"
408,228,"[522, 509, 488, 415, 60]"
423,229,"[539, 509, 415, 408, 60]"
443,230,"[509, 488, 415, 408, 60]"
453,232,"[509, 488, 415, 266, 60]"
482,234,"[509, 415, 408, 266, 60]"
490,241,"[509, 415, 408, 112, 60]"
506,243,"[509, 415, 408, 82, 60]"
516,245,"[509, 415, 266, 82, 60]"
520,247,"[509, 415, 408, 60, 38]"
530,249,"[509, 415, 266, 60, 38]"
547,251,"[509, 415, 408, 60, 11]"
557,253,"[509, 415, 266, 60, 11]"
565,260,"[509, 415, 112, 60, 11]"
581,262,"[509, 415, 82, 60, 11]"
583,264,"[509, 266, 82, 60, 11]"
595,266,"[509, 415, 60, 38, 11]"
597,268,"[509, 266, 60, 38, 11]"
615,270,"[509, 415, 60, 12, 11]"
617,272,"[509, 266, 60, 12, 11]"
621,277,"[509, 82, 60, 38, 11]"
625,279,"[509, 112, 60, 12, 11]"
641,281,"[509, 82, 60, 12, 11]"
655,285,"[509, 60, 38, 12, 11]"
658,298,"[82, 60, 38, 12, 11]"
