total_points,now_cost,indexes
120,165,"[529, 526, 540, 509]"
162,166,"[526, 540, 509, 488]"
192,167,"[522, 540, 509, 488]"
199,168,"[526, 540, 509, 415]"
235,169,"[540, 509, 488, 415]"
259,170,"[522, 509, 488, 415]"
265,171,"[509, 488, 447, 415]"
294,172,"[509, 488, 415, 408]"
304,174,"[509, 488, 415, 266]"
333,176,"[509, 415, 408, 266]"
341,183,"[509, 415, 408, 112]"
357,185,"[509, 415, 408, 82]"
372,186,"[509, 488, 415, 60]"
401,188,"[509, 415, 408, 60]"
411,190,"[509, 415, 266, 60]"
419,197,"[509, 415, 112, 60]"
435,199,"[509, 415, 82, 60]"
437,201,"[509, 266, 82, 60]"
439,205,"[509, 488, 60, 11]"
476,207,"[509, 415, 60, 11]"
478,209,"[509, 266, 60, 11]"
486,216,"[509, 112, 60, 11]"
502,218,"[509, 82, 60, 11]"
536,226,"[509, 60, 12, 11]"
539,239,"[82, 60, 12, 11]"
