Best total cost,Best total points,Individual costs,Sorted individual costs,Id,Formation,Name,Team,Team position,Dreamteam,Amount in Dreamteam,Months in Dreamteam,Selected by percentage,Goals,Assists,Bonus points,Clean Sheets,Goals_conded,Total minutes,Total saves,Yellow cards,Red cards,Goals conceded
599,1565,"[57, 44, 45, 58, 62, 49, 50, 52, 64, 67, 51]","[44, 45, 49, 50, 51, 52, 57, 58, 62, 64, 67]","[67, 439, 416, 111, 48, 278, 436, 33, 77, 78, 54]","[5, 4, 1]","['Sam Vokes', 'Darren Fletcher', 'Etienne Capoue', 'Wilfried Zaha', 'Joshua King', 'Ben Gibson', 'Gareth McAuley', 'Charlie Daniels', 'César Azpilicueta', 'Gary Cahill', 'Tom Heaton']","['Burnley', 'West Bromwich', 'Watford', 'Crystal Palace', 'Bournemouth', 'Middlesbrough', 'West Bromwich', 'Bournemouth', 'Chelsea', 'Chelsea', 'Burnley']","[16, 10, 17, 14, 9, 19, 10, 9, 1, 1, 16]","[False, False, False, False, False, False, False, False, True, True, True]",3,"[1, 1, 3, 4, 3, 1, 4, 5, 2, 3, 4]","[3.2, 8.1, 22.9, 11.9, 19.3, 8.8, 24.7, 9.9, 18.1, 15.3, 18.6]","[10, 2, 7, 7, 16, 1, 6, 4, 1, 6, 0]","[4, 3, 2, 11, 3, 1, 1, 3, 5, 0, 0]","[12, 2, 14, 13, 17, 14, 14, 14, 22, 15, 21]","[5, 8, 7, 7, 9, 11, 7, 10, 16, 17, 10]","[34, 45, 60, 56, 54, 53, 45, 53, 33, 29, 48]","[2064, 3231, 3204, 3019, 2714, 3420, 3140, 3060, 3420, 3296, 3150]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142]","[0, 0, 5, 8, 1, 4, 5, 1, 4, 5, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 45, 60, 56, 54, 53, 45, 53, 33, 29, 48]"
599,1567,"[55, 44, 52, 52, 59, 106, 44, 45, 46, 49, 47]","[44, 44, 45, 46, 47, 49, 52, 52, 55, 59, 106]","[302, 127, 132, 414, 70, 234, 117, 171, 468, 443, 350]","[4, 5, 1]","['Ayoze Pérez', 'James McArthur', 'Luka Milivojevic', 'Abdoulaye Doucouré', 'Pascal Groß', 'Mohamed Salah', 'James Tomkins', 'Mathias Jorgensen', 'Ahmed El-Sayed Hegazi', 'Aaron Cresswell', 'Lukasz Fabianski']","['Newcastle United', 'Crystal Palace', 'Crystal Palace', 'Watford', 'Brighton & Hove Albion', 'Liverpool', 'Crystal Palace', 'Huddersfield Town', ' West Bromwich Albion', 'West Ham United', 'Swansey City']","[10, 11, 11, 14, 15, 4, 11, 16, 20, 13, 18]","[False, False, False, False, False, True, False, False, False, False, False]",1,"[4, 2, 2, 1, 3, 11, 2, 2, 1, 0, 3]","[6.5, 4.7, 13.5, 11.0, 15.4, 56.7, 4.4, 6.6, 17.8, 3.2, 10.1]","[8, 5, 10, 7, 7, 32, 3, 0, 2, 1, 0]","[6, 2, 2, 4, 8, 12, 0, 3, 0, 7, 0]","[15, 9, 21, 16, 24, 26, 9, 9, 11, 10, 14]","[8, 7, 8, 9, 10, 15, 9, 10, 10, 10, 9]","[28, 35, 52, 63, 46, 29, 32, 58, 55, 60, 56]","[2486, 2425, 3079, 3324, 2928, 2905, 2386, 3420, 3386, 3069, 3420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137]","[3, 5, 8, 10, 2, 1, 8, 6, 4, 7, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 35, 52, 63, 46, 29, 32, 58, 55, 60, 56]"
600,1705,"[59, 44, 46, 49, 64, 46, 54, 58, 67, 67, 46]","[44, 46, 46, 46, 49, 54, 58, 59, 64, 67, 67]","[493, 504, 80, 147, 40, 145, 484, 245, 247, 246, 88]","[5, 4, 1]","['Salomón Rondón', 'Víctor Camarasa', 'Ashley Westwood', 'James McArthur', 'Ryan Fraser', 'Aaron Wan-Bissaka', 'Lucas Digne', 'Trent Alexander-Arnold', 'Andrew Robertson', 'Virgil van Dijk', 'Neil Etheridge']","['Newcastle United', 'Cardiff City', 'Burnley', 'Crystal Palace', 'Bournemouth', 'Crystal Palace', 'Everton', 'Liverpool', 'Liverpool', 'Liverpool', 'Cardiff City']","[13, 18, 15, 12, 14, 12, 8, 2, 2, 2, 18]","[False, False, False, False, False, False, False, True, True, True, False]",3,"[3, 1, 1, 1, 6, 2, 4, 8, 5, 4, 5]","[7.7, 2.2, 3.1, 3.4, 23.7, 26.3, 10.2, 26.9, 33.0, 32.3, 10.2]","[11, 5, 2, 3, 7, 0, 4, 1, 0, 4, 0]","[8, 4, 8, 7, 14, 3, 5, 13, 12, 4, 0]","[20, 5, 10, 7, 23, 18, 22, 25, 29, 22, 18]","[9, 9, 7, 11, 9, 12, 13, 16, 21, 20, 10]","[31, 53, 55, 49, 64, 47, 38, 14, 20, 22, 69]","[2601, 2569, 2821, 3057, 3165, 3134, 2964, 2460, 3216, 3384, 3420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141]","[1, 6, 5, 7, 2, 4, 5, 3, 4, 1, 2]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[31, 53, 55, 49, 64, 47, 38, 14, 20, 22, 69]"
599,1631,"[51, 76, 44, 45, 59, 46, 47, 50, 52, 77, 52]","[44, 45, 46, 47, 50, 51, 52, 52, 59, 76, 77]","[468, 313, 420, 287, 29, 297, 295, 294, 291, 182, 93]","[5, 3, 2]","['Jordan Ayew', 'Danny Ings', 'Leander Dendoncker', 'Todd Cantwell', 'Jack Grealish', 'John Lundstram', 'John Egan', 'George Baldock', 'Enda Stevens', 'Trent Alexander-Arnold', 'Nick Pope']","['Crystal Palace', 'Southampton', 'Wolverhampton Wanderers', 'Norwich City', 'Aston Villa', 'Sheffield United', 'Sheffield United', 'Sheffield United', 'Sheffield United', 'Liverpool', 'Burnley']","[14, 11, 7, 20, 17, 9, 9, 9, 9, 1, 10]","[False, False, False, False, False, False, False, False, False, True, True]",2,"[1, 4, 2, 2, 4, 5, 2, 1, 1, 8, 3]","[7.3, 31.4, 8.5, 13.0, 14.4, 28.8, 7.1, 11.6, 4.6, 39.1, 23.1]","[9, 22, 4, 6, 8, 5, 2, 2, 2, 4, 0]","[3, 2, 0, 2, 7, 4, 1, 4, 4, 15, 0]","[19, 40, 9, 10, 19, 15, 9, 7, 8, 24, 23]","[12, 6, 11, 6, 7, 10, 13, 13, 13, 14, 15]","[45, 44, 34, 54, 63, 29, 33, 39, 39, 32, 50]","[3148, 2800, 2790, 2484, 3233, 2452, 3187, 3420, 3345, 3173, 3420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120]","[6, 3, 5, 6, 8, 5, 3, 7, 7, 5, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[45, 44, 34, 54, 63, 29, 33, 39, 39, 32, 50]"
600,1732,"[63, 66, 52, 54, 55, 56, 48, 48, 50, 55, 53]","[48, 48, 50, 52, 53, 54, 55, 55, 56, 63, 66]","[514, 202, 449, 481, 271, 203, 62, 558, 42, 200, 12]","[4, 4, 2]","['Ollie Watkins', 'Patrick Bamford', 'Tomas Soucek', 'Matheus Pereira', 'Ilkay Gündogan', 'Jack Harrison', 'Lewis Dunk', 'Vladimir Coufal', 'Matt Targett', 'Stuart Dallas', 'Emiliano Martínez']","['Aston Villa', 'Leicester City', 'West Ham United', 'West Bromwich Albion', 'Manchester City', 'Leicester City', 'Brighton & Hove Albion', 'West Ham United', 'Aston Villa', 'Leicester City', 'Aston Villa']","[11, 5, 6, 19, 1, 5, 16, 6, 11, 5, 11]","[False, True, False, False, False, False, False, False, False, True, True]",3,"[3, 5, 4, 4, 6, 4, 3, 1, 2, 4, 2]","[22.1, 45.2, 11.2, 5.0, 17.1, 7.6, 5.9, 8.6, 12.0, 33.1, 37.9]","[14, 17, 10, 11, 13, 8, 5, 0, 0, 8, 0]","[9, 11, 2, 7, 4, 10, 0, 9, 4, 3, 0]","[18, 26, 16, 15, 22, 15, 17, 12, 9, 15, 27]","[14, 10, 11, 6, 12, 11, 11, 9, 16, 12, 15]","[46, 50, 47, 58, 16, 45, 40, 43, 44, 53, 46]","[3328, 3052, 3420, 2574, 2025, 2846, 2932, 3054, 3404, 3410, 3420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142]","[2, 3, 7, 2, 1, 2, 5, 3, 7, 7, 1]","[1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0]","[46, 50, 47, 58, 16, 45, 40, 43, 44, 53, 46]"
