Best total cost,Best total points,Individual costs,Sorted individual costs,Id,Formation,Name,Team,Team position,Dreamteam,Amount in Dreamteam,Months in Dreamteam,Selected by percentage,Goals,Assists,Bonus points,Clean Sheets,Goals_conded,Total minutes,Total saves,Yellow cards,Red cards,Goals conceded
500,1170,"[44, 43, 44, 45, 46, 44, 46, 46, 49, 50, 43]","[43, 43, 44, 44, 44, 45, 46, 46, 46, 49, 50]","[336, 290, 439, 416, 42, 56, 34, 321, 278, 436, 574]","[5, 4, 1]","['Peter Crouch', 'Marten de Roon', 'Darren Fletcher', 'Etienne Capoue', 'Junior Stanislas', 'Ben Mee', 'Adam Smith', 'Erik Pieters', 'Ben Gibson', 'Gareth McAuley', 'Lee Grant']","['Stoke City', 'Middlesbrough', 'West Bromwich', 'Watford', 'Bournemouth', 'Burnley', 'Bournemouth', 'Stoke City', 'Middlesbrough', 'West Bromwich', 'Stoke City']","[13, 19, 10, 17, 9, 16, 9, 13, 19, 10, 13]","[False, False, False, False, False, False, False, False, False, False, False]",0,"[2, 2, 1, 3, 1, 0, 1, 1, 1, 4, 3]","[3.4, 1.8, 8.1, 22.9, 1.3, 2.2, 7.0, 6.7, 8.8, 24.7, 6.5]","[7, 4, 2, 7, 7, 1, 1, 0, 1, 6, 0]","[3, 1, 3, 2, 6, 2, 5, 2, 1, 1, 0]","[7, 5, 2, 14, 13, 6, 12, 9, 14, 14, 9]","[4, 8, 8, 7, 4, 9, 8, 10, 11, 7, 9]","[23, 44, 45, 60, 29, 49, 61, 50, 53, 45, 34]","[1343, 2773, 3231, 3204, 1467, 3015, 3101, 3151, 3420, 3140, 2520]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91]","[3, 8, 0, 5, 1, 5, 6, 5, 4, 5, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 44, 45, 60, 29, 49, 61, 50, 53, 45, 34]"
499,1170,"[46, 43, 44, 45, 52, 41, 44, 45, 46, 46, 47]","[41, 43, 44, 44, 45, 45, 46, 46, 46, 47, 52]","[548, 367, 127, 90, 132, 220, 117, 171, 468, 164, 350]","[5, 4, 1]","['Oumar Niasse', 'Tom Carroll', 'James McArthur', 'Jack Cork', 'Luka Milivojevic', 'Ragnar Klavan', 'James Tomkins', 'Mathias Jorgensen', 'Ahmed El-Sayed Hegazi', 'Christopher Schindler', 'Lukasz Fabianski']","['Everton', 'Swansey City', 'Crystal Palace', 'Burnley', 'Crystal Palace', 'Liverpool', 'Crystal Palace', 'Huddersfield Town', ' West Bromwich Albion', 'Huddersfield Town', 'Swansey City']","[8, 18, 11, 7, 11, 4, 11, 16, 20, 16, 18]","[False, False, False, False, False, False, False, False, False, False, False]",0,"[3, 0, 2, 1, 2, 2, 2, 2, 1, 4, 3]","[5.0, 4.5, 4.7, 3.6, 13.5, 1.8, 4.4, 6.6, 17.8, 3.2, 10.1]","[8, 0, 5, 2, 10, 1, 3, 0, 2, 0, 0]","[3, 4, 2, 1, 2, 0, 0, 3, 0, 2, 0]","[14, 6, 9, 6, 21, 9, 9, 9, 11, 15, 14]","[0, 7, 7, 12, 8, 8, 9, 10, 10, 9, 9]","[23, 39, 35, 39, 52, 15, 32, 58, 55, 53, 56]","[1076, 2562, 2425, 3420, 3079, 1449, 2386, 3420, 3386, 3264, 3420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137]","[2, 3, 5, 7, 8, 0, 8, 6, 4, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[23, 39, 35, 39, 52, 15, 32, 58, 55, 53, 56]"
500,1195,"[47, 44, 44, 46, 49, 41, 43, 46, 47, 47, 46]","[41, 43, 44, 44, 46, 46, 46, 47, 47, 47, 49]","[347, 504, 340, 80, 147, 427, 483, 145, 423, 49, 88]","[5, 4, 1]","['Shane Long', 'Víctor Camarasa', 'Pierre-Emile Højbjerg', 'Ashley Westwood', 'James McArthur', 'Ryan Bennett', 'Jonathan Castro Otto', 'Aaron Wan-Bissaka', 'Willy Boly', 'Shane Duffy', 'Neil Etheridge']","['Southampton', 'Cardiff City', 'Southampton', 'Burnley', 'Crystal Palace', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers', 'Crystal Palace', 'Wolverhampton Wanderers', 'Brighton & Hove Albion', 'Cardiff City']","[16, 18, 16, 15, 12, 7, 7, 12, 7, 17, 18]","[False, False, False, False, False, False, False, False, False, False, False]",0,"[1, 1, 1, 1, 1, 0, 2, 2, 3, 4, 5]","[4.9, 2.2, 3.2, 3.1, 3.4, 8.0, 3.6, 26.3, 6.1, 8.1, 10.2]","[5, 5, 4, 2, 3, 1, 1, 0, 4, 5, 0]","[2, 4, 3, 8, 7, 0, 3, 3, 0, 2, 0]","[5, 5, 8, 10, 7, 1, 9, 18, 10, 9, 18]","[2, 9, 4, 7, 11, 9, 8, 12, 8, 7, 10]","[24, 53, 59, 55, 49, 38, 39, 47, 43, 55, 69]","[1260, 2569, 2760, 2821, 3057, 3060, 2772, 3134, 3168, 3087, 3420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141]","[3, 6, 7, 5, 7, 12, 6, 4, 2, 4, 2]","[0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 0]","[24, 53, 59, 55, 49, 38, 39, 47, 43, 55, 69]"
500,1269,"[43, 43, 44, 45, 47, 45, 46, 46, 47, 50, 44]","[43, 43, 44, 44, 45, 45, 46, 46, 47, 47, 50]","[70, 470, 420, 287, 395, 293, 297, 423, 295, 294, 494]","[5, 4, 1]","['Lys Mousset', 'Douglas Luiz Soares de Paulo', 'Leander Dendoncker', 'Todd Cantwell', 'Declan Rice', ""Jack O'Connell"", 'John Lundstram', 'Chris Basham', 'John Egan', 'George Baldock', 'Aaron Ramsdale']","['Sheffield United', 'Aston Villa', 'Wolverhampton Wanderers', 'Norwich City', 'West Ham United', 'Sheffield United', 'Sheffield United', 'Sheffield United', 'Sheffield United', 'Sheffield United', 'Bournemouth']","[9, 17, 7, 20, 16, 9, 9, 9, 9, 9, 18]","[False, False, False, False, False, False, False, False, False, False, False]",0,"[1, 0, 2, 2, 1, 1, 5, 0, 2, 1, 4]","[2.7, 3.7, 8.5, 13.0, 1.8, 2.3, 28.8, 2.1, 7.1, 11.6, 3.2]","[6, 3, 4, 6, 1, 0, 5, 0, 2, 2, 0]","[4, 2, 0, 2, 5, 1, 4, 1, 1, 4, 1]","[11, 5, 9, 10, 8, 6, 15, 6, 9, 7, 13]","[3, 8, 11, 6, 7, 12, 10, 13, 13, 13, 5]","[15, 51, 34, 54, 62, 28, 29, 37, 33, 39, 62]","[1223, 2604, 2790, 2484, 3420, 2915, 2452, 3242, 3187, 3420, 3330]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128]","[1, 8, 5, 6, 6, 4, 5, 4, 3, 7, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[15, 51, 34, 54, 62, 28, 29, 37, 33, 39, 62]"
500,1182,"[42, 42, 47, 47, 52, 43, 43, 44, 46, 48, 46]","[42, 42, 43, 43, 44, 46, 46, 47, 47, 48, 52]","[262, 23, 105, 557, 449, 16, 562, 201, 46, 62, 417]","[5, 4, 1]","['Rhian Brewster', 'Emile Smith Rowe', 'Jorge Luiz Frello Filho', 'Ademola Lookman', 'Tomas Soucek', 'Rob Holding', 'Ola Aina', 'Ezgjan Alioski', 'Ezri Konsa Ngoyo', 'Lewis Dunk', 'Sam Johnstone']","['Sheffield United', 'Arsenal', 'Chelsea', 'Fulham', 'West Ham United', 'Arsenal', 'Fulham', 'Leicester City', 'Aston Villa', 'Brighton & Hove Albion', 'West Bromwich Albion']","[20, 8, 4, 18, 6, 8, 18, 5, 11, 16, 19]","[False, False, False, False, False, False, False, False, False, False, False]",0,"[0, 1, 5, 1, 4, 1, 2, 3, 1, 3, 3]","[5.0, 3.5, 4.7, 1.3, 11.2, 4.7, 2.0, 3.2, 6.2, 5.9, 3.0]","[0, 2, 7, 4, 10, 0, 2, 2, 2, 5, 0]","[0, 5, 2, 4, 2, 1, 1, 3, 0, 0, 1]","[0, 3, 15, 8, 16, 10, 8, 7, 8, 17, 19]","[2, 9, 14, 10, 11, 11, 8, 10, 12, 11, 6]","[16, 10, 17, 33, 47, 26, 36, 35, 46, 40, 74]","[1113, 1438, 2006, 2746, 3420, 2557, 2664, 2456, 3195, 2932, 3330]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166]","[1, 0, 2, 5, 7, 2, 3, 7, 3, 5, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0]","[16, 10, 17, 33, 47, 26, 36, 35, 46, 40, 74]"
