Best total cost,Best total points,Individual costs,Sorted individual costs,Id,Formation,Name,Team,Team position,Dreamteam,Amount in Dreamteam,Months in Dreamteam,Selected by percentage
550,1397,"[44, 44, 45, 49, 58, 62, 46, 49, 50, 52, 51]","[44, 44, 45, 46, 49, 49, 50, 51, 52, 58, 62]","[336, 439, 416, 202, 111, 48, 34, 278, 436, 33, 54]","[4, 5, 1]","['Peter Crouch', 'Darren Fletcher', 'Etienne Capoue', 'Joe Allen', 'Wilfried Zaha', 'Joshua King', 'Adam Smith', 'Ben Gibson', 'Gareth McAuley', 'Charlie Daniels', 'Tom Heaton']","['Stoke City', 'West Bromwich', 'Watford', 'Stoke City', 'Crystal Palace', 'Bournemouth', 'Bournemouth', 'Middlesbrough', 'West Bromwich', 'Bournemouth', 'Burnley']","[13, 10, 17, 13, 14, 9, 9, 19, 10, 9, 16]","[False, False, False, False, False, False, False, False, False, False, True]",1,"[2, 1, 3, 1, 4, 3, 1, 1, 4, 5, 4]","[3.4, 8.1, 22.9, 6.4, 11.9, 19.3, 7.0, 8.8, 24.7, 9.9, 18.6]"
550,1402,"[55, 50, 52, 52, 59, 45, 46, 46, 49, 49, 47]","[45, 46, 46, 47, 49, 49, 50, 52, 52, 55, 59]","[302, 250, 132, 414, 70, 171, 468, 164, 443, 290, 350]","[5, 4, 1]","['Ayoze Pérez', 'Fernando Luiz Rosa', 'Luka Milivojevic', 'Abdoulaye Doucouré', 'Pascal Groß', 'Mathias Jorgensen', 'Ahmed El-Sayed Hegazi', 'Christopher Schindler', 'Aaron Cresswell', 'Jamaal Lascelles', 'Lukasz Fabianski']","['Newcastle United', 'Manchester City', 'Crystal Palace', 'Watford', 'Brighton & Hove Albion', 'Huddersfield Town', ' West Bromwich Albion', 'Huddersfield Town', 'West Ham United', 'Newcastle United', 'Swansey City']","[10, 1, 11, 14, 15, 16, 20, 16, 13, 10, 18]","[False, False, False, False, False, False, False, False, False, False, False]",0,"[4, 2, 2, 1, 3, 2, 1, 4, 0, 2, 3]","[6.5, 4.6, 13.5, 11.0, 15.4, 6.6, 17.8, 3.2, 3.2, 9.5, 10.1]"
550,1484,"[59, 44, 46, 49, 50, 43, 48, 53, 54, 58, 46]","[43, 44, 46, 46, 48, 49, 50, 53, 54, 58, 59]","[493, 504, 80, 147, 42, 483, 162, 221, 484, 245, 88]","[5, 4, 1]","['Salomón Rondón', 'Víctor Camarasa', 'Ashley Westwood', 'James McArthur', 'David Brooks', 'Jonathan Castro Otto', 'Michael Keane', 'Ricardo Domingos Barbosa Pereira', 'Lucas Digne', 'Trent Alexander-Arnold', 'Neil Etheridge']","['Newcastle United', 'Cardiff City', 'Burnley', 'Crystal Palace', 'Bournemouth', 'Wolverhampton Wanderers', 'Everton', 'Leicester City', 'Everton', 'Liverpool', 'Cardiff City']","[13, 18, 15, 12, 14, 7, 8, 9, 8, 2, 18]","[False, False, False, False, False, False, False, False, False, True, False]",1,"[3, 1, 1, 1, 2, 2, 3, 5, 4, 8, 5]","[7.7, 2.2, 3.1, 3.4, 3.6, 3.6, 4.3, 10.6, 10.2, 26.9, 10.2]"
550,1481,"[51, 44, 45, 56, 59, 46, 47, 48, 50, 52, 52]","[44, 45, 46, 47, 48, 50, 51, 52, 52, 56, 59]","[468, 420, 287, 417, 29, 297, 295, 42, 294, 291, 93]","[5, 4, 1]","['Jordan Ayew', 'Leander Dendoncker', 'Todd Cantwell', 'Adama Traoré', 'Jack Grealish', 'John Lundstram', 'John Egan', 'Lewis Dunk', 'George Baldock', 'Enda Stevens', 'Nick Pope']","['Crystal Palace', 'Wolverhampton Wanderers', 'Norwich City', 'Wolverhampton Wanderers', 'Aston Villa', 'Sheffield United', 'Sheffield United', 'Brighton & Hove Albion', 'Sheffield United', 'Sheffield United', 'Burnley']","[14, 7, 20, 7, 17, 9, 9, 15, 9, 9, 10]","[False, False, False, False, False, False, False, False, False, False, True]",1,"[1, 2, 2, 4, 4, 5, 2, 3, 1, 1, 3]","[7.3, 8.5, 13.0, 13.2, 14.4, 28.8, 7.1, 12.5, 11.6, 4.6, 23.1]"
550,1508,"[66, 47, 47, 52, 54, 43, 43, 44, 46, 55, 53]","[43, 43, 44, 46, 47, 47, 52, 53, 54, 55, 66]","[202, 105, 557, 449, 481, 16, 562, 201, 46, 200, 12]","[5, 4, 1]","['Patrick Bamford', 'Jorge Luiz Frello Filho', 'Ademola Lookman', 'Tomas Soucek', 'Matheus Pereira', 'Rob Holding', 'Ola Aina', 'Ezgjan Alioski', 'Ezri Konsa Ngoyo', 'Stuart Dallas', 'Emiliano Martínez']","['Leicester City', 'Chelsea', 'Fulham', 'West Ham United', 'West Bromwich Albion', 'Arsenal', 'Fulham', 'Leicester City', 'Aston Villa', 'Leicester City', 'Aston Villa']","[5, 4, 18, 6, 19, 8, 18, 5, 11, 5, 11]","[True, False, False, False, False, False, False, False, False, True, True]",3,"[5, 5, 1, 4, 4, 1, 2, 3, 1, 4, 2]","[45.2, 4.7, 1.3, 11.2, 5.0, 4.7, 2.0, 3.2, 6.2, 33.1, 37.9]"
