Best total cost,Best total points,Individual costs,Sorted individual costs,Id,Formation,Name,Team,Team position,Dreamteam,Amount in Dreamteam,Months in Dreamteam,Selected by percentage,Goals,Assists,Bonus points,Clean Sheets,Goals_conded,Total minutes,Total saves,Yellow cards,Red cards,Goals conceded
848,2107,"[63, 101, 62, 74, 89, 91, 117, 64, 67, 69, 51]","[51, 62, 63, 64, 67, 69, 74, 89, 91, 101, 117]","[500, 143, 48, 368, 394, 398, 12, 77, 78, 561, 54]","[3, 5, 2]","['Fernando Llorente', 'Romelu Lukaku', 'Joshua King', 'Gylfi Sigurdsson', 'Christian Eriksen', 'Bamidele Alli', 'Alexis Sánchez', 'César Azpilicueta', 'Gary Cahill', 'Marcos Alonso', 'Tom Heaton']","['Swansea City', 'Everton', 'Bournemouth', 'Swansea City', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Arsenal', 'Chelsea', 'Chelsea', 'Chelsea', 'Burnley']","[15, 7, 9, 15, 2, 2, 5, 1, 1, 1, 16]","[False, True, False, False, True, True, True, True, True, True, True]",8,"[5, 6, 3, 4, 5, 4, 9, 2, 3, 3, 4]","[9.4, 32.2, 19.3, 10.8, 17.9, 32.3, 29.7, 18.1, 15.3, 16.0, 18.6]","[15, 25, 16, 9, 8, 18, 24, 1, 6, 6, 0]","[3, 6, 3, 13, 20, 11, 11, 5, 0, 5, 0]","[22, 33, 17, 18, 30, 17, 32, 22, 15, 11, 21]","[5, 13, 9, 7, 16, 17, 13, 16, 17, 15, 10]","[51, 42, 54, 70, 24, 22, 41, 33, 29, 19, 48]","[2442, 3266, 2714, 3327, 3159, 3036, 3217, 3420, 3296, 2693, 3150]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142]","[2, 3, 1, 2, 0, 4, 6, 4, 5, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[51, 42, 54, 70, 24, 22, 41, 33, 29, 19, 48]"
849,2084,"[88, 59, 87, 91, 97, 106, 58, 64, 69, 71, 59]","[58, 59, 59, 64, 69, 71, 87, 88, 91, 97, 106]","[209, 70, 199, 247, 387, 234, 381, 245, 97, 100, 260]","[4, 5, 1]","['Jamie Vardy', 'Pascal Groß', 'Riyad Mahrez', 'Raheem Sterling', 'Christian Eriksen', 'Mohamed Salah', 'Ben Davies', 'Nicolás Otamendi', 'César Azpilicueta', 'Marcos Alonso', 'David De Gea']","['Leicester City', 'Brighton & Hove Albion', 'Leicester City', 'Manchester City', 'Tottenham Hotspur', 'Liverpool', 'Tottenham Hotspur', 'Manchester City', 'Chelsea', 'Chelsea', 'Manchester United']","[9, 15, 9, 1, 3, 4, 3, 1, 5, 5, 2]","[True, False, True, True, True, True, False, True, True, True, True]",9,"[3, 3, 4, 7, 3, 11, 4, 4, 4, 5, 0]","[21.7, 15.4, 8.2, 27.6, 19.4, 56.7, 21.9, 25.8, 21.0, 16.2, 44.3]","[20, 7, 12, 18, 11, 32, 2, 4, 2, 7, 0]","[2, 8, 13, 17, 10, 12, 7, 0, 6, 2, 0]","[28, 24, 19, 19, 23, 26, 14, 21, 25, 15, 10]","[8, 10, 9, 13, 17, 15, 12, 15, 15, 13, 18]","[57, 46, 51, 23, 33, 29, 20, 25, 38, 30, 28]","[3248, 2928, 2948, 2584, 3218, 2905, 2323, 2966, 3330, 2855, 3330]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115]","[3, 2, 2, 3, 0, 1, 3, 9, 1, 6, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[57, 46, 51, 23, 33, 29, 20, 25, 38, 30, 28]"
850,2213,"[69, 64, 103, 110, 132, 58, 58, 63, 67, 67, 59]","[58, 58, 59, 63, 64, 67, 67, 69, 103, 110, 132]","[437, 40, 251, 122, 253, 245, 116, 268, 247, 246, 468]","[5, 4, 1]","['Raúl Jiménez', 'Ryan Fraser', 'Sadio Mané', 'Eden Hazard', 'Mohamed Salah', 'Trent Alexander-Arnold', 'David Luiz Moreira Marinho', 'Aymeric Laporte', 'Andrew Robertson', 'Virgil van Dijk', 'Alisson Ramses Becker']","['Wolverhampton Wanderers', 'Bournemouth', 'Liverpool', 'Chelsea', 'Liverpool', 'Liverpool', 'Chelsea', 'Manchester City', 'Liverpool', 'Liverpool', 'Liverpool']","[7, 14, 2, 3, 2, 2, 3, 1, 2, 2, 2]","[False, False, True, True, True, True, False, False, True, True, True]",7,"[3, 6, 8, 9, 6, 8, 4, 3, 5, 4, 1]","[33.4, 23.7, 38.6, 27.2, 33.9, 26.9, 11.7, 16.7, 33.0, 32.3, 23.4]","[13, 7, 22, 16, 22, 1, 3, 3, 0, 4, 0]","[10, 14, 3, 15, 12, 13, 2, 3, 12, 4, 0]","[31, 23, 24, 35, 18, 25, 19, 16, 29, 22, 9]","[12, 9, 19, 12, 21, 16, 16, 18, 21, 20, 21]","[40, 64, 21, 35, 20, 14, 36, 21, 20, 22, 22]","[3112, 3165, 3076, 2918, 3254, 2460, 3238, 3056, 3216, 3384, 3420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76]","[4, 2, 2, 2, 1, 3, 3, 3, 4, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 64, 21, 35, 20, 14, 36, 21, 20, 22, 22]"
846,2127,"[76, 80, 97, 73, 85, 106, 65, 65, 70, 77, 52]","[52, 65, 65, 70, 73, 76, 77, 80, 85, 97, 106]","[313, 409, 166, 113, 239, 215, 183, 401, 181, 182, 93]","[4, 3, 3]","['Danny Ings', 'Raúl Jiménez', 'Jamie Vardy', 'Willian Borges Da Silva', 'Anthony Martial', 'Kevin De Bruyne', 'Virgil van Dijk', 'Matt Doherty', 'Andrew Robertson', 'Trent Alexander-Arnold', 'Nick Pope']","['Southampton', 'Wolverhampton Wanderers', 'Leicester City', 'Chelsea', 'Manchester United', 'Manchester City', 'Liverpool', 'Wolverhampton Wanderers', 'Liverpool', 'Liverpool', 'Burnley']","[11, 7, 5, 4, 3, 2, 1, 7, 1, 1, 10]","[False, False, True, False, True, True, True, False, True, True, True]",7,"[4, 3, 8, 7, 5, 9, 2, 5, 1, 8, 3]","[31.4, 29.5, 27.2, 10.7, 22.5, 48.9, 42.4, 12.7, 18.1, 39.1, 23.1]","[22, 17, 23, 9, 17, 13, 5, 4, 2, 4, 0]","[2, 7, 7, 9, 9, 23, 2, 8, 12, 15, 0]","[40, 33, 34, 26, 14, 35, 14, 15, 20, 24, 23]","[6, 15, 11, 10, 14, 18, 15, 12, 13, 14, 15]","[44, 36, 38, 35, 27, 22, 33, 31, 31, 32, 50]","[2800, 3241, 3032, 2595, 2625, 2790, 3420, 2836, 3111, 3173, 3420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120]","[3, 3, 3, 4, 1, 3, 1, 1, 2, 5, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 36, 38, 35, 27, 22, 33, 31, 31, 32, 50]"
849,2104,"[66, 119, 55, 56, 96, 113, 129, 50, 55, 57, 53]","[50, 53, 55, 55, 56, 57, 66, 96, 113, 119, 129]","[202, 388, 271, 203, 390, 302, 254, 42, 200, 435, 12]","[3, 5, 2]","['Patrick Bamford', 'Harry Kane', 'Ilkay Gündogan', 'Jack Harrison', 'Heung-Min Son', 'Bruno Miguel Borges Fernandes', 'Mohamed Salah', 'Matt Targett', 'Stuart Dallas', 'Aaron Cresswell', 'Emiliano Martínez']","['Leicester City', 'Tottenham Hotspur', 'Manchester City', 'Leicester City', 'Tottenham Hotspur', 'Manchester United', 'Liverpool', 'Aston Villa', 'Leicester City', 'West Ham United', 'Aston Villa']","[5, 7, 1, 5, 7, 2, 3, 11, 5, 6, 11]","[True, True, False, False, True, True, True, False, True, False, True]",7,"[5, 9, 6, 4, 9, 9, 4, 2, 4, 3, 2]","[45.2, 44.5, 17.1, 7.6, 44.2, 48.7, 43.6, 12.0, 33.1, 18.2, 37.9]","[17, 23, 13, 8, 17, 18, 22, 0, 8, 0, 0]","[11, 14, 4, 10, 11, 14, 6, 4, 3, 11, 0]","[26, 40, 22, 15, 26, 36, 21, 9, 15, 21, 27]","[10, 12, 12, 11, 13, 13, 11, 16, 12, 11, 15]","[50, 39, 16, 45, 36, 36, 41, 44, 53, 41, 46]","[3052, 3083, 2025, 2846, 3119, 3101, 3077, 3404, 3410, 3170, 3420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142]","[3, 1, 1, 2, 0, 6, 0, 7, 7, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50, 39, 16, 45, 36, 36, 41, 44, 53, 41, 46]"
