cost,points_total,indexes
990,2049,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 379, 260]"
988,2035,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 379, 240]"
986,2021,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 379, 375]"
984,2001,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 379, 2]"
982,2000,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 379, 189]"
981,1877,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 379, 559]"
989,2042,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 102, 260]"
987,2028,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 102, 240]"
985,2014,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 102, 375]"
983,1994,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 102, 2]"
981,1993,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 102, 189]"
980,1870,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 102, 559]"
988,1935,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 378, 260]"
986,1921,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 378, 240]"
984,1907,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 378, 375]"
982,1887,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 378, 2]"
980,1886,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 378, 189]"
979,1763,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 378, 559]"
987,1931,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 484, 260]"
985,1917,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 484, 240]"
983,1903,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 484, 375]"
981,1883,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 484, 2]"
979,1882,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 484, 189]"
978,1759,"[394, 14, 234, 104, 252, 387, 100, 267, 97, 484, 559]"
985,1898,"[394, 14, 234, 104, 252, 387, 100, 267, 379, 378, 260]"
983,1884,"[394, 14, 234, 104, 252, 387, 100, 267, 379, 378, 240]"
981,1870,"[394, 14, 234, 104, 252, 387, 100, 267, 379, 378, 375]"
979,1850,"[394, 14, 234, 104, 252, 387, 100, 267, 379, 378, 2]"
977,1849,"[394, 14, 234, 104, 252, 387, 100, 267, 379, 378, 189]"
976,1726,"[394, 14, 234, 104, 252, 387, 100, 267, 379, 378, 559]"
984,1891,"[394, 14, 234, 104, 252, 387, 100, 267, 102, 378, 260]"
982,1877,"[394, 14, 234, 104, 252, 387, 100, 267, 102, 378, 240]"
980,1863,"[394, 14, 234, 104, 252, 387, 100, 267, 102, 378, 375]"
978,1843,"[394, 14, 234, 104, 252, 387, 100, 267, 102, 378, 2]"
976,1842,"[394, 14, 234, 104, 252, 387, 100, 267, 102, 378, 189]"
975,1719,"[394, 14, 234, 104, 252, 387, 100, 267, 102, 378, 559]"
983,1799,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 139, 260]"
981,1785,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 139, 240]"
979,1771,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 139, 375]"
977,1751,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 139, 2]"
975,1750,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 139, 189]"
974,1627,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 139, 559]"
982,1780,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 484, 260]"
980,1766,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 484, 240]"
978,1752,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 484, 375]"
976,1732,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 484, 2]"
974,1731,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 484, 189]"
973,1608,"[394, 14, 234, 104, 252, 387, 100, 267, 378, 484, 559]"
979,1772,"[394, 14, 234, 104, 252, 387, 100, 379, 378, 484, 260]"
977,1758,"[394, 14, 234, 104, 252, 387, 100, 379, 378, 484, 240]"
975,1744,"[394, 14, 234, 104, 252, 387, 100, 379, 378, 484, 375]"
973,1724,"[394, 14, 234, 104, 252, 387, 100, 379, 378, 484, 2]"
971,1723,"[394, 14, 234, 104, 252, 387, 100, 379, 378, 484, 189]"
970,1600,"[394, 14, 234, 104, 252, 387, 100, 379, 378, 484, 559]"
978,1765,"[394, 14, 234, 104, 252, 387, 100, 102, 378, 484, 260]"
976,1751,"[394, 14, 234, 104, 252, 387, 100, 102, 378, 484, 240]"
974,1737,"[394, 14, 234, 104, 252, 387, 100, 102, 378, 484, 375]"
972,1717,"[394, 14, 234, 104, 252, 387, 100, 102, 378, 484, 2]"
970,1716,"[394, 14, 234, 104, 252, 387, 100, 102, 378, 484, 189]"
