cost,points_total,indexes
958,1981,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 102, 260]"
956,1967,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 102, 240]"
954,1953,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 102, 375]"
952,1933,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 102, 2]"
950,1932,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 102, 189]"
949,1809,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 102, 559]"
957,1874,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 378, 260]"
955,1860,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 378, 240]"
953,1846,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 378, 375]"
951,1826,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 378, 2]"
949,1825,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 378, 189]"
948,1702,"[394, 14, 234, 104, 252, 100, 267, 97, 379, 378, 559]"
956,1867,"[394, 14, 234, 104, 252, 100, 267, 97, 102, 378, 260]"
954,1853,"[394, 14, 234, 104, 252, 100, 267, 97, 102, 378, 240]"
952,1839,"[394, 14, 234, 104, 252, 100, 267, 97, 102, 378, 375]"
950,1819,"[394, 14, 234, 104, 252, 100, 267, 97, 102, 378, 2]"
948,1818,"[394, 14, 234, 104, 252, 100, 267, 97, 102, 378, 189]"
947,1695,"[394, 14, 234, 104, 252, 100, 267, 97, 102, 378, 559]"
955,1775,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 139, 260]"
953,1761,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 139, 240]"
951,1747,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 139, 375]"
949,1727,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 139, 2]"
947,1726,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 139, 189]"
946,1603,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 139, 559]"
954,1756,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 484, 260]"
952,1742,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 484, 240]"
950,1728,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 484, 375]"
948,1708,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 484, 2]"
946,1707,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 484, 189]"
945,1584,"[394, 14, 234, 104, 252, 100, 267, 97, 378, 484, 559]"
952,1738,"[394, 14, 234, 104, 252, 100, 267, 379, 378, 139, 260]"
950,1724,"[394, 14, 234, 104, 252, 100, 267, 379, 378, 139, 240]"
948,1710,"[394, 14, 234, 104, 252, 100, 267, 379, 378, 139, 375]"
