total_points,now_cost,indexes
123,123,"[397, 626, 644]"
151,124,"[397, 626, 329]"
180,125,"[397, 626, 290]"
205,126,"[397, 329, 290]"
227,127,"[397, 290, 441]"
246,128,"[397, 290, 439]"
274,129,"[397, 290, 416]"
286,130,"[397, 439, 416]"
306,131,"[290, 441, 416]"
325,132,"[290, 439, 416]"
329,134,"[290, 416, 42]"
341,135,"[439, 416, 42]"
352,138,"[439, 416, 202]"
356,140,"[416, 42, 202]"
367,144,"[439, 416, 155]"
371,146,"[290, 416, 111]"
383,147,"[439, 416, 111]"
387,149,"[416, 42, 111]"
400,150,"[290, 416, 48]"
412,151,"[439, 416, 48]"
416,153,"[416, 42, 48]"
427,156,"[416, 202, 48]"
442,162,"[416, 155, 48]"
458,165,"[416, 111, 48]"
471,175,"[416, 48, 90]"
483,179,"[416, 48, 402]"
490,181,"[416, 48, 368]"
492,191,"[155, 48, 368]"
501,192,"[111, 48, 402]"
508,194,"[111, 48, 368]"
527,196,"[416, 48, 394]"
534,198,"[416, 48, 398]"
536,208,"[155, 48, 398]"
545,209,"[111, 48, 394]"
552,211,"[111, 48, 398]"
558,219,"[48, 90, 394]"
565,221,"[48, 90, 398]"
568,222,"[416, 48, 1151]"
570,223,"[48, 402, 394]"
573,224,"[416, 48, 12]"
577,225,"[48, 402, 398]"
584,227,"[48, 368, 398]"
586,235,"[111, 48, 1151]"
591,237,"[111, 48, 12]"
592,238,"[111, 394, 398]"
621,242,"[48, 394, 398]"
623,253,"[48, 368, 12]"
624,254,"[368, 394, 398]"
627,258,"[48, 398, 82]"
632,260,"[48, 394, 1101]"
639,262,"[48, 398, 1101]"
641,263,"[48, 394, 1127]"
648,265,"[48, 398, 1127]"
655,266,"[48, 394, 1151]"
662,268,"[48, 398, 1151]"
667,270,"[48, 398, 12]"
670,282,"[368, 398, 12]"
673,286,"[48, 1101, 1151]"
678,288,"[48, 1101, 12]"
682,289,"[48, 1127, 1151]"
687,291,"[48, 1127, 12]"
695,292,"[48, 1151, 1160]"
701,294,"[48, 1151, 12]"
702,295,"[394, 398, 1151]"
707,297,"[394, 398, 12]"
708,311,"[398, 82, 1151]"
713,313,"[394, 1101, 1151]"
720,315,"[398, 1101, 1151]"
722,316,"[394, 1127, 1151]"
725,317,"[398, 1101, 12]"
729,318,"[398, 1127, 1151]"
735,319,"[394, 1151, 1160]"
742,321,"[398, 1151, 1160]"
748,323,"[398, 1151, 12]"
753,339,"[1101, 1151, 1160]"
759,341,"[1101, 1151, 12]"
762,342,"[1127, 1151, 1160]"
768,344,"[1127, 1151, 12]"
781,347,"[1151, 1160, 12]"
