total_points,now_cost,indexes
135,164,"[397, 626, 644, 604]"
185,165,"[397, 626, 644, 329]"
214,166,"[397, 626, 644, 290]"
242,167,"[397, 626, 329, 290]"
264,168,"[397, 626, 290, 441]"
289,169,"[397, 329, 290, 441]"
311,170,"[397, 626, 290, 416]"
336,171,"[397, 329, 290, 416]"
358,172,"[397, 290, 441, 416]"
377,173,"[397, 290, 439, 416]"
387,174,"[329, 290, 439, 416]"
409,175,"[290, 441, 439, 416]"
413,177,"[290, 441, 416, 42]"
432,178,"[290, 439, 416, 42]"
443,181,"[290, 439, 416, 202]"
447,183,"[290, 416, 42, 202]"
459,184,"[439, 416, 42, 202]"
461,188,"[416, 42, 87, 202]"
462,189,"[290, 416, 42, 155]"
474,190,"[290, 439, 416, 111]"
478,192,"[290, 416, 42, 111]"
490,193,"[439, 416, 42, 111]"
503,194,"[290, 439, 416, 48]"
507,196,"[290, 416, 42, 48]"
519,197,"[439, 416, 42, 48]"
530,200,"[439, 416, 202, 48]"
534,202,"[416, 42, 202, 48]"
545,206,"[439, 416, 155, 48]"
549,208,"[290, 416, 111, 48]"
561,209,"[439, 416, 111, 48]"
565,211,"[416, 42, 111, 48]"
576,214,"[416, 202, 111, 48]"
591,220,"[416, 155, 111, 48]"
593,225,"[439, 416, 48, 368]"
597,227,"[416, 42, 48, 368]"
601,228,"[416, 202, 48, 402]"
608,230,"[416, 202, 48, 368]"
620,233,"[416, 111, 48, 90]"
623,236,"[416, 155, 48, 368]"
632,237,"[416, 111, 48, 402]"
639,239,"[416, 111, 48, 368]"
641,244,"[416, 42, 48, 398]"
645,245,"[416, 202, 48, 394]"
652,247,"[416, 202, 48, 398]"
660,251,"[416, 155, 48, 394]"
667,253,"[416, 155, 48, 398]"
676,254,"[416, 111, 48, 394]"
683,256,"[416, 111, 48, 398]"
689,264,"[416, 48, 90, 394]"
696,266,"[416, 48, 90, 398]"
701,268,"[416, 48, 402, 394]"
708,270,"[416, 48, 402, 398]"
715,272,"[416, 48, 368, 398]"
717,280,"[416, 111, 48, 1151]"
719,281,"[111, 48, 402, 394]"
722,282,"[416, 111, 48, 12]"
726,283,"[111, 48, 402, 398]"
733,285,"[111, 48, 368, 398]"
752,287,"[416, 48, 394, 398]"
754,297,"[155, 48, 394, 398]"
758,299,"[48, 402, 368, 398]"
770,300,"[111, 48, 394, 398]"
772,308,"[416, 48, 394, 1127]"
783,310,"[48, 90, 394, 398]"
786,311,"[416, 48, 394, 1151]"
793,313,"[416, 48, 398, 1151]"
795,314,"[48, 402, 394, 398]"
798,315,"[416, 48, 398, 12]"
802,316,"[48, 368, 394, 398]"
804,324,"[111, 48, 394, 1151]"
811,326,"[111, 48, 398, 1151]"
816,328,"[111, 48, 398, 12]"
817,334,"[48, 90, 394, 1151]"
824,336,"[48, 90, 398, 1151]"
826,337,"[416, 48, 1151, 1160]"
829,338,"[48, 90, 398, 12]"
832,339,"[416, 48, 1151, 12]"
836,340,"[48, 402, 398, 1151]"
843,342,"[48, 368, 398, 1151]"
848,344,"[48, 368, 398, 12]"
849,350,"[48, 394, 398, 1085]"
857,351,"[48, 394, 398, 1101]"
866,354,"[48, 394, 398, 1127]"
880,357,"[48, 394, 398, 1151]"
885,359,"[48, 394, 398, 12]"
888,371,"[368, 394, 398, 12]"
891,375,"[48, 394, 1101, 1151]"
898,377,"[48, 398, 1101, 1151]"
900,378,"[48, 394, 1127, 1151]"
903,379,"[48, 398, 1101, 12]"
907,380,"[48, 398, 1127, 1151]"
913,381,"[48, 394, 1151, 1160]"
920,383,"[48, 398, 1151, 1160]"
926,385,"[48, 398, 1151, 12]"
929,397,"[368, 398, 1151, 12]"
931,401,"[48, 1101, 1151, 1160]"
937,403,"[48, 1101, 1151, 12]"
940,404,"[48, 1127, 1151, 1160]"
946,406,"[48, 1127, 1151, 12]"
947,407,"[394, 398, 1127, 1151]"
959,409,"[48, 1151, 1160, 12]"
960,410,"[394, 398, 1151, 1160]"
966,412,"[394, 398, 1151, 12]"
972,428,"[398, 82, 1151, 12]"
978,430,"[398, 1101, 1151, 1160]"
980,431,"[394, 1127, 1151, 1160]"
984,432,"[398, 1101, 1151, 12]"
987,433,"[398, 1127, 1151, 1160]"
993,435,"[398, 1127, 1151, 12]"
999,436,"[394, 1151, 1160, 12]"
1006,438,"[398, 1151, 1160, 12]"
1009,455,"[1085, 1151, 1160, 12]"
1017,456,"[1101, 1151, 1160, 12]"
1026,459,"[1127, 1151, 1160, 12]"
1032,462,"[1151, 1160, 1155, 12]"
1038,464,"[1151, 1160, 12, 1178]"
