total_points,now_cost,indexes
147,205,"[397, 626, 644, 520, 604]"
197,206,"[397, 626, 644, 520, 329]"
237,207,"[397, 626, 644, 329, 20]"
276,208,"[397, 626, 644, 329, 290]"
298,209,"[397, 626, 644, 290, 441]"
326,210,"[397, 626, 329, 290, 441]"
345,211,"[397, 626, 644, 290, 416]"
373,212,"[397, 626, 329, 290, 416]"
395,213,"[397, 626, 290, 441, 416]"
420,214,"[397, 329, 290, 441, 416]"
439,215,"[397, 329, 290, 439, 416]"
461,216,"[397, 290, 441, 439, 416]"
471,217,"[329, 290, 441, 439, 416]"
479,218,"[290, 441, 283, 439, 416]"
489,219,"[290, 441, 439, 310, 416]"
494,220,"[329, 290, 439, 416, 42]"
516,221,"[290, 441, 439, 416, 42]"
532,224,"[290, 439, 416, 42, 536]"
537,226,"[290, 439, 416, 42, 87]"
550,227,"[290, 439, 416, 42, 202]"
559,230,"[439, 416, 42, 536, 202]"
564,232,"[439, 416, 42, 87, 202]"
565,233,"[290, 439, 416, 42, 155]"
581,236,"[290, 439, 416, 42, 111]"
587,237,"[290, 441, 439, 416, 48]"
592,239,"[290, 439, 416, 202, 111]"
610,240,"[290, 439, 416, 42, 48]"
621,243,"[290, 439, 416, 202, 48]"
625,245,"[290, 416, 42, 202, 48]"
637,246,"[439, 416, 42, 202, 48]"
639,250,"[416, 42, 87, 202, 48]"
640,251,"[290, 416, 42, 155, 48]"
652,252,"[290, 439, 416, 111, 48]"
656,254,"[290, 416, 42, 111, 48]"
668,255,"[439, 416, 42, 111, 48]"
679,258,"[439, 416, 202, 111, 48]"
683,260,"[416, 42, 202, 111, 48]"
694,264,"[439, 416, 155, 111, 48]"
698,266,"[416, 42, 155, 111, 48]"
709,269,"[416, 202, 155, 111, 48]"
711,274,"[439, 416, 202, 48, 368]"
715,276,"[416, 42, 202, 48, 368]"
723,277,"[439, 416, 111, 48, 90]"
727,279,"[416, 42, 111, 48, 90]"
735,281,"[439, 416, 111, 48, 402]"
738,282,"[416, 202, 111, 48, 90]"
742,283,"[439, 416, 111, 48, 368]"
746,285,"[416, 42, 111, 48, 368]"
750,286,"[416, 202, 111, 48, 402]"
757,288,"[416, 202, 111, 48, 368]"
765,292,"[416, 155, 111, 48, 402]"
772,294,"[416, 155, 111, 48, 368]"
779,298,"[439, 416, 111, 48, 394]"
786,300,"[439, 416, 111, 48, 398]"
790,302,"[416, 42, 111, 48, 398]"
794,303,"[416, 202, 111, 48, 394]"
801,305,"[416, 202, 111, 48, 398]"
809,309,"[416, 155, 111, 48, 394]"
816,311,"[416, 155, 111, 48, 398]"
818,316,"[439, 416, 48, 368, 398]"
819,317,"[416, 202, 48, 402, 394]"
822,318,"[416, 42, 48, 368, 398]"
826,319,"[416, 202, 48, 402, 398]"
833,321,"[416, 202, 48, 368, 398]"
838,322,"[416, 111, 48, 90, 394]"
845,324,"[416, 111, 48, 90, 398]"
850,326,"[416, 111, 48, 402, 394]"
857,328,"[416, 111, 48, 402, 398]"
864,330,"[416, 111, 48, 368, 398]"
870,336,"[416, 202, 48, 394, 398]"
877,340,"[416, 48, 90, 368, 398]"
885,342,"[416, 155, 48, 394, 398]"
889,344,"[416, 48, 402, 368, 398]"
901,345,"[416, 111, 48, 394, 398]"
914,355,"[416, 48, 90, 394, 398]"
926,359,"[416, 48, 402, 394, 398]"
933,361,"[416, 48, 368, 394, 398]"
935,369,"[416, 111, 48, 394, 1151]"
942,371,"[416, 111, 48, 398, 1151]"
944,372,"[111, 48, 402, 394, 398]"
947,373,"[416, 111, 48, 398, 12]"
951,374,"[111, 48, 368, 394, 398]"
955,381,"[416, 48, 90, 398, 1151]"
957,382,"[48, 90, 402, 394, 398]"
960,383,"[416, 48, 90, 398, 12]"
964,384,"[48, 90, 368, 394, 398]"
967,385,"[416, 48, 402, 398, 1151]"
974,387,"[416, 48, 368, 398, 1151]"
976,388,"[48, 402, 368, 394, 398]"
979,389,"[416, 48, 368, 398, 12]"
980,395,"[416, 48, 394, 398, 1085]"
988,396,"[416, 48, 394, 398, 1101]"
997,399,"[416, 48, 394, 398, 1127]"
1011,402,"[416, 48, 394, 398, 1151]"
1016,404,"[416, 48, 394, 398, 12]"
1018,414,"[155, 48, 394, 398, 12]"
1029,415,"[111, 48, 394, 398, 1151]"
1034,417,"[111, 48, 394, 398, 12]"
1042,425,"[48, 90, 394, 398, 1151]"
1044,426,"[416, 48, 394, 1151, 1160]"
1047,427,"[48, 90, 394, 398, 12]"
1051,428,"[416, 48, 398, 1151, 1160]"
1054,429,"[48, 402, 394, 398, 1151]"
1057,430,"[416, 48, 398, 1151, 12]"
1061,431,"[48, 368, 394, 398, 1151]"
1066,433,"[48, 368, 394, 398, 12]"
1069,441,"[111, 48, 398, 1151, 1160]"
1075,443,"[111, 48, 398, 1151, 12]"
1082,451,"[48, 90, 398, 1151, 1160]"
1088,453,"[48, 90, 398, 1151, 12]"
1090,454,"[416, 48, 1151, 1160, 12]"
1094,455,"[48, 402, 398, 1151, 1160]"
1101,457,"[48, 368, 398, 1151, 1160]"
1107,459,"[48, 368, 398, 1151, 12]"
1109,464,"[48, 394, 398, 82, 12]"
1116,466,"[48, 394, 398, 1101, 1151]"
1121,468,"[48, 394, 398, 1101, 12]"
1125,469,"[48, 394, 398, 1127, 1151]"
1130,471,"[48, 394, 398, 1127, 12]"
1138,472,"[48, 394, 398, 1151, 1160]"
1144,474,"[48, 394, 398, 1151, 12]"
1147,486,"[368, 394, 398, 1151, 12]"
1150,490,"[48, 398, 82, 1151, 12]"
1156,492,"[48, 398, 1101, 1151, 1160]"
1158,493,"[48, 394, 1127, 1151, 1160]"
1162,494,"[48, 398, 1101, 1151, 12]"
1165,495,"[48, 398, 1127, 1151, 1160]"
1171,497,"[48, 398, 1127, 1151, 12]"
1177,498,"[48, 394, 1151, 1160, 12]"
1184,500,"[48, 398, 1151, 1160, 12]"
1187,512,"[368, 398, 1151, 1160, 12]"
1190,517,"[394, 398, 82, 1151, 12]"
1195,518,"[48, 1101, 1151, 1160, 12]"
1196,519,"[394, 398, 1101, 1151, 1160]"
1204,521,"[48, 1127, 1151, 1160, 12]"
1205,522,"[394, 398, 1127, 1151, 1160]"
1211,524,"[394, 398, 1127, 1151, 12]"
1216,526,"[48, 1151, 1160, 12, 1178]"
1224,527,"[394, 398, 1151, 1160, 12]"
1230,543,"[398, 82, 1151, 1160, 12]"
1235,545,"[394, 1101, 1151, 1160, 12]"
1242,547,"[398, 1101, 1151, 1160, 12]"
1244,548,"[394, 1127, 1151, 1160, 12]"
1251,550,"[398, 1127, 1151, 1160, 12]"
1257,553,"[398, 1151, 1160, 1155, 12]"
1263,555,"[398, 1151, 1160, 12, 1178]"
1268,571,"[1101, 1151, 1160, 1155, 12]"
1274,573,"[1101, 1151, 1160, 12, 1178]"
1277,574,"[1127, 1151, 1160, 1155, 12]"
1283,576,"[1127, 1151, 1160, 12, 1178]"
1289,579,"[1151, 1160, 1155, 12, 1178]"
1294,582,"[1151, 1160, 12, 1178, 1189]"
