total_points,now_cost,indexes
323,275,"[259, 255, 250, 155]"
304,274,"[259, 255, 155, 270]"
241,273,"[259, 255, 155, 280]"
166,272,"[259, 255, 155, 226]"
133,270,"[259, 255, 280, 226]"
107,266,"[259, 255, 226, 457]"
39,264,"[259, 255, 226, 462]"
35,257,"[259, 255, 462, 260]"
23,255,"[259, 255, 462, 7]"
21,254,"[259, 255, 462, 292]"
20,247,"[259, 255, 462, 31]"
14,231,"[259, 462, 7, 292]"
13,224,"[259, 462, 7, 31]"
11,223,"[259, 462, 292, 31]"
10,214,"[259, 462, 31, 598]"
4,195,"[462, 7, 292, 31]"
3,186,"[462, 7, 31, 598]"
1,185,"[462, 292, 31, 598]"
