total_points,now_cost,indexes
480,336,"[259, 255, 250, 155, 270]"
417,335,"[259, 255, 250, 155, 280]"
342,334,"[259, 255, 250, 155, 226]"
323,333,"[259, 255, 155, 270, 226]"
260,332,"[259, 255, 155, 280, 226]"
234,328,"[259, 255, 155, 226, 457]"
166,326,"[259, 255, 155, 226, 462]"
133,324,"[259, 255, 280, 226, 462]"
107,320,"[259, 255, 226, 457, 462]"
80,318,"[259, 255, 226, 462, 3]"
54,316,"[259, 255, 226, 462, 260]"
42,314,"[259, 255, 226, 462, 7]"
40,313,"[259, 255, 226, 462, 292]"
38,307,"[259, 255, 462, 260, 7]"
36,306,"[259, 255, 462, 260, 292]"
24,304,"[259, 255, 462, 7, 292]"
23,297,"[259, 255, 462, 7, 31]"
21,296,"[259, 255, 462, 292, 31]"
20,287,"[259, 255, 462, 31, 598]"
14,273,"[259, 462, 7, 292, 31]"
13,264,"[259, 462, 7, 31, 598]"
11,263,"[259, 462, 292, 31, 598]"
4,235,"[462, 7, 292, 31, 598]"
