,formation,Linear mean cost,Linear mean points,n linear,Non linear cost,Non linear points,Non linear n
0,"[3, 4, 3]","[324.66666667 321.33333333 322.66666667 ... 153.33333333 153.
 152.66666667]","[729.66666667 728.33333333 725.33333333 ... 124.66666667 111.
 105.33333333]",3,"[279.33333333 271.66666667 269.66666667 ... 158.66666667 154.66666667
 154.33333333]","[667.66666667 652.66666667 648.33333333 ... 158.         150.
 143.66666667]",3
