total_points,now_cost,indexes
799,340,"[182, 181, 401, 183, 202]"
744,337,"[182, 181, 401, 202, 159]"
721,336,"[182, 181, 401, 202, 103]"
684,334,"[182, 181, 401, 202, 104]"
677,333,"[182, 181, 202, 159, 103]"
640,331,"[182, 181, 202, 159, 104]"
617,330,"[182, 181, 202, 103, 104]"
577,327,"[182, 181, 202, 159, 334]"
554,326,"[182, 181, 202, 103, 334]"
517,324,"[182, 181, 202, 104, 334]"
473,319,"[182, 181, 202, 334, 107]"
472,318,"[182, 181, 202, 334, 186]"
454,317,"[182, 181, 202, 334, 223]"
436,315,"[182, 202, 103, 104, 334]"
415,311,"[182, 202, 159, 334, 107]"
392,310,"[182, 202, 103, 334, 107]"
391,309,"[182, 202, 103, 334, 186]"
355,308,"[182, 202, 104, 334, 107]"
354,307,"[182, 202, 104, 334, 186]"
336,306,"[182, 202, 104, 334, 223]"
316,303,"[182, 202, 334, 107, 224]"
310,302,"[182, 202, 334, 107, 186]"
292,301,"[182, 202, 334, 107, 223]"
291,300,"[182, 202, 334, 186, 223]"
273,297,"[182, 202, 334, 223, 7]"
263,294,"[181, 202, 334, 107, 223]"
262,293,"[181, 202, 334, 186, 223]"
245,292,"[202, 103, 104, 334, 107]"
244,291,"[202, 103, 104, 334, 186]"
226,290,"[202, 103, 104, 334, 223]"
206,287,"[202, 103, 334, 107, 224]"
200,286,"[202, 103, 334, 107, 186]"
169,285,"[202, 104, 334, 107, 224]"
163,284,"[202, 104, 334, 107, 186]"
145,283,"[202, 104, 334, 107, 223]"
144,282,"[202, 104, 334, 186, 223]"
124,279,"[202, 334, 107, 224, 186]"
106,278,"[202, 334, 107, 224, 223]"
100,277,"[202, 334, 107, 186, 223]"
82,274,"[202, 334, 107, 223, 7]"
81,273,"[202, 334, 186, 223, 7]"
63,270,"[202, 334, 223, 7, 209]"
61,268,"[334, 107, 224, 186, 223]"
43,265,"[334, 107, 224, 223, 7]"
37,264,"[334, 107, 186, 223, 7]"
19,261,"[334, 107, 223, 7, 209]"
18,260,"[334, 186, 223, 7, 209]"
10,257,"[334, 223, 7, 209, 6]"
0,256,"[334, 223, 7, 209, 230]"
