total_points,now_cost,indexes
736,277,"[182, 181, 401, 183]"
621,275,"[182, 181, 401, 202]"
577,272,"[182, 181, 202, 159]"
554,271,"[182, 181, 202, 103]"
517,269,"[182, 181, 202, 104]"
454,265,"[182, 181, 202, 334]"
436,260,"[182, 202, 103, 104]"
396,257,"[182, 202, 159, 334]"
373,256,"[182, 202, 103, 334]"
336,254,"[182, 202, 104, 334]"
292,249,"[182, 202, 334, 107]"
291,248,"[182, 202, 334, 186]"
273,247,"[182, 202, 334, 223]"
263,242,"[181, 202, 334, 107]"
262,241,"[181, 202, 334, 186]"
244,240,"[181, 202, 334, 223]"
226,238,"[202, 103, 104, 334]"
205,234,"[202, 159, 334, 107]"
182,233,"[202, 103, 334, 107]"
181,232,"[202, 103, 334, 186]"
145,231,"[202, 104, 334, 107]"
144,230,"[202, 104, 334, 186]"
126,229,"[202, 104, 334, 223]"
106,226,"[202, 334, 107, 224]"
100,225,"[202, 334, 107, 186]"
82,224,"[202, 334, 107, 223]"
81,223,"[202, 334, 186, 223]"
63,220,"[202, 334, 223, 7]"
61,216,"[334, 107, 224, 186]"
43,215,"[334, 107, 224, 223]"
37,214,"[334, 107, 186, 223]"
19,211,"[334, 107, 223, 7]"
18,210,"[334, 186, 223, 7]"
0,207,"[334, 223, 7, 209]"
