total_points,now_cost,indexes
588,262,"[246, 247, 288, 265]"
497,259,"[246, 247, 288, 267]"
434,256,"[246, 288, 265, 267]"
384,253,"[288, 265, 113, 267]"
354,252,"[246, 288, 267, 264]"
351,251,"[246, 288, 267, 355]"
296,249,"[288, 265, 267, 264]"
293,248,"[288, 265, 267, 355]"
286,247,"[246, 288, 267, 117]"
250,246,"[288, 265, 267, 360]"
213,244,"[288, 267, 264, 355]"
170,242,"[288, 267, 264, 360]"
167,241,"[288, 267, 355, 360]"
148,240,"[288, 267, 264, 117]"
145,239,"[288, 267, 355, 117]"
102,237,"[288, 267, 360, 117]"
99,232,"[288, 360, 284, 117]"
78,230,"[288, 267, 117, 501]"
70,229,"[288, 360, 117, 294]"
65,228,"[288, 360, 117, 121]"
43,226,"[288, 360, 117, 501]"
41,221,"[288, 360, 501, 290]"
19,219,"[288, 117, 501, 290]"
17,214,"[288, 501, 290, 424]"
2,205,"[117, 501, 290, 424]"
0,195,"[501, 290, 424, 404]"
