total_points,now_cost,indexes
746,326,"[246, 247, 288, 265, 113]"
647,323,"[246, 247, 288, 265, 267]"
592,320,"[246, 288, 265, 113, 267]"
567,319,"[246, 247, 288, 267, 264]"
564,318,"[246, 247, 288, 267, 355]"
504,316,"[246, 288, 265, 267, 264]"
501,315,"[246, 288, 265, 267, 355]"
499,314,"[246, 247, 288, 267, 117]"
454,313,"[288, 265, 113, 267, 264]"
451,312,"[288, 265, 113, 267, 355]"
421,311,"[246, 288, 267, 264, 355]"
408,310,"[288, 265, 113, 267, 360]"
378,309,"[246, 288, 267, 264, 360]"
363,308,"[288, 265, 267, 264, 355]"
356,307,"[246, 288, 267, 264, 117]"
320,306,"[288, 265, 267, 264, 360]"
317,305,"[288, 265, 267, 355, 360]"
298,304,"[288, 265, 267, 264, 117]"
295,303,"[288, 265, 267, 355, 117]"
277,302,"[288, 267, 264, 353, 360]"
237,301,"[288, 267, 264, 355, 360]"
215,299,"[288, 267, 264, 355, 117]"
172,297,"[288, 267, 264, 360, 117]"
169,296,"[288, 267, 355, 360, 117]"
158,293,"[288, 267, 360, 284, 117]"
138,291,"[288, 267, 360, 117, 506]"
129,290,"[288, 267, 360, 117, 294]"
124,289,"[288, 267, 360, 117, 121]"
102,287,"[288, 267, 360, 117, 501]"
99,282,"[288, 360, 284, 117, 501]"
92,281,"[288, 360, 117, 294, 121]"
78,280,"[288, 267, 117, 501, 290]"
70,279,"[288, 360, 117, 294, 501]"
65,278,"[288, 360, 117, 121, 501]"
43,276,"[288, 360, 117, 501, 290]"
41,271,"[288, 360, 501, 290, 424]"
19,269,"[288, 117, 501, 290, 424]"
17,259,"[288, 501, 290, 424, 163]"
4,255,"[117, 501, 290, 424, 114]"
2,250,"[117, 501, 290, 424, 163]"
0,240,"[501, 290, 424, 163, 404]"
