total_points,now_cost,indexes
68,113,"[497, 314, 552]"
80,114,"[314, 552, 572]"
109,116,"[314, 552, 75]"
139,118,"[314, 552, 250]"
157,119,"[314, 552, 406]"
164,121,"[314, 75, 406]"
187,122,"[314, 552, 414]"
194,123,"[314, 250, 406]"
201,124,"[314, 406, 47]"
209,125,"[314, 406, 464]"
224,126,"[314, 250, 414]"
242,127,"[314, 406, 414]"
245,128,"[314, 406, 408]"
249,129,"[75, 406, 414]"
253,130,"[406, 47, 464]"
279,131,"[250, 406, 414]"
286,132,"[406, 47, 414]"
294,133,"[406, 464, 414]"
297,134,"[406, 464, 408]"
312,135,"[250, 414, 408]"
330,136,"[406, 414, 408]"
332,138,"[406, 408, 475]"
344,140,"[406, 414, 444]"
362,141,"[414, 408, 475]"
377,144,"[414, 408, 444]"
379,146,"[408, 475, 444]"
390,152,"[414, 408, 449]"
392,154,"[408, 475, 449]"
407,155,"[414, 408, 447]"
409,157,"[408, 475, 447]"
421,159,"[414, 444, 447]"
424,160,"[408, 444, 447]"
434,167,"[414, 449, 447]"
437,168,"[408, 449, 447]"
451,170,"[414, 447, 605]"
454,171,"[408, 447, 605]"
468,175,"[444, 447, 605]"
481,183,"[449, 447, 605]"
498,186,"[447, 605, 659]"
