total_points,now_cost,indexes
80,151,"[497, 314, 552, 287]"
92,152,"[314, 552, 287, 572]"
109,153,"[497, 314, 552, 75]"
121,154,"[314, 552, 287, 75]"
139,155,"[497, 314, 552, 250]"
157,156,"[497, 314, 552, 406]"
169,157,"[314, 552, 287, 406]"
180,158,"[314, 552, 75, 250]"
198,159,"[314, 552, 75, 406]"
201,160,"[314, 552, 250, 249]"
228,161,"[314, 552, 250, 406]"
235,162,"[314, 552, 406, 47]"
243,163,"[314, 552, 406, 464]"
258,164,"[314, 552, 250, 414]"
276,165,"[314, 552, 406, 414]"
279,166,"[314, 552, 406, 408]"
283,167,"[314, 75, 406, 414]"
287,168,"[314, 406, 47, 464]"
313,169,"[314, 250, 406, 414]"
320,170,"[314, 406, 47, 414]"
328,171,"[314, 406, 464, 414]"
331,172,"[314, 406, 464, 408]"
346,173,"[314, 250, 414, 408]"
364,174,"[314, 406, 414, 408]"
365,175,"[250, 406, 464, 414]"
372,176,"[406, 47, 464, 414]"
375,177,"[406, 47, 464, 408]"
401,178,"[250, 406, 414, 408]"
408,179,"[406, 47, 414, 408]"
416,180,"[406, 464, 414, 408]"
418,182,"[406, 464, 408, 475]"
433,183,"[250, 414, 408, 475]"
451,184,"[406, 414, 408, 475]"
466,187,"[406, 414, 408, 444]"
475,189,"[414, 408, 475, 415]"
480,191,"[414, 408, 467, 444]"
498,192,"[414, 408, 475, 444]"
511,200,"[414, 408, 475, 449]"
528,203,"[414, 408, 475, 447]"
543,206,"[414, 408, 444, 447]"
545,208,"[408, 475, 444, 447]"
556,214,"[414, 408, 449, 447]"
558,216,"[408, 475, 449, 447]"
573,217,"[414, 408, 447, 605]"
575,219,"[408, 475, 447, 605]"
587,221,"[414, 444, 447, 605]"
590,222,"[408, 444, 447, 605]"
600,229,"[414, 449, 447, 605]"
603,230,"[408, 449, 447, 605]"
617,232,"[414, 447, 605, 659]"
620,233,"[408, 447, 605, 659]"
634,237,"[444, 447, 605, 659]"
647,245,"[449, 447, 605, 659]"
659,257,"[447, 605, 659, 835]"
