assists,attacking_bonus,big_chances_created,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clearances_blocks_interceptions,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,crosses,defending_bonus,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,key_passes,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,recoveries,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,0,501560,0,0,0,0,0,0,0,3,0.0,0.0,0,Simon,0.0,0,0,65,False,0,0,Lämnat för Västerås SK,2021-03-30T11:29:19.934433Z,45,0,0,0,501560.jpg,0.0,0,0,0,Gefvert,0.0,False,None,u,3,3056,0,0,0,7,0,0.0,0.0,Gefvert,0
2,2,1,0,0,7,30,446351,0,0,-1,1,4,4,0,3,0.0,0.0,0,Nahom,0.0,26,3,66,False,17,1643,Har lämnat klubben.,2021-12-03T14:33:10.727369Z,54,0,0,0,446351.jpg,2.7,78,0,0,Girmai Netabay,0.2,False,None,u,3,3056,71,42,0,96,0,0.0,13.1,Girmai Netabay,6
2,4,0,100,100,4,77,443250,0,0,-1,1,11,10,2,2,7.0,0.0,8,Adam,0.0,32,4,67,False,23,1584,,2021-10-19T06:36:00.623444Z,49,0,0,0,443250.jpg,3.7,87,0,0,Ståhl,0.4,False,None,a,3,3056,88,117,0,66,0,0.0,18.0,Ståhl,3
1,1,1,0,0,0,1,113395,0,0,-5,5,3,1,1,3,0.0,0.0,0,Mohammed,0.0,9,1,68,False,5,357,Lämnat för Trelleborgs FF,2021-07-24T13:08:57.917361Z,60,0,0,0,113395.jpg,1.9,14,0,0,Saeid,2.5,False,None,u,3,3056,23,57,0,1615,0,0.0,3.8,Saeid,1
2,8,2,100,100,6,31,195532,0,0,2,-2,14,16,2,3,5.0,0.0,3,Jacob,0.0,43,4,69,False,36,2297,,2021-09-28T07:14:55.723630Z,57,0,0,0,195532.jpg,3.6,164,0,0,Ortmark,6.3,False,None,a,3,3056,101,6422,0,4752,0,0.0,17.7,Ortmark,8
2,1,1,100,100,6,173,209817,0,0,1,-1,2,38,3,3,4.0,0.0,4,Marcus,0.0,44,2,70,False,20,2430,,2021-07-13T08:25:41.763184Z,51,0,0,0,209817.jpg,4.1,201,0,0,Mathisen,1.6,False,None,a,3,3056,110,958,0,511,0,0.0,21.6,Mathisen,5
0,0,0,100,100,0,1,169407,0,0,-3,3,1,0,0,3,0.3,0.0,1,Aron,0.0,1,0,71,False,1,18,,2021-06-21T08:20:12.477957Z,52,0,0,0,169407.jpg,1.0,3,0,0,Bjarnason,0.2,False,None,a,3,3056,2,5,0,148,0,0.0,0.4,Bjarnason,0
1,1,0,100,100,2,59,193782,0,0,-2,2,2,12,1,3,4.7,0.0,2,Adam,0.0,39,3,72,False,19,1656,,2021-10-29T08:27:18.075249Z,43,0,0,0,193782.jpg,2.6,111,0,0,Hellborg,7.2,False,None,a,3,3056,62,1347,0,3251,0,0.0,14.4,Hellborg,11
0,7,4,0,0,5,5,171167,0,0,-4,4,1,0,0,3,0.0,0.0,0,Yukiya,0.0,16,0,73,False,27,1128,Skadad. Tillbaka i spel: okänt,2021-12-04T09:19:06.927092Z,76,0,0,0,171167.jpg,2.2,25,0,0,Sugita,2.6,False,None,i,3,3056,38,210,0,1926,0,0.0,5.0,Sugita,2
6,7,3,None,None,6,41,439917,0,0,-3,3,21,2,0,3,6.0,0.0,2,Laorent,0.0,39,1,74,False,43,1810,,None,52,0,0,0,439917.jpg,3.0,73,0,0,Shabani,0.2,False,None,a,3,3056,84,78,0,78,0,0.0,16.2,Shabani,1
1,1,1,None,None,1,81,507929,0,0,-2,2,1,17,0,2,0.7,0.0,1,Jamie,0.0,31,0,75,False,7,1304,,None,43,0,0,0,507929.jpg,2.3,91,0,0,Roche,1.0,False,None,a,3,3056,50,479,0,603,0,0.0,11.6,Roche,2
1,2,2,None,None,0,20,509041,0,0,-2,2,1,4,0,2,0.0,0.0,1,Johan,0.0,16,1,76,False,3,682,,None,43,0,0,0,509041.jpg,1.7,40,0,0,Karlsson,0.3,False,None,a,3,3056,37,44,0,145,0,0.0,8.6,Karlsson,1
0,0,0,0,0,0,0,427977,0,0,0,0,0,0,0,3,0.0,0.0,0,Isak,0.0,0,0,77,False,0,0,Utlånad till Sandvikens IF,2021-03-16T11:10:31.701325Z,45,0,0,0,427977.jpg,0.0,0,0,0,Bråholm,0.0,False,None,u,3,3056,0,0,0,1,0,0.0,0.0,Bråholm,0
0,0,0,0,0,0,0,495439,0,0,-1,1,0,0,0,4,0.0,0.0,0,Joakim,0.0,0,0,78,False,1,28,Utlånad till IK Brage,2021-07-10T07:14:40.157974Z,44,0,0,0,495439.jpg,1.0,0,0,0,Persson,0.5,False,None,u,3,3056,3,229,0,368,0,0.0,0.7,Persson,0
0,0,0,0,0,0,0,81347,0,0,0,0,0,0,0,4,0.0,0.0,0,Kennedy,0.0,0,0,79,False,0,0,Lämnat för IFK Mariehamn,2021-03-19T09:16:10.195904Z,55,0,0,0,81347.jpg,0.0,0,0,0,Igboananike,0.1,False,None,u,3,3056,0,0,0,38,0,0.0,0.0,Igboananike,0
3,1,1,None,None,8,12,101176,0,0,5,-5,1,0,0,4,2.0,0.0,7,Christian,0.0,48,12,80,False,9,2536,,None,60,0,0,0,101176.jpg,4.3,27,0,0,Kouakou,16.3,False,None,a,3,3056,128,14982,0,10404,0,0.0,21.3,Kouakou,2
0,0,0,0,0,0,0,471249,0,0,-5,5,0,0,0,4,0.0,0.0,0,Ekin,0.0,4,1,81,False,0,44,Utlånad till Vasalund,2021-08-07T08:04:38.487679Z,50,0,0,0,471249.jpg,2.0,2,0,0,Bulut,0.2,False,None,u,3,3056,10,19,0,212,0,0.0,2.0,Bulut,0
0,0,0,100,100,3,141,217973,0,0,-2,2,0,25,0,2,3.0,0.0,2,Joseph,0.0,39,0,426,False,6,1787,,2021-07-19T15:10:01.470924Z,43,0,0,0,217973.jpg,2.8,105,0,0,Colley,3.0,False,None,a,3,3056,64,2222,0,2119,0,0.0,14.9,Colley,2
0,0,0,None,None,0,0,519870,0,0,0,0,0,0,0,3,0.0,0.0,0,Samuel,0.0,2,0,437,False,0,5,,None,45,0,0,0,519870.jpg,1.0,1,0,0,Wikman,0.0,False,None,a,3,3056,1,7,0,2,0,0.0,0.2,S Wikman,0
0,0,0,None,None,0,0,533454,0,0,0,0,0,0,0,3,0.0,0.0,0,Adam,0.0,0,0,445,False,0,30,,None,45,0,0,0,533454.jpg,1.0,2,0,0,Wikman,0.0,False,None,a,3,3056,2,1,0,0,0,0.0,0.4,A Wikman,0
0,0,0,None,None,0,0,538828,0,0,0,0,0,0,0,3,0.0,0.0,0,Emil,0.0,0,0,446,False,0,0,,None,45,0,0,0,538828.jpg,0.0,0,0,0,Ozkan,0.0,False,None,a,3,3056,0,0,0,0,0,0.0,0.0,Özkan,0
0,0,0,None,None,0,0,543855,0,0,0,0,0,0,0,2,0.0,0.0,0,Tim,0.0,0,0,450,False,0,6,,None,40,0,0,0,543855.jpg,1.0,0,0,0,Olsson,0.0,False,None,a,3,3056,1,24,0,10,0,0.0,0.2,Olsson,0
1,0,0,100,100,0,2,543780,0,0,-5,5,0,0,0,3,1.3,0.0,0,Herman,0.0,1,0,454,False,0,103,,2021-10-16T05:34:41.047479Z,45,0,0,0,543780.jpg,1.4,6,0,0,Sjögrell,0.0,False,None,a,3,3056,10,14,0,8,0,0.0,2.2,Sjögrell,0
1,8,4,None,None,5,36,203390,0,0,0,0,10,4,0,3,4.7,0.0,8,Moustafa,0.0,28,3,467,False,29,1561,,None,50,0,0,0,203390.jpg,3.6,73,0,0,Zeidan,0.3,False,None,a,3,3056,72,245,0,134,0,0.0,14.4,Zeidan,0
0,0,0,None,None,0,0,105393,0,0,0,0,0,0,0,1,0.0,0.0,0,Karim,0.0,0,0,471,False,0,0,,None,40,0,0,0,105393.jpg,0.0,0,0,0,Fegrouche,0.0,False,None,a,3,3056,0,7,0,1,0,0.0,0.0,Fegrouche,0
0,0,0,None,None,1,10,545558,0,0,0,0,0,11,0,1,4.0,0.0,2,August,0.0,20,0,474,False,0,810,,None,45,0,0,0,545558.jpg,3.7,85,0,34,Ahlin,0.1,False,None,a,3,3056,33,47,0,10,0,0.0,7.3,Ahlin,1
3,1,1,None,None,0,4,242156,0,0,-5,5,2,0,2,4,6.7,0.0,1,Edi,0.0,14,3,480,False,10,563,,None,45,0,0,0,242156.jpg,2.9,19,0,0,Sylisufaj,0.5,False,None,a,3,3056,41,233,0,57,0,0.0,9.1,Sylisufaj,2
0,0,0,None,None,0,0,519867,0,0,0,0,0,0,0,2,0.0,0.0,0,Noel,0.0,0,0,509,False,0,0,,None,40,0,0,0,519867.jpg,0.0,0,0,0,Hansson,0.0,False,None,a,3,3056,0,3,0,0,0,0.0,0.0,Hansson,0
0,0,0,None,None,9,21,105211,0,0,-1,1,0,32,0,1,2.3,0.0,0,Giannis,0.0,38,0,82,False,0,2520,,None,59,0,0,0,105211.jpg,4.6,264,0,83,Anestis,7.5,False,None,a,4,244,130,1426,0,1762,0,0.0,22.0,Anestis,0
0,0,0,None,None,0,0,73439,0,0,-1,1,0,0,0,1,0.0,0.0,0,Ole,0.0,0,0,83,False,0,0,,None,49,0,0,0,73439.jpg,0.0,0,0,0,Söderberg,0.5,False,None,a,4,244,0,21,0,65,0,0.0,0.0,Söderberg,0
0,0,0,0,0,0,0,228912,0,0,0,0,0,0,0,1,0.0,0.0,0,Tom,0.0,0,0,84,False,0,0,Utlånad till Utsiktens BK,2021-04-03T08:31:24.107980Z,40,0,0,0,228912.jpg,0.0,0,0,0,Amos,0.4,False,None,u,4,244,0,0,0,87,0,0.0,0.0,Amos,0
0,0,0,0,0,5,152,170023,0,0,-1,1,0,25,1,2,0.0,0.0,0,Carl,0.0,25,2,85,False,4,1571,Förkyld.,2021-12-03T13:29:42.133154Z,59,0,0,0,170023.jpg,4.2,89,0,0,Johansson,1.2,False,None,i,4,244,76,540,0,661,0,0.0,12.9,C.Johansson,6
0,0,0,0,0,0,6,512352,0,0,-2,2,2,2,0,2,0.0,0.0,0,Yahya,0.0,6,0,86,False,2,285,Lämnat för Groningen,2021-08-31T09:40:47.430055Z,48,0,0,0,512352.jpg,1.1,22,0,0,Kalley,0.1,False,None,u,4,244,9,35,0,57,0,0.0,1.9,Kalley,2
0,0,0,100,100,10,155,51769,0,0,-1,1,1,25,0,2,5.7,0.0,2,Mattias,0.0,38,1,87,False,3,2620,,2021-10-25T07:49:51.670038Z,54,0,0,0,51769.jpg,3.8,144,0,0,Bjärsmyr,8.0,False,None,a,4,244,114,1509,0,2354,0,0.0,21.1,Bjärsmyr,2
0,0,0,0,0,0,0,449942,0,0,0,0,0,0,0,2,0.0,0.0,0,Rasmus,0.0,0,0,88,False,0,0,Lämnat för Bröndby,2021-03-16T11:09:42.738506Z,45,0,0,0,449942.jpg,0.0,0,0,0,Wikström,0.0,False,None,u,4,244,0,0,0,2,0,0.0,0.0,Wikström,0
0,0,0,0,0,4,32,495633,0,0,1,-1,1,6,0,2,0.0,0.0,0,Jesper,0.0,7,0,89,False,2,702,Lämnat för Lommel,2021-07-05T15:37:52.149015Z,51,0,0,0,495633.jpg,4.5,36,0,0,Tolinsson,1.1,False,None,u,4,244,36,1158,0,1285,0,0.0,7.1,Tolinsson,0
3,8,3,None,None,10,106,240166,0,0,0,0,25,14,1,2,3.3,0.0,3,Alexander,0.0,37,1,90,False,28,2591,,None,55,0,0,0,240166.jpg,4.0,135,0,0,Jallow,17.4,False,None,a,4,244,121,5600,0,8529,0,0.0,22.0,Jallow,2
0,3,1,100,100,8,103,232091,0,0,-2,2,0,12,1,3,2.0,0.0,2,August,0.0,26,1,91,False,16,2005,,2021-10-01T05:53:24.987164Z,48,0,0,0,232091.jpg,2.6,106,0,0,Erlingmark,2.7,False,None,a,4,244,66,297,0,961,0,0.0,13.8,Erlingmark,8
2,2,1,0,0,4,18,459212,0,0,-3,3,0,6,0,3,0.0,0.0,0,Alhassan,0.0,9,0,92,False,8,761,Lämnat för Royal Antwerp.,2021-07-16T18:04:48.143814Z,52,0,0,0,459212.jpg,3.6,63,0,0,Yusuf,6.4,False,None,u,4,244,36,870,0,4511,0,0.0,6.9,Yusuf,0
1,1,1,0,0,3,27,51767,0,0,0,0,2,11,0,3,0.0,0.0,0,Sebastian,0.0,18,1,93,False,4,1145,Hälseneskadad. Missar resten av säsongen.,2021-09-12T17:33:58.034054Z,50,0,0,0,51767.jpg,2.8,94,0,0,Eriksson,0.3,False,None,i,4,244,45,228,0,243,0,0.0,9.0,Eriksson,5
0,0,0,0,0,0,0,51850,0,0,-2,2,0,0,0,3,0.0,0.0,0,Jakob,0.0,0,0,94,False,0,0,Har avslutat karriären.,2021-03-26T09:37:44.435132Z,48,0,0,0,51850.jpg,0.0,0,0,0,Johansson,0.1,False,None,u,4,244,0,3,0,33,0,0.0,0.0,J.Johansson,0
5,10,2,0,0,6,14,157743,0,0,-1,1,24,9,1,3,0.0,0.0,0,Hosam,0.0,21,2,95,False,37,1508,Avstängd i GW30,2021-11-29T09:30:53.263663Z,79,0,0,0,157743.jpg,3.8,96,0,0,Aiesh,1.0,False,None,s,4,244,87,955,0,755,0,0.0,11.0,Aiesh,3
1,0,0,100,100,3,17,451555,0,0,-4,4,2,2,0,3,0.7,0.0,1,Kevin,0.0,11,2,96,False,9,918,,2021-07-11T10:45:22.509386Z,46,0,0,0,451555.jpg,2.0,57,0,0,Yakob,1.8,False,None,a,4,244,45,546,0,1465,0,0.0,9.8,Yakob,2
1,4,4,100,100,4,33,501547,0,0,-3,3,5,0,0,3,0.7,0.0,1,Gustaf,0.0,12,0,97,False,12,989,,2021-05-08T09:33:44.383006Z,62,0,0,0,501547.jpg,1.8,47,0,0,Norlin,1.3,False,None,a,4,244,42,30,0,618,0,0.0,6.8,Norlin,1
0,0,0,100,100,0,3,508407,0,0,-1,1,2,0,0,3,0.0,0.0,1,Isak,0.0,1,0,98,False,1,54,,2021-05-23T07:58:38.559408Z,44,0,0,0,508407.jpg,1.0,4,0,0,Dahlqvist,0.1,False,None,a,4,244,3,5,0,11,0,0.0,0.7,Dahlqvist,0
7,16,6,100,100,10,13,61778,0,0,1,-1,37,16,4,3,6.0,0.0,5,Tobias,0.0,37,7,99,True,50,2598,,2021-10-16T11:30:49.783209Z,86,0,2,0,61778.jpg,5.2,146,0,0,Sana,16.1,False,None,a,4,244,151,7918,0,8228,0,0.0,17.6,Sana,1
0,0,0,None,None,0,0,492024,0,0,-1,1,0,0,0,3,0.0,0.0,0,Tim,0.0,0,0,100,False,0,0,,None,44,0,0,0,492024.jpg,0.0,0,0,0,van Assema,0.1,False,None,a,4,244,0,7,0,11,0,0.0,0.0,van Assema,0
0,0,0,0,0,0,0,449943,0,0,-2,2,0,0,0,3,0.0,0.0,0,Noah,0.0,1,0,101,False,0,5,Utlånad till Moss.,2021-08-25T06:32:09.018052Z,43,0,0,0,449943.jpg,1.0,0,0,0,Alexandersson,0.4,False,None,u,4,244,1,56,0,175,0,0.0,0.2,Alexandersson,0
0,0,0,None,None,0,0,511334,0,0,-3,3,0,0,0,3,0.0,0.0,0,Lucas,0.0,0,0,102,False,0,0,,None,42,0,0,0,511334.jpg,0.0,0,0,0,Kahed,0.4,False,None,a,4,244,0,140,0,32,0,0.0,0.0,Kåhed,0
0,0,0,0,0,1,7,51855,0,0,-1,1,0,2,0,3,0.0,0.0,0,Pontus,0.0,0,0,103,False,1,132,Har avslutat karriären.,2021-07-11T10:45:22.527431Z,64,0,0,0,51855.jpg,1.5,9,0,0,Wernbloom,0.8,False,None,u,4,244,9,16,0,325,0,0.0,1.4,Wernbloom,1
0,0,0,0,0,0,0,218138,0,0,-3,3,0,0,0,3,0.0,0.0,0,Patrik,0.0,0,0,104,False,0,0,Rehabtränar,2021-03-26T09:37:44.456355Z,72,0,0,0,218138.jpg,0.0,0,0,0,Karlsson-Lagemyr,0.1,False,None,i,4,244,0,1,0,51,0,0.0,0.0,Karlsson-Lagemyr,0
2,4,2,100,100,5,35,95879,0,0,-2,2,2,4,0,3,0.7,0.0,2,Simon,0.0,17,1,105,False,16,1196,,2021-08-14T09:20:06.971126Z,73,0,0,0,95879.jpg,2.8,68,0,0,Thern,4.2,False,None,a,4,244,54,380,0,2479,0,0.0,7.4,Thern,2
0,0,0,0,0,1,4,19802,0,0,-1,1,6,6,0,3,0.0,0.0,0,Marek,0.0,7,1,106,False,4,440,Lämnat för Trabzonspor,2021-06-19T15:42:43.924042Z,124,0,0,0,19802.jpg,3.8,50,0,0,Hamsik,1.9,False,None,u,4,244,23,234,0,801,0,0.0,1.9,Hamsik,0
4,1,0,0,0,4,25,83758,0,0,-4,4,0,0,2,4,0.0,0.0,0,Kolbeinn,0.0,20,4,107,False,10,1358,Fotopererad. Tillbaka i spel: okänt,2021-09-06T12:18:25.013254Z,66,0,0,0,83758.jpg,3.8,36,0,0,Sigthorsson,3.1,False,None,i,4,244,64,5253,0,4878,0,0.0,9.7,Sigthorsson,1
2,2,1,0,0,4,8,491237,0,0,0,0,1,0,0,4,0.0,0.0,0,Oscar,0.0,10,2,108,False,8,776,Lårskadad.,2021-12-03T13:29:42.153048Z,40,0,0,0,491237.jpg,2.9,28,0,0,Vilhelmsson,9.4,False,None,i,4,244,41,4534,0,3625,0,0.0,10.2,Vilhelmsson,0
0,0,0,100,100,0,7,51870,0,0,-2,2,1,0,0,4,1.0,0.0,0,Robin,0.0,7,2,109,False,5,271,,2021-05-02T10:49:49.895090Z,83,0,0,0,51870.jpg,1.7,11,0,0,Söder,1.3,False,None,a,4,244,27,106,0,639,0,0.0,3.3,Söder,0
0,0,0,None,None,0,0,534209,0,0,-3,3,0,0,0,4,0.0,0.0,0,Alfons,0.0,0,0,434,False,0,0,,None,37,0,0,0,534209.jpg,0.0,0,0,0,Nygaard,0.3,False,None,a,4,244,0,248,0,186,0,0.0,0.0,Nygaard,0
0,0,0,None,None,0,1,536148,0,0,0,0,0,0,0,3,0.7,0.0,0,Filip,0.0,1,0,435,False,1,55,,None,45,0,0,0,536148.jpg,1.0,3,0,0,Ambroz,0.0,False,None,a,4,244,6,8,0,5,0,0.0,1.3,Ambroz,0
0,0,0,None,None,0,0,539218,0,0,-1,1,0,0,0,2,0.0,0.0,0,Hannes,0.0,0,0,447,False,0,0,,None,39,0,0,0,539218.jpg,0.0,0,0,0,Lennartsson,0.0,False,None,a,4,244,0,22,0,15,0,0.0,0.0,Lennartsson,0
3,4,1,100,100,6,51,39457,0,0,-4,4,17,9,2,2,4.3,0.0,7,Oscar,0.0,18,2,461,False,19,1338,,2021-10-01T11:32:55.716113Z,66,0,0,0,39457.jpg,5.3,86,0,0,Wendt,2.0,False,None,a,4,244,80,2418,0,1651,0,0.0,12.1,Wendt,1
4,6,6,100,100,6,20,46072,0,0,0,0,0,3,3,4,5.7,0.0,10,Marcus,0.0,25,10,462,False,23,1590,,2021-09-29T08:13:20.930430Z,105,0,0,0,46072.jpg,5.8,53,0,0,Berg,5.1,False,None,a,4,244,104,4110,0,2184,0,0.0,9.9,Berg,3
0,0,0,None,None,6,68,51774,0,0,0,0,0,10,0,3,3.0,0.0,3,Gustav,0.0,27,0,472,False,3,1661,,None,50,0,0,0,51774.jpg,2.7,83,0,0,Svensson,0.1,False,None,a,4,244,52,57,0,32,0,0.0,10.4,Svensson,2
0,0,0,None,None,0,35,547235,0,0,-6,6,0,3,1,2,0.3,0.0,9,Bernardo,0.0,9,1,489,False,0,353,,None,44,0,0,0,547235.jpg,2.3,23,0,0,Vilar Estevão Jeronimo,0.0,False,None,a,4,244,14,34,0,25,0,0.0,3.2,Vilar,1
0,0,0,None,None,1,0,488021,0,0,0,0,0,2,0,1,2.3,0.0,4,Adam Ingi,0.0,1,0,504,False,0,180,,None,40,0,0,0,488021.jpg,5.5,15,0,6,Benediktsson,0.1,False,None,a,4,244,11,37,0,2,0,0.0,2.8,Adam,0
0,0,0,0,0,0,0,117885,0,0,-4,4,0,0,0,1,0.0,0.0,0,Mathias,0.0,0,0,110,False,0,0,Utlånad till Vålerenga,2021-09-01T07:07:32.394363Z,46,0,0,0,117885.jpg,0.0,0,0,0,Dyngeland,0.5,False,None,u,5,375,0,10,0,497,0,0.0,0.0,Dyngeland,0
0,0,0,100,100,10,30,241641,0,0,2,-2,0,26,5,1,7.7,0.0,4,Tim,0.0,31,0,111,False,1,2238,,2021-10-13T11:32:03.311030Z,62,0,0,2,241641.jpg,5.0,204,1,69,Rönning,5.6,False,None,a,5,375,125,3176,0,1854,0,0.0,20.2,Rönning,2
0,0,0,0,0,2,48,433421,0,0,-1,1,0,10,0,2,0.0,0.0,0,Joseph,0.0,7,0,112,False,4,535,Lämnat för KAA Gent,2021-06-30T08:16:42.924255Z,64,0,0,0,433421.jpg,4.0,55,0,0,Okumu,3.0,False,None,u,5,375,28,182,0,2361,0,0.0,4.4,Okumu,1
5,21,6,0,0,11,85,76008,0,0,3,-3,52,9,6,2,0.0,0.0,0,Johan,0.0,25,3,113,False,50,2174,Axelskadad.,2021-11-30T07:06:36.157134Z,83,1,0,0,76008.jpg,5.7,104,0,0,Larsson,18.9,False,None,i,5,375,142,9168,0,11540,0,0.0,17.1,Larsson,4
1,1,1,100,100,10,188,226118,0,0,1,-1,1,25,4,2,4.3,0.0,3,Leo,0.0,25,3,114,False,1,2046,,2021-11-22T12:51:34.184372Z,61,0,0,0,226118.jpg,5.3,119,0,0,Väisänen,3.5,False,None,a,5,375,121,1590,0,944,0,0.0,19.8,Väisänen,3
0,0,0,None,None,0,0,532005,0,0,-2,2,0,0,0,2,0.0,0.0,0,Gustav,0.0,0,0,115,False,0,0,,None,38,0,0,0,532005.jpg,0.0,0,0,0,Broman,1.0,False,None,a,5,375,0,102,0,268,0,0.0,0.0,Broman,0
4,1,0,100,100,11,71,114516,0,0,0,0,9,15,2,2,2.7,0.0,0,Frederik,0.0,23,1,116,False,21,1973,,2021-11-02T14:38:49.848189Z,55,0,0,0,114516.jpg,4.2,133,1,0,Holst,4.0,False,None,a,5,375,110,2469,0,2011,0,0.0,20.0,Holst,6
0,1,1,100,100,8,102,424887,0,0,-1,1,1,18,0,2,5.0,0.0,3,Christopher,0.0,24,0,117,False,9,1611,,2021-09-28T07:17:13.435095Z,49,0,0,0,424887.jpg,3.4,124,0,0,McVey,0.6,False,None,a,5,375,78,407,0,315,0,0.0,15.9,McVey,3
2,9,3,100,100,11,145,442881,0,0,8,-8,25,34,2,2,0.0,0.0,1,Simon,0.0,28,0,118,False,28,2281,,2021-11-10T20:51:51.212896Z,63,0,0,0,442881.jpg,4.9,215,1,0,Strand,15.4,False,None,a,5,375,127,16325,0,11753,0,0.0,20.2,Strand,4
1,1,1,None,None,1,21,470078,0,0,-2,2,2,6,1,2,4.7,0.0,2,Oliver,0.0,9,0,119,False,5,378,,None,43,0,0,0,470078.jpg,3.6,43,0,0,Zandén,0.2,False,None,a,5,375,18,56,0,36,0,0.0,4.2,Zandén,1
1,0,0,100,100,9,96,432876,0,0,-2,2,1,18,2,2,2.3,0.0,0,Maudo,0.0,17,1,120,False,2,1623,,2021-11-22T13:17:49.727901Z,53,0,0,0,432876.jpg,4.7,107,1,0,Jarjue,2.0,False,None,a,5,375,90,4368,0,3918,0,0.0,17.0,Jarjue,1
1,1,1,None,None,1,2,531067,0,0,-2,2,1,0,0,3,0.3,0.0,0,Ahmed,0.0,0,0,121,False,2,114,,None,48,0,0,0,531067.jpg,2.0,6,0,0,Qasem,0.1,False,None,a,5,375,12,10,0,26,0,0.0,2.5,Qasem,0
3,3,1,100,100,11,103,116696,0,0,1,-1,11,31,0,3,2.7,0.0,3,André,0.0,29,1,122,False,25,2347,,2021-11-02T09:05:18.708496Z,61,0,0,0,116696.jpg,3.8,213,0,0,Römer,1.9,False,None,a,5,375,103,2477,0,1945,0,0.0,16.9,Römer,9
3,5,3,0,0,8,38,156670,0,0,0,0,6,5,3,3,0.0,0.0,0,Robert,0.0,10,1,123,False,15,1209,Lämnat för Silkeborg.,2021-08-31T06:38:34.945413Z,50,0,0,0,156670.jpg,3.9,73,0,0,Gojani,0.8,False,None,u,5,375,58,527,0,730,0,0.0,11.6,Gojani,2
3,1,1,0,0,3,13,477403,0,0,-4,4,5,1,2,3,0.0,0.0,0,Alexander,0.0,9,4,124,False,17,789,Lårskadad. Tillbaka i spel: okänt,2021-11-26T09:09:05.059238Z,46,0,0,0,477403.jpg,2.8,54,0,0,Bernhardsson,2.1,False,None,i,5,375,58,2875,0,2181,0,0.0,12.6,Bernhardsson,2
4,6,5,100,100,8,10,447575,0,0,-2,2,10,7,2,3,5.3,0.0,1,Rasmus,0.0,19,6,125,False,18,1491,,2021-08-03T08:10:57.785485Z,78,0,0,0,447575.jpg,4.0,88,0,0,Alm,4.8,False,None,a,5,375,97,2195,0,4761,0,0.0,12.4,Alm,4
3,6,2,100,100,6,12,240234,0,0,-1,1,10,12,1,3,5.3,0.0,6,Simon,0.0,21,2,126,False,31,1402,,2021-05-13T08:20:04.946046Z,69,0,0,0,240234.jpg,3.9,105,0,0,Olsson,1.2,False,None,a,5,375,75,399,0,556,0,0.0,10.9,Olsson,1
1,2,2,None,None,1,20,506214,0,0,-4,4,3,1,0,3,2.7,0.0,9,Jacob,0.0,15,3,127,False,10,781,,None,51,0,0,0,506214.jpg,2.0,59,0,0,Ondrejka,0.3,False,None,a,5,375,55,173,0,257,0,0.0,10.8,Ondrejka,0
0,0,0,100,100,0,5,48458,0,0,-2,2,3,0,0,3,0.7,0.0,1,Samuel,0.0,11,1,128,False,5,473,,2021-11-22T13:17:49.748950Z,48,0,0,0,48458.jpg,1.1,34,0,0,Holmen,0.3,False,None,a,5,375,25,14,0,110,0,0.0,5.2,S Holmen,5
0,0,0,0,0,0,0,504880,0,0,-1,1,0,0,0,3,0.0,0.0,0,Prince,0.0,0,0,129,False,0,0,Utlånad till GAIS,2021-09-17T08:55:24.029879Z,44,0,0,0,504880.jpg,0.0,0,0,0,Isaac Kouame,0.1,False,None,n,5,375,0,2,0,21,0,0.0,0.0,Isaac Kouame,0
3,4,2,None,None,13,25,226964,0,0,1,-1,13,6,4,3,2.3,0.0,11,Jeppe,0.0,23,8,130,False,27,2079,,None,71,0,0,0,226964.jpg,4.1,114,0,0,Okkels,5.1,False,None,a,5,375,122,2406,0,1492,0,0.0,17.2,Okkels,1
0,0,0,None,None,0,1,470085,0,0,-2,2,0,0,0,3,0.0,0.0,0,Noah,0.0,3,0,131,False,0,81,,None,43,0,0,0,470085.jpg,0.8,6,0,0,Soderberg,0.1,False,None,a,5,375,5,26,0,33,0,0.0,1.2,Soderberg,1
0,0,0,0,0,0,0,470082,0,0,-2,2,0,0,0,4,0.0,0.0,0,Jack,0.0,2,0,132,False,0,32,Utlånad till Örgryte IS,2021-09-17T08:55:24.045882Z,43,0,0,0,470082.jpg,1.0,1,0,0,Cooper Love,0.4,False,None,n,5,375,6,178,0,244,0,0.0,1.4,Cooper Love,0
7,10,7,100,100,11,29,119081,0,0,0,0,3,3,3,4,3.3,0.0,15,Per,0.0,24,8,133,False,34,2086,,2021-10-19T06:35:33.291777Z,85,0,1,0,119081.jpg,4.3,59,0,0,Frick,9.6,False,None,a,5,375,116,4604,0,5656,0,0.0,13.6,Frick,7
