assists,attacking_bonus,big_chances_created,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clearances_blocks_interceptions,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,crosses,defending_bonus,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,key_passes,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,recoveries,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
4,1,1,0,0,5,24,443251,0,0,-2,2,0,1,2,4,0.0,0.0,0,Marokhy,0.0,14,5,134,False,8,948,Vadskadad.,2021-12-03T19:06:21.514572Z,48,0,0,0,443251.jpg,3.0,34,0,0,Ndione,10.0,False,None,i,5,375,65,14672,0,12305,0,0.0,13.5,Ndione,4
0,0,0,None,None,0,0,470084,0,0,-2,2,0,0,0,3,0.0,0.0,0,Kevin,0.0,0,0,135,False,0,0,,None,43,0,0,0,470084.jpg,0.0,0,0,0,Holmen,0.2,False,None,a,5,375,0,36,0,63,0,0.0,0.0,K Holmen,0
0,0,0,None,None,0,0,449932,0,0,-3,3,0,0,0,1,0.0,0.0,0,Simon,0.0,0,0,424,False,0,0,,None,47,0,0,0,449932.jpg,0.0,0,0,0,Andersson,0.1,False,None,a,5,375,0,10,0,36,0,0.0,0.0,Andersson,0
0,0,0,None,None,3,4,507433,0,0,0,0,0,5,2,1,0.0,0.0,0,Hákon Rafn,0.0,4,0,475,False,0,450,,None,40,0,0,0,507433.jpg,5.8,42,0,14,Valdimarsson,1.8,False,None,a,5,375,29,939,0,244,0,0.0,7.2,Valdimarsson,0
0,0,0,None,None,0,2,531827,0,0,-1,1,0,1,0,2,0.3,0.0,0,Gustaf,0.0,5,0,485,False,0,81,,None,49,0,0,0,531827.jpg,0.5,8,0,0,Lagerbielke,0.0,False,None,a,5,375,1,3,0,1,0,0.0,0.2,Lagerbielke,0
1,0,0,100,100,1,1,193140,0,0,0,0,1,0,1,4,0.7,0.0,1,Sveinn Aron,0.0,4,3,497,False,5,147,,2021-09-24T08:37:06.892095Z,65,0,0,0,193140.jpg,2.4,7,1,0,Gudjohnsen,0.1,False,None,a,5,375,26,194,0,150,0,0.0,4.0,Gudjohnsen,1
0,0,0,None,None,1,3,450073,0,0,0,0,0,1,0,3,0.7,0.0,0,Emmanuel,0.0,3,0,500,False,3,146,,None,60,0,0,0,450073.jpg,1.5,14,0,0,Boateng,0.0,False,None,a,5,375,6,6,0,2,0,0.0,1.0,Boateng,1
0,0,0,None,None,0,0,553833,0,0,0,0,0,0,0,1,0.0,0.0,0,Ludvig,0.0,0,0,505,False,0,0,,None,40,0,0,0,553833.jpg,0.0,0,0,0,Malberg,0.0,False,None,a,5,375,0,1,0,0,0,0.0,0.0,Malberg,0
0,0,0,100,100,5,22,61708,0,0,-1,1,0,25,0,1,4.0,0.0,4,Peter,0.0,32,0,136,False,0,1890,,2021-08-17T07:21:17.817457Z,64,0,0,0,61708.jpg,4.2,193,0,62,Abrahamsson,0.4,False,None,a,6,1959,88,186,0,142,0,0.0,13.8,Abrahamsson,3
0,0,0,None,None,0,0,95564,0,0,0,0,0,0,0,1,0.0,0.0,0,Alexander,0.0,0,0,137,False,0,0,,None,40,0,0,0,95564.jpg,0.0,0,0,0,Nadj,1.8,False,None,a,6,1959,0,133,0,206,0,0.0,0.0,Nadj,0
0,0,0,0,0,0,8,206882,0,0,-2,2,0,8,0,1,0.0,0.0,0,Pontus,0.0,12,0,138,False,0,720,Återvänt till Watford,2021-06-19T15:39:59.295812Z,63,0,0,0,206882.jpg,3.1,67,0,27,Dahlberg,4.9,False,None,u,6,1959,25,131,0,2803,0,0.0,4.0,Dahlberg,2
0,0,0,100,100,0,0,179300,0,0,-2,2,0,0,0,1,0.0,0.0,0,Jonathan,0.0,0,0,139,False,0,0,,2021-09-18T06:58:22.561271Z,48,0,0,0,179300.jpg,0.0,0,0,0,Rasheed,0.2,False,None,a,6,1959,0,5,0,47,0,0.0,0.0,Rasheed,0
0,0,0,100,100,0,0,157828,0,0,-2,2,0,1,0,1,0.0,0.0,0,Johan,0.0,2,0,140,False,0,90,,2021-04-07T20:36:33.945020Z,48,0,0,0,157828.jpg,2.0,11,0,2,Brattberg,0.1,False,None,a,6,1959,2,6,0,30,0,0.0,0.4,Brattberg,0
0,0,0,100,100,4,113,505995,0,0,-1,1,2,18,0,2,4.3,0.0,1,Tobias,0.0,32,0,141,False,8,1707,,2021-10-04T12:57:34.218220Z,44,1,0,0,505995.jpg,2.7,86,0,0,Carlsson,0.7,False,None,a,6,1959,54,573,0,409,0,0.0,12.3,Carlsson,6
1,2,2,100,100,2,157,94660,0,0,-3,3,0,25,0,2,2.0,0.0,1,Johan,0.0,32,0,142,False,11,1653,,2021-11-02T09:03:22.878566Z,52,0,0,0,94660.jpg,2.5,113,2,0,Hammar,0.9,False,None,a,6,1959,59,264,0,659,0,0.0,11.3,Hammar,5
0,0,0,100,100,5,124,40646,0,0,-5,5,1,14,1,2,2.0,0.0,0,Joona,0.0,32,1,143,False,6,2030,,2021-04-19T12:05:30.123325Z,60,0,0,0,40646.jpg,3.0,76,0,0,Toivio,6.0,False,None,a,6,1959,75,398,0,4290,0,0.0,12.5,Toivio,2
2,8,4,100,100,5,125,191772,0,0,1,-1,19,33,2,2,4.7,0.0,2,Elohor Godswill,0.0,43,3,144,False,30,2584,,2021-10-19T06:34:13.888882Z,71,0,0,0,191772.jpg,4.3,226,0,0,Ekpolo,4.8,False,None,a,6,1959,125,2650,0,2411,0,0.0,17.6,Ekpolo,4
0,0,0,100,100,1,29,15447,0,0,-3,3,0,4,0,2,0.0,0.0,1,Rasmus,0.0,14,1,145,False,3,713,,2021-07-01T09:35:33.702847Z,57,0,0,0,15447.jpg,2.3,44,0,0,Lindgren,5.4,False,None,a,6,1959,25,180,0,4059,0,0.0,4.4,Lindgren,3
0,0,0,100,100,0,20,474489,0,0,-5,5,3,4,0,2,0.3,0.0,0,Oskar,0.0,9,0,146,False,6,431,,2021-05-01T09:18:33.533897Z,45,0,0,0,474489.jpg,1.2,42,0,0,Sverrisson,0.4,False,None,a,6,1959,20,37,0,285,0,0.0,4.4,Sverrisson,1
0,0,0,None,None,0,8,451293,0,0,-4,4,0,1,0,2,0.0,0.0,0,Valgeir,0.0,4,0,148,False,1,237,,None,46,0,0,0,451293.jpg,1.2,14,0,0,Lunddal Fridriksson,0.2,False,None,a,6,1959,10,52,0,150,0,0.0,2.2,Lunddal Fridriksson,0
0,1,1,100,100,0,0,523959,0,0,-1,1,1,0,0,2,0.0,0.0,0,Yannick,0.0,0,0,149,False,1,80,,2021-05-01T09:18:33.560037Z,49,0,0,0,523959.jpg,1.3,4,0,0,Adjoumani,0.1,False,None,a,6,1959,4,5,0,33,0,0.0,0.8,Adjoumani,0
6,5,2,100,100,4,79,206702,0,0,-1,1,1,17,2,3,2.0,0.0,3,Gustaf,0.0,42,1,150,False,22,2375,,2021-11-02T09:03:22.899666Z,54,0,0,0,206702.jpg,3.5,150,0,0,Berggren,2.6,False,None,a,6,1959,94,576,0,1430,0,0.0,17.4,Berggren,8
0,0,0,0,0,1,0,469124,0,0,-3,3,0,0,0,3,0.0,0.0,0,Ali,0.0,5,2,151,False,4,271,Korsbandsskadad. Missar resten av säsongen,2021-07-22T20:44:46.429780Z,57,0,0,0,469124.jpg,2.9,7,0,0,Youssef,0.4,False,None,i,6,1959,20,201,0,316,0,0.0,3.5,Youssef,0
1,1,1,0,0,0,0,234961,0,0,-1,1,2,1,0,3,0.0,0.0,0,Daleho,0.0,8,2,152,False,8,340,Lämnat för Groningen,2021-09-01T07:06:52.315089Z,89,0,0,0,234961.jpg,3.1,20,0,0,Irandust,0.5,False,None,u,6,1959,22,709,0,800,0,0.0,2.5,Irandust,2
1,0,0,100,100,2,47,81651,0,0,-2,2,0,8,0,3,1.3,0.0,0,Alexander,0.0,27,0,153,False,11,1445,,2021-10-30T06:53:42.050870Z,48,0,0,0,81651.jpg,1.7,107,0,0,Faltsetas,0.5,False,None,a,6,1959,41,88,0,205,0,0.0,8.5,Faltsetas,8
3,4,1,0,0,3,18,207884,0,0,-6,6,12,6,1,3,0.0,0.0,0,Tobias,0.0,19,2,154,False,23,1249,Knäskadad. Tillbaka i spel: 1-2 månader,2021-09-17T11:41:24.636054Z,64,0,0,0,207884.jpg,3.4,72,0,0,Heintz,3.3,False,None,i,6,1959,62,953,0,4132,0,0.0,9.7,Heintz,2
2,5,2,100,100,3,32,48672,0,0,-2,2,6,9,0,3,2.0,0.0,2,Erik,0.0,12,0,155,False,16,1014,,2021-11-22T12:49:26.344608Z,53,0,0,0,48672.jpg,2.7,92,0,0,Friberg,1.6,False,None,a,6,1959,41,53,0,1051,0,0.0,7.7,Friberg,6
12,17,8,100,100,6,28,501553,0,0,6,-6,28,3,6,3,8.0,0.0,2,Patrik,0.0,32,9,156,True,41,1959,,2021-09-24T08:38:42.656634Z,76,0,0,0,501553.jpg,5.2,78,0,0,Wålemark,20.3,False,None,a,6,1959,152,9820,0,3344,0,0.0,20.0,Wålemark,3
0,0,0,100,100,0,1,516886,0,0,-2,2,0,0,0,3,1.0,0.0,1,Samir,0.0,1,0,157,False,1,82,,2021-09-01T07:07:12.871825Z,43,0,0,0,516886.jpg,1.0,3,0,0,Maarouf,0.1,False,None,a,6,1959,7,15,0,24,0,0.0,1.6,Maarouf,0
3,6,3,100,100,1,18,523957,0,0,-6,6,4,4,1,3,4.3,0.0,2,Bénie,0.0,22,3,158,False,19,1312,,2021-07-11T12:13:34.911736Z,54,0,0,0,523957.jpg,2.6,79,0,0,Traore,4.2,False,None,a,6,1959,71,1911,0,5183,0,0.0,13.1,Traore,1
2,6,5,100,100,6,31,235796,0,0,-3,3,5,6,3,3,1.3,0.0,1,Leo,0.0,37,6,159,False,28,2116,,2021-11-08T12:58:36.452867Z,82,0,0,0,235796.jpg,3.5,97,0,0,Bengtsson,3.2,False,None,a,6,1959,97,1032,0,3494,0,0.0,11.8,Bengtsson,7
0,0,0,0,0,0,0,484399,0,0,-4,4,1,0,0,3,0.0,0.0,0,William,0.0,0,0,160,False,0,9,Utlånad till Norrby,2021-08-06T17:14:23.343434Z,46,0,0,0,484399.jpg,1.0,0,0,0,Milovanovic,0.1,False,None,u,6,1959,2,4,0,31,0,0.0,0.4,Milovanovic,0
0,0,0,0,0,0,0,523958,0,0,-1,1,0,0,0,3,0.0,0.0,0,Ture,0.0,0,0,161,False,0,0,Hjärnskakning. Tillbaka i spel: okänt,2021-05-07T14:27:10.219725Z,44,0,0,0,523958.jpg,0.0,0,0,0,Widestrand,0.1,False,None,i,6,1959,0,2,0,16,0,0.0,0.0,Widestrand,0
3,7,3,100,100,5,32,177843,0,0,-2,2,0,1,1,4,4.0,0.0,2,Alexander,0.0,36,11,162,False,39,2233,,2021-10-26T18:36:04.878087Z,93,0,0,0,177843.jpg,4.5,63,0,0,Jeremejeff,15.3,False,None,a,6,1959,122,8041,0,15867,0,0.0,13.1,Jeremejeff,2
0,0,0,100,100,1,5,208495,0,0,-1,1,0,0,0,4,1.7,0.0,0,Jasse,0.0,14,1,163,False,9,625,,2021-03-23T09:12:05.928596Z,64,0,0,0,208495.jpg,1.9,32,0,0,Tuominen,0.1,False,None,a,6,1959,26,118,0,115,0,0.0,4.1,Tuominen,0
0,0,0,0,0,0,0,516888,0,0,-2,2,0,0,0,4,0.0,0.0,0,Leonardo,0.0,0,0,164,False,0,0,Utlånad till AFC Eskilstuna,2021-09-01T11:02:34.832090Z,48,0,0,0,516888.jpg,0.0,0,0,0,Farah Shahin,0.1,False,None,u,6,1959,0,12,0,43,0,0.0,0.0,Shahin,0
0,0,0,0,0,0,0,447579,0,0,-4,4,0,0,0,4,0.0,0.0,0,Jack,0.0,0,0,165,False,0,0,Återvänt till Amiens,2021-06-28T19:41:15.986838Z,66,0,0,0,447579.jpg,0.0,0,0,0,Lahne,1.3,False,None,u,6,1959,0,24,0,674,0,0.0,0.0,Lahne,0
0,0,0,0,0,0,5,157740,0,0,-7,7,1,0,0,3,0.0,0.0,0,Samuel,0.0,1,0,463,False,0,124,Lårskadad. Missar resten av säsongen,2021-09-13T11:33:34.435885Z,63,0,0,0,157740.jpg,1.0,6,0,0,Gustafson,0.0,False,None,i,6,1959,4,40,0,37,0,0.0,0.6,Gustafson,0
1,0,0,0,0,0,1,151678,0,0,-3,3,0,0,0,3,0.0,0.0,0,Nasiru,0.0,1,0,473,False,0,45,Knäskadad. Tillbaka i spel: Missar resten av säsongen,2021-08-08T09:54:20.281334Z,72,0,0,0,151678.jpg,2.5,3,0,0,Mohammed,0.0,False,None,i,6,1959,5,19,0,18,0,0.0,0.7,Mohammed,0
1,0,0,None,None,0,11,546893,0,0,0,0,0,0,0,2,0.3,0.0,0,Franklin,0.0,3,0,483,False,1,174,,None,50,0,0,0,546893.jpg,1.8,14,0,0,Tebo,0.0,False,None,a,6,1959,9,3,0,1,0,0.0,1.8,Tebo,0
2,2,1,None,None,3,53,544415,0,0,0,0,5,12,0,2,3.7,0.0,4,Kristoffer,0.0,23,0,491,False,11,1267,,None,55,0,0,0,544415.jpg,3.4,95,0,0,Lund,0.5,False,None,a,6,1959,51,458,0,274,0,0.0,9.3,Lund,2
0,0,0,None,None,0,0,548847,0,0,0,0,0,0,0,3,0.0,0.0,0,Sebastian,0.0,0,0,501,False,0,1,,None,45,0,0,0,548847.jpg,1.0,1,0,0,Lagerlund,0.0,False,None,a,6,1959,1,1,0,0,0,0.0,0.2,Lagerlund,0
0,0,0,0,0,5,13,193460,0,0,-3,3,0,8,1,1,0.0,0.0,0,Aleksandr,0.0,5,0,166,False,0,835,Skadad. Tillbaka i spel: okänt,2021-11-27T16:47:14.273492Z,57,0,0,0,193460.jpg,4.8,71,0,17,Vasyutin,2.8,False,None,i,7,1406,48,1858,0,2705,0,0.0,8.4,Vasyutin,0
0,0,0,100,100,1,1,61768,0,0,-1,1,0,2,0,1,0.0,0.0,0,Tommy,0.0,2,0,167,False,0,154,,2021-04-12T07:53:52.476708Z,59,0,0,0,61768.jpg,5.0,18,0,7,Vaiho,0.7,False,None,a,7,1406,10,142,0,356,0,0.0,1.7,Vaiho,0
0,0,0,100,100,11,167,478969,0,0,9,-9,0,26,3,2,1.7,0.0,7,Hjalmar,0.0,24,4,168,False,6,2233,,2021-11-02T09:03:59.618433Z,64,0,0,0,478969.jpg,5.2,139,0,0,Ekdal,17.2,False,None,a,7,1406,135,10077,0,5830,0,0.0,21.1,Ekdal,3
0,0,0,0,0,0,0,102420,0,0,-1,1,0,0,0,2,0.0,0.0,0,Erik,0.0,0,0,169,False,0,0,Avslutat karriären,2021-03-23T09:28:35.852554Z,54,0,0,0,102420.jpg,0.0,0,0,0,Berg,0.1,False,None,u,7,1406,0,4,0,62,0,0.0,0.0,Berg,0
0,0,0,100,100,0,0,506219,0,0,-2,2,0,0,0,2,0.0,0.0,0,Linus,0.0,0,0,170,False,0,0,,2021-04-18T08:21:49.471299Z,38,0,0,0,506219.jpg,0.0,0,0,0,Tagesson,0.3,False,None,a,7,1406,0,28,0,118,0,0.0,0.0,Tagesson,0
0,1,1,100,100,12,158,157818,0,0,2,-2,0,26,3,2,4.0,0.0,6,Jacob,0.0,27,3,171,False,9,2375,,2021-08-10T08:30:46.105515Z,62,0,0,0,157818.jpg,4.8,146,0,0,Une Larsson,15.8,False,None,a,7,1406,135,5481,0,4415,0,0.0,21.8,Une Larsson,5
2,10,1,0,0,7,54,185363,0,0,8,-8,35,14,7,2,0.0,0.0,0,Aslak Fonn,0.0,12,5,172,False,29,1260,Lämnat för AZ,2021-08-09T20:19:52.352739Z,88,1,0,0,185363.jpg,7.7,110,0,0,Witry,14.8,False,None,u,7,1406,108,11133,0,15883,0,0.0,12.3,Witry,2
0,0,0,100,100,2,17,247527,0,0,-2,2,0,1,0,2,2.0,0.0,0,Jesper,0.0,3,0,173,False,3,363,,2021-03-23T09:28:35.876043Z,48,0,0,0,247527.jpg,2.3,29,0,0,Nyholm,0.2,False,None,a,7,1406,23,38,0,55,0,0.0,4.8,Nyholm,0
3,10,4,100,100,13,87,156265,0,0,3,-3,36,16,1,2,3.7,0.0,6,Elliot,0.0,26,0,174,False,33,2520,,2021-10-19T06:34:50.813079Z,63,0,0,0,156265.jpg,4.8,136,0,0,Käck,12.0,False,None,a,7,1406,133,8249,0,6044,0,0.0,21.1,Käck,3
0,0,0,100,100,0,0,509763,0,0,-2,2,0,0,0,2,0.0,0.0,0,Melker,0.0,0,0,175,False,0,0,,2021-10-16T05:53:14.210289Z,38,0,0,0,509763.jpg,0.0,0,0,0,Jonsson,0.5,False,None,a,7,1406,0,26,0,106,0,0.0,0.0,Jonsson,0
0,0,0,50,50,0,0,523990,0,0,-1,1,0,0,0,2,0.0,0.0,0,Axel,0.0,0,0,176,False,0,0,Utlånad till IFK Haninge. Kan spela för båda klubbarna.,2021-03-23T09:28:35.898052Z,44,0,0,0,523990.jpg,0.0,0,0,0,Wallenborg,0.0,False,None,d,7,1406,0,0,0,4,0,0.0,0.0,Wallenborg,0
0,0,0,None,None,0,12,450035,0,0,-4,4,1,1,0,2,0.3,0.0,0,Leo,0.0,4,0,177,False,0,202,,None,51,0,0,0,450035.jpg,1.0,13,0,0,Cornic,0.2,False,None,a,7,1406,7,224,0,325,0,0.0,1.4,Cornic,0
0,1,1,50,50,0,2,523991,0,0,-4,4,0,0,0,2,0.1,0.0,0,Isak,0.0,1,0,178,False,2,32,Utlånad till Vasalunds IF. Kan spela för båda klubbarna.,2021-07-30T15:06:08.143279Z,46,0,0,0,523991.jpg,1.2,2,0,0,Hien,0.1,False,None,d,7,1406,6,3,0,31,0,0.0,1.3,Hien,0
4,5,4,None,None,10,16,51869,0,0,-3,3,18,3,1,3,1.3,0.0,0,Nicklas,0.0,14,4,179,False,27,1494,,None,67,0,0,0,51869.jpg,3.4,68,0,0,Bärkroth,9.0,False,None,a,7,1406,94,9229,0,7081,0,0.0,14.0,Bärkroth,0
0,1,0,100,100,12,56,447144,0,0,1,-1,4,17,0,3,2.3,0.0,3,Hampus,0.0,23,3,180,False,14,2185,,2021-10-25T07:35:44.874314Z,51,0,0,0,447144.jpg,3.5,160,0,0,Finndell,2.0,False,None,a,7,1406,92,1617,0,1176,0,0.0,18.0,Finndell,5
4,3,3,100,100,8,42,66282,0,0,-2,2,13,9,0,3,4.7,0.0,3,Haris,0.0,23,3,181,False,22,1880,,2021-10-16T05:53:14.229101Z,68,0,0,0,66282.jpg,3.2,113,0,0,Radetinac,0.7,False,None,a,7,1406,94,191,0,261,0,0.0,13.8,Radetinac,1
0,0,0,100,100,3,7,97874,0,0,-3,3,1,4,0,3,0.0,0.0,0,Curtis,0.0,0,0,182,False,2,329,,2021-04-15T12:31:27.658619Z,52,0,0,0,97874.jpg,2.4,33,0,0,Edwards,0.8,False,None,a,7,1406,17,33,0,317,0,0.0,3.3,Edwards,0
4,10,5,None,None,11,10,423651,0,0,0,0,9,0,3,3,6.3,0.0,7,Edward,0.0,30,8,183,False,41,2316,,None,70,0,0,0,423651.jpg,4.4,79,0,0,Chilufya,29.3,False,None,a,7,1406,128,7831,0,12389,0,0.0,18.3,Chilufya,1
0,0,0,50,50,0,0,514338,0,0,-1,1,0,0,0,3,0.0,0.0,0,Mattias,0.0,0,0,185,False,0,0,Utlånad till IFK Haninge. Kan spela för båda klubbarna.,2021-07-18T17:37:38.307267Z,44,0,0,0,514338.jpg,0.0,0,0,0,Mitku,0.1,False,None,d,7,1406,0,5,0,41,0,0.0,0.0,Mitku,0
13,39,12,None,None,13,60,66553,0,0,14,-14,66,22,7,3,4.7,0.0,8,Magnus,0.0,30,5,186,True,93,2700,,None,99,0,2,0,66553.jpg,6.4,201,0,0,Eriksson,41.2,False,None,a,7,1406,192,17772,0,3651,0,0.0,19.4,Eriksson,2
0,1,1,None,None,0,11,423650,0,0,-2,2,2,2,0,3,0.3,0.0,1,Emmanuel,0.0,11,4,187,False,10,683,,None,58,0,0,0,423650.jpg,2.1,35,0,0,Banda,0.2,False,None,a,7,1406,47,53,0,54,0,0.0,8.1,Banda,2
1,4,1,100,100,10,82,63954,0,0,0,0,2,25,0,3,4.3,0.0,5,Rasmus,0.0,24,0,188,False,30,2122,,2021-10-29T08:24:15.373038Z,55,0,0,0,63954.jpg,3.1,209,1,0,Schüller,1.2,False,None,a,7,1406,81,539,0,724,0,0.0,14.7,Schüller,7
0,1,0,100,100,0,0,225042,0,0,-4,4,7,0,0,3,0.7,0.0,0,Albion,0.0,1,0,189,False,3,94,,2021-07-18T17:37:38.324434Z,76,0,0,0,225042.jpg,1.0,1,0,0,Ademi,0.1,False,None,a,7,1406,8,10,0,111,0,0.0,1.1,Ademi,1
3,5,4,100,100,5,5,219727,0,0,-4,4,6,0,0,4,2.7,0.0,1,Joel,0.0,10,3,190,False,14,987,,2021-10-19T18:17:58.761876Z,81,0,0,0,219727.jpg,2.4,28,0,0,Asoro,1.4,False,None,a,7,1406,63,413,0,862,0,0.0,7.8,Asoro,1
0,0,0,None,None,0,3,51997,0,0,-4,4,0,0,0,4,1.0,0.0,0,Emir,0.0,4,0,191,False,1,169,,None,71,0,0,0,51997.jpg,0.9,3,0,0,Kujovic,1.4,False,None,a,7,1406,10,41,0,654,0,0.0,1.4,Kujovic,1
4,5,3,None,None,12,10,95958,0,0,-4,4,0,0,2,4,3.7,0.0,1,Karl,0.0,16,2,192,False,24,1523,,None,76,0,0,0,95958.jpg,2.8,52,0,0,Holmberg,6.4,False,None,a,7,1406,67,1790,0,3655,0,0.0,8.8,Holmberg,3
0,0,0,0,0,0,0,533384,0,0,-2,2,0,0,0,4,0.0,0.0,0,Peter,0.0,0,0,193,False,0,0,Utlånad till Åtvidabergs IF.,2021-07-30T15:06:08.184695Z,53,0,0,0,533384.jpg,0.0,0,0,0,McGregor,0.1,False,None,u,7,1406,0,3,0,49,0,0.0,0.0,McGregor,0
1,0,0,None,None,5,73,473882,0,0,-3,3,1,12,0,2,2.7,0.0,7,Jesper,0.0,15,1,428,False,4,1297,,None,52,0,0,0,473882.jpg,2.9,90,0,0,Löfgren,0.5,False,None,a,7,1406,70,397,0,498,0,0.0,13.5,Löfgren,1
1,0,0,100,100,7,21,479393,0,0,1,-1,0,21,1,1,0.7,0.0,7,Jacob,0.0,23,0,436,False,2,1710,,2021-09-28T09:48:54.523112Z,46,0,0,0,479393.jpg,4.7,172,0,45,Widell Zetterström,6.0,False,None,a,7,1406,90,5395,0,3206,0,0.0,19.6,Zetterström,1
0,0,0,None,None,0,0,548928,0,0,0,0,0,0,0,1,0.0,0.0,0,David,0.0,0,0,503,False,0,0,,None,40,0,0,0,548928.jpg,0.0,0,0,0,Celic,0.0,False,None,a,7,1406,0,1,0,0,0,0.0,0.0,Celic,0
0,0,0,100,100,3,28,110369,0,0,0,0,0,33,0,1,5.7,0.0,5,Bobby,0.0,43,0,194,False,0,2070,,2021-07-27T13:58:34.775369Z,50,0,0,0,110369.jpg,4.1,253,0,86,Allain,1.8,False,None,a,8,2596,93,547,0,770,0,0.0,18.6,Allain,4
0,0,0,0,0,1,11,523952,0,0,-1,1,0,7,0,1,0.0,0.0,0,Mergim,0.0,15,0,195,False,0,630,Sjuk,2021-10-28T09:11:01.870720Z,44,0,0,0,523952.jpg,3.6,67,0,22,Krasniqi,0.4,False,None,i,8,2596,25,84,0,79,0,0.0,5.7,Krasniqi,0
0,0,0,0,0,0,0,508539,0,0,0,0,0,0,0,1,0.0,0.0,0,Gustav,0.0,0,0,196,False,0,0,Utlånad till FC Linköping City,2021-06-30T08:19:27.197172Z,40,0,0,0,508539.jpg,0.0,0,0,0,Leijon,1.2,False,None,u,8,2596,0,98,0,308,0,0.0,0.0,Leijon,0
0,0,0,100,100,1,30,135414,0,0,-2,2,6,3,0,2,1.0,0.0,0,Kevin,0.0,24,0,197,False,7,1128,,2021-04-10T08:47:13.894835Z,48,0,0,0,135414.jpg,1.6,52,0,0,Wright,0.8,False,None,a,8,2596,24,142,0,584,0,0.0,5.0,Wright,2
0,0,0,100,100,3,167,223842,0,0,-2,2,1,29,0,2,0.0,0.0,0,Andreas,0.0,44,0,198,False,5,1961,,2021-10-25T19:42:39.891699Z,53,0,0,0,223842.jpg,2.6,119,1,0,Skovgaard,1.3,False,None,a,8,2596,60,124,0,450,0,0.0,11.3,Skovgaard,6
0,0,0,100,100,3,95,61769,0,0,-4,4,0,8,1,2,0.0,0.0,0,Michael,0.0,33,0,199,False,0,1372,,2021-10-27T11:54:30.246981Z,41,0,0,0,61769.jpg,2.1,50,0,0,Almebäck,7.0,False,None,a,8,2596,37,1397,0,4405,0,0.0,9.0,Almebäck,3
0,1,1,None,None,0,29,484393,0,0,-2,2,0,3,0,2,0.7,0.0,2,Niclas,0.0,11,0,200,False,1,518,,None,38,0,0,0,484393.jpg,1.5,29,0,0,Bergmark,2.4,False,None,a,8,2596,12,705,0,849,0,0.0,3.2,Bergmark,2
0,1,1,0,0,2,27,182412,0,0,-1,1,7,1,0,2,0.0,0.0,2,Daniel,0.0,22,0,201,False,12,864,Skadad. Tillbaka i spel: okänt,2021-10-28T09:11:01.891500Z,44,0,0,0,182412.jpg,1.6,33,0,0,Björnquist,0.4,False,None,i,8,2596,31,54,0,122,0,0.0,7.0,Björnquist,0
0,0,0,0,0,0,0,241630,0,0,-2,2,0,0,0,2,0.0,0.0,0,Arvid,0.0,0,0,202,False,0,0,Lämnat för Örgryte IS.,2021-03-23T09:59:52.418204Z,43,0,0,0,241630.jpg,0.0,0,0,0,Brorsson,0.0,False,None,u,8,2596,0,1,0,9,0,0.0,0.0,Brorsson,0
3,2,1,100,100,3,90,484396,0,0,-3,3,14,8,0,2,3.3,0.0,0,Hussein,0.0,31,0,203,False,9,1622,,2021-08-30T12:45:38.916212Z,42,0,0,0,484396.jpg,2.3,67,0,0,Ali,1.8,False,None,a,8,2596,62,872,0,1791,0,0.0,14.8,H.Ali,3
2,2,2,None,None,3,139,496963,0,0,-3,3,5,18,2,2,5.0,0.0,6,Benjamin,0.0,51,0,204,False,12,2331,,None,42,1,0,0,496963.jpg,2.5,138,0,0,Hjertstrand,0.5,False,None,a,8,2596,71,101,0,179,0,0.0,16.9,Hjertstrand,2
1,0,0,0,0,0,6,111716,0,0,-2,2,0,0,1,3,0.0,0.0,0,Martin,0.0,5,1,205,False,2,222,Knäskadad. Missar resten av säsongen,2021-10-25T19:43:05.406455Z,53,0,0,0,111716.jpg,1.7,12,0,0,Broberg,0.2,False,None,i,8,2596,17,13,0,45,0,0.0,3.2,Broberg,1
0,0,0,0,0,0,0,230565,0,0,-2,2,0,0,0,3,0.0,0.0,0,Alfred,0.0,0,0,206,False,0,0,Lämnat klubben.,2021-06-30T12:51:46.229541Z,43,0,0,0,230565.jpg,0.0,0,0,0,Ajdarevic,0.4,False,None,u,8,2596,0,77,0,208,0,0.0,0.0,Ajdarevic,0
1,0,0,0,0,4,42,479386,0,0,-5,5,3,4,0,3,0.0,0.0,0,Dennis,0.0,29,2,207,False,6,1420,Knäskadad. Tillbaka i spel: okänt,2021-10-05T17:47:00.390473Z,45,0,0,0,479386.jpg,2.7,64,0,0,Collander,2.0,False,None,i,8,2596,57,744,0,2043,0,0.0,12.7,Collander,2
0,3,2,100,100,2,12,479351,0,0,-1,1,1,1,0,3,2.7,0.0,7,Jake,0.0,20,1,208,False,10,883,,2021-04-10T08:47:13.916827Z,64,0,0,0,479351.jpg,1.9,36,0,0,Larsson,0.4,False,None,a,8,2596,39,21,0,132,0,0.0,6.1,Larsson,1
