total_points,now_cost,indexes
54,114,"[629, 630, 631]"
79,115,"[629, 630, 95]"
87,116,"[629, 95, 140]"
125,117,"[629, 630, 427]"
150,118,"[629, 95, 427]"
158,119,"[95, 140, 427]"
181,120,"[95, 335, 427]"
194,121,"[629, 427, 409]"
219,122,"[95, 427, 409]"
235,123,"[95, 427, 483]"
241,124,"[335, 427, 483]"
252,125,"[427, 409, 192]"
279,126,"[427, 409, 483]"
283,127,"[427, 483, 141]"
289,128,"[427, 483, 92]"
296,129,"[427, 409, 145]"
312,130,"[427, 483, 145]"
321,132,"[427, 483, 162]"
329,134,"[427, 145, 423]"
338,135,"[427, 145, 162]"
343,136,"[483, 145, 423]"
352,137,"[483, 145, 162]"
355,140,"[427, 145, 221]"
369,141,"[145, 423, 162]"
377,142,"[427, 483, 245]"
381,143,"[483, 145, 484]"
394,145,"[427, 145, 245]"
408,147,"[483, 145, 245]"
417,149,"[483, 162, 245]"
425,151,"[145, 423, 245]"
434,152,"[145, 162, 245]"
446,155,"[483, 484, 245]"
451,157,"[145, 221, 245]"
463,158,"[145, 484, 245]"
472,160,"[162, 484, 245]"
478,164,"[162, 245, 116]"
489,165,"[221, 484, 245]"
491,167,"[145, 484, 247]"
501,168,"[483, 245, 247]"
507,170,"[484, 245, 116]"
518,171,"[145, 245, 247]"
527,173,"[162, 245, 247]"
544,178,"[221, 245, 247]"
556,179,"[484, 245, 247]"
562,183,"[245, 116, 247]"
567,187,"[221, 247, 246]"
579,188,"[484, 247, 246]"
606,192,"[245, 247, 246]"
