total_points,now_cost,indexes
687,327,"[12, 235, 82]"
630,317,"[12, 235, 14]"
619,315,"[12, 235, 212]"
558,314,"[12, 235, 267]"
544,312,"[12, 235, 461]"
536,309,"[12, 235, 268]"
517,306,"[12, 235, 237]"
512,302,"[12, 14, 461]"
501,300,"[12, 212, 461]"
440,299,"[12, 267, 461]"
432,296,"[12, 267, 268]"
418,294,"[12, 461, 268]"
413,293,"[12, 267, 237]"
399,291,"[12, 461, 237]"
391,288,"[12, 268, 237]"
375,287,"[235, 267, 461]"
367,284,"[235, 267, 268]"
353,282,"[235, 461, 268]"
348,281,"[235, 267, 237]"
334,279,"[235, 461, 237]"
326,276,"[235, 268, 237]"
321,272,"[12, 237, 258]"
296,271,"[267, 461, 176]"
249,269,"[267, 461, 268]"
230,266,"[267, 461, 237]"
222,263,"[267, 268, 237]"
208,261,"[461, 268, 237]"
179,253,"[267, 461, 258]"
176,251,"[267, 461, 85]"
171,250,"[267, 268, 258]"
157,248,"[461, 268, 258]"
152,247,"[267, 237, 258]"
138,245,"[461, 237, 258]"
135,243,"[461, 237, 85]"
130,242,"[268, 237, 258]"
127,240,"[268, 237, 85]"
115,234,"[267, 258, 84]"
98,232,"[267, 258, 85]"
84,230,"[461, 258, 85]"
76,227,"[268, 258, 85]"
74,226,"[237, 258, 84]"
57,224,"[237, 258, 85]"
55,217,"[237, 85, 229]"
54,212,"[237, 85, 23]"
20,211,"[258, 84, 85]"
11,208,"[258, 85, 565]"
4,204,"[258, 85, 229]"
3,199,"[258, 85, 23]"
1,192,"[85, 229, 23]"
0,183,"[85, 23, 159]"
