total_points,now_cost,indexes
1010,515,"[12, 235, 82, 14, 212]"
949,514,"[12, 235, 82, 14, 267]"
935,512,"[12, 235, 82, 14, 461]"
924,510,"[12, 235, 82, 212, 461]"
863,509,"[12, 235, 82, 267, 461]"
855,506,"[12, 235, 82, 267, 268]"
841,504,"[12, 235, 82, 461, 268]"
836,503,"[12, 235, 82, 267, 237]"
822,501,"[12, 235, 82, 461, 237]"
806,499,"[12, 235, 14, 267, 461]"
795,497,"[12, 235, 212, 267, 461]"
784,494,"[12, 235, 14, 461, 268]"
759,493,"[12, 235, 267, 461, 176]"
712,491,"[12, 235, 267, 461, 268]"
693,488,"[12, 235, 267, 461, 237]"
685,485,"[12, 235, 267, 268, 237]"
671,483,"[12, 235, 461, 268, 237]"
669,479,"[12, 212, 267, 461, 268]"
661,478,"[12, 14, 267, 461, 237]"
650,476,"[12, 212, 267, 461, 237]"
633,475,"[12, 267, 461, 176, 268]"
614,472,"[12, 267, 461, 176, 237]"
567,470,"[12, 267, 461, 268, 237]"
549,460,"[235, 267, 461, 176, 237]"
502,458,"[235, 267, 461, 268, 237]"
497,454,"[12, 267, 461, 237, 258]"
494,452,"[12, 267, 461, 237, 85]"
489,451,"[12, 267, 268, 237, 258]"
475,449,"[12, 461, 268, 237, 258]"
470,448,"[14, 267, 461, 268, 237]"
459,446,"[212, 267, 461, 268, 237]"
451,445,"[235, 267, 461, 268, 258]"
448,443,"[235, 267, 461, 268, 85]"
423,442,"[267, 461, 176, 268, 237]"
410,437,"[235, 461, 268, 237, 258]"
407,435,"[235, 461, 268, 237, 85]"
400,432,"[14, 267, 461, 237, 258]"
389,430,"[212, 267, 461, 237, 258]"
359,429,"[267, 461, 268, 237, 16]"
353,426,"[267, 461, 176, 237, 258]"
306,424,"[267, 461, 268, 237, 258]"
303,422,"[267, 461, 268, 237, 85]"
289,413,"[267, 461, 237, 16, 258]"
269,411,"[267, 461, 268, 258, 84]"
252,409,"[267, 461, 268, 258, 85]"
250,408,"[267, 461, 237, 258, 84]"
233,406,"[267, 461, 237, 258, 85]"
225,403,"[267, 268, 237, 258, 85]"
211,401,"[461, 268, 237, 258, 85]"
209,394,"[461, 268, 237, 85, 229]"
196,393,"[267, 461, 258, 84, 85]"
187,390,"[267, 461, 258, 85, 565]"
174,388,"[461, 268, 258, 84, 85]"
169,387,"[267, 237, 258, 84, 85]"
155,385,"[461, 237, 258, 84, 85]"
146,382,"[461, 237, 258, 85, 565]"
138,379,"[268, 237, 258, 85, 565]"
131,375,"[268, 237, 258, 85, 229]"
123,371,"[267, 258, 84, 85, 565]"
109,369,"[461, 258, 84, 85, 565]"
101,366,"[268, 258, 84, 85, 565]"
82,363,"[237, 258, 84, 85, 565]"
75,359,"[237, 258, 84, 85, 229]"
66,356,"[237, 258, 85, 565, 229]"
65,351,"[237, 258, 85, 565, 23]"
58,347,"[237, 258, 85, 229, 23]"
56,345,"[258, 84, 85, 565, 393]"
29,343,"[258, 84, 85, 565, 229]"
28,338,"[258, 84, 85, 565, 23]"
21,334,"[258, 84, 85, 229, 23]"
12,331,"[258, 85, 565, 229, 23]"
6,322,"[258, 85, 229, 23, 351]"
4,318,"[258, 85, 229, 23, 159]"
3,308,"[258, 85, 23, 159, 91]"
1,301,"[85, 229, 23, 159, 91]"
0,290,"[85, 23, 159, 91, 238]"
