total_points,now_cost,indexes
854,422,"[12, 235, 82, 14]"
843,420,"[12, 235, 82, 212]"
782,419,"[12, 235, 82, 267]"
768,417,"[12, 235, 82, 461]"
760,414,"[12, 235, 82, 268]"
741,411,"[12, 235, 82, 237]"
725,409,"[12, 235, 14, 267]"
711,407,"[12, 235, 14, 461]"
700,405,"[12, 235, 212, 461]"
639,404,"[12, 235, 267, 461]"
631,401,"[12, 235, 267, 268]"
617,399,"[12, 235, 461, 268]"
612,398,"[12, 235, 267, 237]"
598,396,"[12, 235, 461, 237]"
590,393,"[12, 235, 268, 237]"
585,389,"[12, 14, 461, 268]"
560,388,"[12, 267, 461, 176]"
513,386,"[12, 267, 461, 268]"
494,383,"[12, 267, 461, 237]"
486,380,"[12, 267, 268, 237]"
472,378,"[12, 461, 268, 237]"
448,374,"[235, 267, 461, 268]"
429,371,"[235, 267, 461, 237]"
421,368,"[235, 267, 268, 237]"
407,366,"[235, 461, 268, 237]"
402,362,"[12, 461, 237, 258]"
397,361,"[14, 267, 461, 237]"
386,359,"[212, 267, 461, 237]"
369,358,"[267, 461, 176, 268]"
350,355,"[267, 461, 176, 237]"
303,353,"[267, 461, 268, 237]"
286,342,"[267, 461, 237, 16]"
252,340,"[267, 461, 268, 258]"
249,338,"[267, 461, 268, 85]"
233,337,"[267, 461, 237, 258]"
230,335,"[267, 461, 237, 85]"
225,334,"[267, 268, 237, 258]"
211,332,"[461, 268, 237, 258]"
208,330,"[461, 268, 237, 85]"
196,324,"[267, 461, 258, 84]"
179,322,"[267, 461, 258, 85]"
171,319,"[267, 268, 258, 85]"
169,318,"[267, 237, 258, 84]"
157,317,"[461, 268, 258, 85]"
152,316,"[267, 237, 258, 85]"
138,314,"[461, 237, 258, 85]"
130,311,"[268, 237, 258, 85]"
128,304,"[268, 237, 85, 229]"
115,303,"[267, 258, 84, 85]"
101,301,"[461, 258, 84, 85]"
92,298,"[461, 258, 85, 565]"
74,295,"[237, 258, 84, 85]"
65,292,"[237, 258, 85, 565]"
58,288,"[237, 258, 85, 229]"
57,283,"[237, 258, 85, 23]"
28,279,"[258, 84, 85, 565]"
21,275,"[258, 84, 85, 229]"
12,272,"[258, 85, 565, 229]"
11,267,"[258, 85, 565, 23]"
4,263,"[258, 85, 229, 23]"
3,254,"[258, 85, 23, 159]"
1,247,"[85, 229, 23, 159]"
0,237,"[85, 23, 159, 91]"
