total_points,now_cost,indexes
7,73,"[488, 136]"
18,75,"[488, 465]"
18,75,"[488, 532]"
48,76,"[488, 134]"
48,76,"[488, 550]"
52,79,"[465, 134]"
52,79,"[465, 550]"
82,80,"[134, 550]"
72,84,"[488, 168]"
101,86,"[488, 300]"
94,87,"[136, 300]"
106,88,"[134, 168]"
106,88,"[550, 168]"
135,90,"[134, 300]"
135,90,"[550, 300]"
159,98,"[168, 300]"
140,98,"[168, 432]"
143,99,"[429, 300]"
169,100,"[134, 654]"
169,100,"[134, 664]"
188,104,"[300, 490]"
193,108,"[168, 654]"
193,108,"[168, 664]"
222,110,"[300, 654]"
222,110,"[300, 664]"
256,120,"[654, 664]"
247,122,"[300, 792]"
281,132,"[654, 792]"
281,132,"[654, 831]"
306,144,"[792, 831]"
282,146,"[654, 1247]"
307,158,"[792, 1247]"
307,158,"[792, 1253]"
308,172,"[1247, 1253]"
