total_points,now_cost,indexes
909,472,"[191, 192, 214, 215]"
827,463,"[191, 192, 214, 342]"
659,457,"[191, 192, 214, 216]"
624,434,"[191, 192, 342, 216]"
607,433,"[191, 214, 342, 216]"
595,429,"[192, 214, 342, 216]"
572,427,"[191, 192, 216, 615]"
555,426,"[191, 214, 216, 615]"
503,423,"[191, 192, 216, 343]"
486,422,"[191, 214, 216, 343]"
474,418,"[192, 214, 216, 343]"
455,405,"[191, 192, 216, 240]"
438,404,"[191, 214, 216, 240]"
426,400,"[192, 214, 216, 240]"
422,394,"[214, 342, 216, 343]"
399,392,"[191, 216, 343, 615]"
387,388,"[192, 216, 343, 615]"
370,387,"[214, 216, 343, 615]"
333,385,"[191, 216, 343, 238]"
321,381,"[192, 216, 343, 238]"
304,380,"[214, 216, 343, 238]"
282,370,"[191, 216, 343, 240]"
270,366,"[192, 216, 343, 240]"
253,365,"[214, 216, 343, 240]"
238,351,"[191, 216, 240, 16]"
217,350,"[216, 343, 238, 615]"
209,346,"[214, 216, 240, 16]"
166,335,"[216, 343, 615, 240]"
100,328,"[216, 343, 238, 240]"
81,313,"[216, 343, 240, 114]"
53,312,"[216, 343, 240, 16]"
49,300,"[216, 343, 240, 99]"
37,294,"[216, 240, 114, 16]"
20,289,"[216, 240, 16, 194]"
17,285,"[216, 240, 16, 115]"
5,281,"[216, 240, 16, 99]"
1,268,"[216, 240, 99, 51]"
0,230,"[240, 99, 51, 52]"
