total_points,now_cost,indexes
1078,569,"[191, 192, 214, 215, 342]"
910,563,"[191, 192, 214, 215, 216]"
828,554,"[191, 192, 214, 342, 216]"
776,547,"[191, 192, 214, 216, 615]"
707,543,"[191, 192, 214, 216, 343]"
659,525,"[191, 192, 214, 216, 240]"
655,519,"[191, 214, 342, 216, 343]"
643,515,"[192, 214, 342, 216, 343]"
620,513,"[191, 192, 216, 343, 615]"
603,512,"[191, 214, 216, 343, 615]"
591,508,"[192, 214, 216, 343, 615]"
554,506,"[191, 192, 216, 343, 238]"
537,505,"[191, 214, 216, 343, 238]"
525,501,"[192, 214, 216, 343, 238]"
503,491,"[191, 192, 216, 343, 240]"
486,490,"[191, 214, 216, 343, 240]"
474,486,"[192, 214, 216, 343, 240]"
473,477,"[214, 342, 216, 343, 238]"
450,475,"[191, 216, 343, 238, 615]"
438,471,"[192, 216, 343, 238, 615]"
421,470,"[214, 216, 343, 238, 615]"
399,460,"[191, 216, 343, 615, 240]"
387,456,"[192, 216, 343, 615, 240]"
370,455,"[214, 216, 343, 615, 240]"
333,453,"[191, 216, 343, 238, 240]"
321,449,"[192, 216, 343, 238, 240]"
304,448,"[214, 216, 343, 238, 240]"
286,437,"[191, 216, 343, 240, 16]"
274,433,"[192, 216, 343, 240, 16]"
257,432,"[214, 216, 343, 240, 16]"
253,420,"[214, 216, 343, 240, 99]"
217,418,"[216, 343, 238, 615, 240]"
216,404,"[216, 343, 238, 218, 240]"
198,403,"[216, 343, 615, 240, 114]"
170,402,"[216, 343, 615, 240, 16]"
153,397,"[216, 343, 238, 15, 240]"
132,396,"[216, 343, 238, 240, 114]"
104,395,"[216, 343, 238, 240, 16]"
100,383,"[216, 343, 238, 240, 99]"
85,380,"[216, 343, 240, 114, 16]"
68,375,"[216, 343, 240, 16, 194]"
65,371,"[216, 343, 240, 16, 115]"
53,367,"[216, 343, 240, 16, 99]"
52,357,"[216, 240, 114, 16, 194]"
49,354,"[216, 343, 240, 99, 51]"
41,350,"[216, 240, 16, 194, 76]"
37,349,"[216, 240, 114, 16, 99]"
32,348,"[216, 240, 16, 194, 115]"
20,344,"[216, 240, 16, 194, 99]"
17,340,"[216, 240, 16, 115, 99]"
5,335,"[216, 240, 16, 99, 51]"
1,321,"[216, 240, 99, 51, 52]"
0,282,"[240, 99, 51, 52, 322]"
