total_points,now_cost,indexes
658,366,"[191, 192, 214]"
623,343,"[191, 192, 342]"
606,342,"[191, 214, 342]"
594,338,"[192, 214, 342]"
455,337,"[191, 192, 216]"
438,336,"[191, 214, 216]"
426,332,"[192, 214, 216]"
403,313,"[191, 342, 216]"
391,309,"[192, 342, 216]"
374,308,"[214, 342, 216]"
351,306,"[191, 216, 615]"
282,302,"[191, 216, 343]"
270,298,"[192, 216, 343]"
253,297,"[214, 216, 343]"
234,284,"[191, 216, 240]"
222,280,"[192, 216, 240]"
205,279,"[214, 216, 240]"
166,267,"[216, 343, 615]"
100,260,"[216, 343, 238]"
49,245,"[216, 343, 240]"
33,227,"[216, 240, 114]"
5,226,"[216, 240, 16]"
1,214,"[216, 240, 99]"
0,177,"[240, 99, 51]"
