total_points,now_cost,indexes
0,114,"[497, 498, 499]"
43,115,"[497, 498, 489]"
69,116,"[497, 489, 492]"
93,117,"[489, 492, 494]"
132,118,"[497, 489, 440]"
158,119,"[489, 492, 440]"
181,120,"[489, 477, 440]"
186,121,"[489, 440, 437]"
219,122,"[489, 440, 397]"
235,123,"[489, 440, 379]"
241,124,"[477, 440, 379]"
252,125,"[440, 397, 416]"
279,126,"[440, 397, 379]"
283,127,"[440, 379, 350]"
289,128,"[440, 379, 335]"
296,129,"[440, 397, 215]"
312,130,"[440, 379, 215]"
321,132,"[440, 379, 139]"
329,134,"[440, 215, 186]"
338,135,"[440, 215, 139]"
343,136,"[379, 215, 186]"
352,137,"[379, 215, 139]"
355,140,"[440, 215, 41]"
369,141,"[215, 186, 139]"
381,143,"[379, 215, 31]"
390,145,"[379, 139, 31]"
398,147,"[215, 186, 31]"
407,148,"[215, 139, 31]"
410,152,"[215, 41, 40]"
424,153,"[215, 41, 31]"
433,155,"[139, 41, 31]"
448,160,"[41, 40, 31]"
