total_points,now_cost,indexes
90,86,"[575, 164]"
127,87,"[575, 336]"
129,89,"[575, 70]"
160,90,"[336, 70]"
167,97,"[336, 52]"
169,99,"[70, 52]"
200,101,"[336, 67]"
202,103,"[70, 67]"
209,105,"[336, 478]"
225,107,"[336, 500]"
227,109,"[70, 500]"
234,116,"[52, 500]"
251,118,"[67, 478]"
267,120,"[67, 500]"
276,124,"[478, 500]"
287,131,"[67, 355]"
296,135,"[478, 355]"
312,137,"[500, 355]"
342,158,"[67, 143]"
351,162,"[478, 143]"
367,164,"[500, 143]"
387,175,"[355, 143]"
390,193,"[355, 403]"
417,205,"[143, 97]"
445,220,"[143, 403]"
