total_points,now_cost,indexes
90,86,"[575, 164]"
127,87,"[575, 336]"
121,87,"[164, 336]"
129,89,"[575, 70]"
123,89,"[164, 70]"
160,90,"[336, 70]"
136,96,"[575, 52]"
130,96,"[164, 52]"
167,97,"[336, 52]"
169,99,"[70, 52]"
169,100,"[575, 67]"
163,100,"[164, 67]"
200,101,"[336, 67]"
202,103,"[70, 67]"
156,103,"[575, 68]"
150,103,"[164, 68]"
187,104,"[336, 68]"
178,104,"[575, 478]"
172,104,"[164, 478]"
209,105,"[336, 478]"
194,106,"[575, 500]"
189,106,"[70, 68]"
188,106,"[164, 500]"
225,107,"[336, 500]"
211,107,"[70, 478]"
227,109,"[70, 500]"
209,110,"[52, 67]"
196,113,"[52, 68]"
218,114,"[52, 478]"
184,115,"[575, 213]"
178,115,"[164, 213]"
234,116,"[52, 500]"
215,116,"[336, 213]"
229,117,"[67, 68]"
214,117,"[575, 355]"
208,117,"[164, 355]"
251,118,"[67, 478]"
245,118,"[336, 355]"
217,118,"[70, 213]"
267,120,"[67, 500]"
247,120,"[70, 355]"
238,121,"[68, 478]"
254,123,"[68, 500]"
276,124,"[478, 500]"
224,125,"[52, 213]"
254,127,"[52, 355]"
257,129,"[67, 213]"
287,131,"[67, 355]"
244,132,"[68, 213]"
266,133,"[478, 213]"
274,134,"[68, 355]"
296,135,"[478, 355]"
282,135,"[500, 213]"
312,137,"[500, 355]"
209,142,"[575, 184]"
203,142,"[164, 184]"
240,143,"[336, 184]"
269,144,"[575, 143]"
263,144,"[164, 143]"
300,145,"[336, 143]"
242,145,"[70, 184]"
302,146,"[213, 355]"
302,147,"[70, 143]"
244,147,"[575, 97]"
238,147,"[164, 97]"
275,148,"[336, 97]"
277,150,"[70, 97]"
249,152,"[52, 184]"
309,154,"[52, 143]"
282,156,"[67, 184]"
284,157,"[52, 97]"
342,158,"[67, 143]"
269,159,"[68, 184]"
291,160,"[478, 184]"
329,161,"[68, 143]"
317,161,"[67, 97]"
351,162,"[478, 143]"
307,162,"[500, 184]"
272,162,"[575, 403]"
266,162,"[164, 403]"
303,163,"[336, 403]"
367,164,"[500, 143]"
304,164,"[68, 97]"
326,165,"[478, 97]"
305,165,"[70, 403]"
342,167,"[500, 97]"
297,171,"[213, 184]"
312,172,"[52, 403]"
357,173,"[213, 143]"
327,173,"[355, 184]"
387,175,"[355, 143]"
345,176,"[67, 403]"
332,176,"[213, 97]"
362,178,"[355, 97]"
332,179,"[68, 403]"
354,180,"[478, 403]"
370,182,"[500, 403]"
360,191,"[213, 403]"
390,193,"[355, 403]"
382,200,"[184, 143]"
357,203,"[184, 97]"
417,205,"[143, 97]"
385,218,"[184, 403]"
445,220,"[143, 403]"
420,223,"[97, 403]"
