cost,points_total,indexes
461,451,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 504, 163]"
462,466,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 504, 133]"
451,381,"[444, 446, 529, 526, 539, 540, 509, 615, 614, 416, 607]"
452,407,"[444, 446, 529, 526, 539, 540, 509, 615, 614, 416, 596]"
453,459,"[444, 446, 529, 526, 539, 540, 509, 615, 614, 416, 527]"
454,475,"[444, 446, 529, 526, 539, 540, 509, 615, 614, 416, 508]"
455,479,"[444, 446, 529, 526, 539, 540, 509, 615, 614, 416, 445]"
457,493,"[444, 446, 529, 526, 539, 540, 509, 615, 614, 416, 310]"
462,507,"[444, 446, 529, 526, 539, 540, 509, 615, 614, 416, 163]"
463,522,"[444, 446, 529, 526, 539, 540, 509, 615, 614, 416, 133]"
452,382,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 416, 607]"
453,408,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 416, 596]"
454,460,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 416, 527]"
455,476,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 416, 508]"
456,480,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 416, 445]"
458,494,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 416, 310]"
463,508,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 416, 163]"
464,523,"[444, 446, 529, 526, 539, 540, 509, 613, 614, 416, 133]"
454,419,"[444, 446, 529, 526, 539, 540, 509, 614, 531, 416, 607]"
455,445,"[444, 446, 529, 526, 539, 540, 509, 614, 531, 416, 596]"
456,497,"[444, 446, 529, 526, 539, 540, 509, 614, 531, 416, 527]"
457,513,"[444, 446, 529, 526, 539, 540, 509, 614, 531, 416, 508]"
458,517,"[444, 446, 529, 526, 539, 540, 509, 614, 531, 416, 445]"
460,531,"[444, 446, 529, 526, 539, 540, 509, 614, 531, 416, 310]"
465,545,"[444, 446, 529, 526, 539, 540, 509, 614, 531, 416, 163]"
466,560,"[444, 446, 529, 526, 539, 540, 509, 614, 531, 416, 133]"
455,427,"[444, 446, 529, 526, 539, 540, 509, 614, 504, 416, 607]"
456,453,"[444, 446, 529, 526, 539, 540, 509, 614, 504, 416, 596]"
457,505,"[444, 446, 529, 526, 539, 540, 509, 614, 504, 416, 527]"
458,521,"[444, 446, 529, 526, 539, 540, 509, 614, 504, 416, 508]"
459,525,"[444, 446, 529, 526, 539, 540, 509, 614, 504, 416, 445]"
461,539,"[444, 446, 529, 526, 539, 540, 509, 614, 504, 416, 310]"
466,553,"[444, 446, 529, 526, 539, 540, 509, 614, 504, 416, 163]"
467,568,"[444, 446, 529, 526, 539, 540, 509, 614, 504, 416, 133]"
458,444,"[444, 446, 529, 526, 539, 540, 509, 531, 504, 416, 607]"
459,470,"[444, 446, 529, 526, 539, 540, 509, 531, 504, 416, 596]"
460,522,"[444, 446, 529, 526, 539, 540, 509, 531, 504, 416, 527]"
461,538,"[444, 446, 529, 526, 539, 540, 509, 531, 504, 416, 508]"
462,542,"[444, 446, 529, 526, 539, 540, 509, 531, 504, 416, 445]"
464,556,"[444, 446, 529, 526, 539, 540, 509, 531, 504, 416, 310]"
469,570,"[444, 446, 529, 526, 539, 540, 509, 531, 504, 416, 163]"
470,585,"[444, 446, 529, 526, 539, 540, 509, 531, 504, 416, 133]"
459,468,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 271, 607]"
460,494,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 271, 596]"
461,546,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 271, 527]"
462,562,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 271, 508]"
463,566,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 271, 445]"
465,580,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 271, 310]"
470,594,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 271, 163]"
471,609,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 271, 133]"
462,485,"[444, 446, 529, 526, 539, 540, 509, 531, 416, 271, 607]"
463,511,"[444, 446, 529, 526, 539, 540, 509, 531, 416, 271, 596]"
464,563,"[444, 446, 529, 526, 539, 540, 509, 531, 416, 271, 527]"
465,579,"[444, 446, 529, 526, 539, 540, 509, 531, 416, 271, 508]"
466,583,"[444, 446, 529, 526, 539, 540, 509, 531, 416, 271, 445]"
468,597,"[444, 446, 529, 526, 539, 540, 509, 531, 416, 271, 310]"
473,611,"[444, 446, 529, 526, 539, 540, 509, 531, 416, 271, 163]"
474,626,"[444, 446, 529, 526, 539, 540, 509, 531, 416, 271, 133]"
463,493,"[444, 446, 529, 526, 539, 540, 509, 504, 416, 271, 607]"
464,519,"[444, 446, 529, 526, 539, 540, 509, 504, 416, 271, 596]"
465,571,"[444, 446, 529, 526, 539, 540, 509, 504, 416, 271, 527]"
466,587,"[444, 446, 529, 526, 539, 540, 509, 504, 416, 271, 508]"
467,591,"[444, 446, 529, 526, 539, 540, 509, 504, 416, 271, 445]"
469,605,"[444, 446, 529, 526, 539, 540, 509, 504, 416, 271, 310]"
474,619,"[444, 446, 529, 526, 539, 540, 509, 504, 416, 271, 163]"
475,634,"[444, 446, 529, 526, 539, 540, 509, 504, 416, 271, 133]"
467,506,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 277, 607]"
468,532,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 277, 596]"
469,584,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 277, 527]"
470,600,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 277, 508]"
471,604,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 277, 445]"
473,618,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 277, 310]"
478,632,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 277, 163]"
479,647,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 277, 133]"
471,507,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 50, 607]"
472,533,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 50, 596]"
473,585,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 50, 527]"
474,601,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 50, 508]"
475,605,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 50, 445]"
477,619,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 50, 310]"
482,633,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 50, 163]"
483,648,"[444, 446, 529, 526, 539, 540, 509, 614, 416, 50, 133]"
473,534,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 122, 607]"
474,560,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 122, 596]"
475,612,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 122, 527]"
476,628,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 122, 508]"
477,632,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 122, 445]"
479,646,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 122, 310]"
484,660,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 122, 163]"
485,675,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 122, 133]"
479,573,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 50, 607]"
480,599,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 50, 596]"
481,651,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 50, 527]"
482,667,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 50, 508]"
483,671,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 50, 445]"
485,685,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 50, 310]"
490,699,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 50, 163]"
491,714,"[444, 446, 529, 526, 539, 540, 509, 416, 271, 50, 133]"
447,321,"[444, 446, 526, 539, 540, 509, 488, 613, 615, 614, 607]"
448,347,"[444, 446, 526, 539, 540, 509, 488, 613, 615, 614, 596]"
449,399,"[444, 446, 526, 539, 540, 509, 488, 613, 615, 614, 527]"
450,415,"[444, 446, 526, 539, 540, 509, 488, 613, 615, 614, 508]"
451,419,"[444, 446, 526, 539, 540, 509, 488, 613, 615, 614, 445]"
453,433,"[444, 446, 526, 539, 540, 509, 488, 613, 615, 614, 310]"
458,447,"[444, 446, 526, 539, 540, 509, 488, 613, 615, 614, 163]"
459,462,"[444, 446, 526, 539, 540, 509, 488, 613, 615, 614, 133]"
449,358,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 531, 607]"
450,384,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 531, 596]"
451,436,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 531, 527]"
452,452,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 531, 508]"
453,456,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 531, 445]"
455,470,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 531, 310]"
460,484,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 531, 163]"
461,499,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 531, 133]"
450,366,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 504, 607]"
451,392,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 504, 596]"
452,444,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 504, 527]"
453,460,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 504, 508]"
454,464,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 504, 445]"
456,478,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 504, 310]"
461,492,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 504, 163]"
462,507,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 504, 133]"
451,367,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 504, 607]"
452,393,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 504, 596]"
453,445,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 504, 527]"
454,461,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 504, 508]"
455,465,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 504, 445]"
457,479,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 504, 310]"
462,493,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 504, 163]"
463,508,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 504, 133]"
452,423,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 416, 607]"
453,449,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 416, 596]"
454,501,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 416, 527]"
455,517,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 416, 508]"
456,521,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 416, 445]"
458,535,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 416, 310]"
463,549,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 416, 163]"
464,564,"[444, 446, 526, 539, 540, 509, 488, 615, 614, 416, 133]"
453,424,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 416, 607]"
454,450,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 416, 596]"
455,502,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 416, 527]"
456,518,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 416, 508]"
457,522,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 416, 445]"
459,536,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 416, 310]"
464,550,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 416, 163]"
465,565,"[444, 446, 526, 539, 540, 509, 488, 613, 614, 416, 133]"
455,461,"[444, 446, 526, 539, 540, 509, 488, 614, 531, 416, 607]"
456,487,"[444, 446, 526, 539, 540, 509, 488, 614, 531, 416, 596]"
457,539,"[444, 446, 526, 539, 540, 509, 488, 614, 531, 416, 527]"
458,555,"[444, 446, 526, 539, 540, 509, 488, 614, 531, 416, 508]"
459,559,"[444, 446, 526, 539, 540, 509, 488, 614, 531, 416, 445]"
461,573,"[444, 446, 526, 539, 540, 509, 488, 614, 531, 416, 310]"
466,587,"[444, 446, 526, 539, 540, 509, 488, 614, 531, 416, 163]"
467,602,"[444, 446, 526, 539, 540, 509, 488, 614, 531, 416, 133]"
456,469,"[444, 446, 526, 539, 540, 509, 488, 614, 504, 416, 607]"
457,495,"[444, 446, 526, 539, 540, 509, 488, 614, 504, 416, 596]"
458,547,"[444, 446, 526, 539, 540, 509, 488, 614, 504, 416, 527]"
459,563,"[444, 446, 526, 539, 540, 509, 488, 614, 504, 416, 508]"
460,567,"[444, 446, 526, 539, 540, 509, 488, 614, 504, 416, 445]"
462,581,"[444, 446, 526, 539, 540, 509, 488, 614, 504, 416, 310]"
467,595,"[444, 446, 526, 539, 540, 509, 488, 614, 504, 416, 163]"
468,610,"[444, 446, 526, 539, 540, 509, 488, 614, 504, 416, 133]"
459,486,"[444, 446, 526, 539, 540, 509, 488, 531, 504, 416, 607]"
460,512,"[444, 446, 526, 539, 540, 509, 488, 531, 504, 416, 596]"
461,564,"[444, 446, 526, 539, 540, 509, 488, 531, 504, 416, 527]"
462,580,"[444, 446, 526, 539, 540, 509, 488, 531, 504, 416, 508]"
463,584,"[444, 446, 526, 539, 540, 509, 488, 531, 504, 416, 445]"
465,598,"[444, 446, 526, 539, 540, 509, 488, 531, 504, 416, 310]"
470,612,"[444, 446, 526, 539, 540, 509, 488, 531, 504, 416, 163]"
471,627,"[444, 446, 526, 539, 540, 509, 488, 531, 504, 416, 133]"
460,510,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 271, 607]"
461,536,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 271, 596]"
462,588,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 271, 527]"
463,604,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 271, 508]"
464,608,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 271, 445]"
466,622,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 271, 310]"
471,636,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 271, 163]"
472,651,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 271, 133]"
463,527,"[444, 446, 526, 539, 540, 509, 488, 531, 416, 271, 607]"
464,553,"[444, 446, 526, 539, 540, 509, 488, 531, 416, 271, 596]"
465,605,"[444, 446, 526, 539, 540, 509, 488, 531, 416, 271, 527]"
466,621,"[444, 446, 526, 539, 540, 509, 488, 531, 416, 271, 508]"
467,625,"[444, 446, 526, 539, 540, 509, 488, 531, 416, 271, 445]"
469,639,"[444, 446, 526, 539, 540, 509, 488, 531, 416, 271, 310]"
474,653,"[444, 446, 526, 539, 540, 509, 488, 531, 416, 271, 163]"
475,668,"[444, 446, 526, 539, 540, 509, 488, 531, 416, 271, 133]"
464,535,"[444, 446, 526, 539, 540, 509, 488, 504, 416, 271, 607]"
465,561,"[444, 446, 526, 539, 540, 509, 488, 504, 416, 271, 596]"
466,613,"[444, 446, 526, 539, 540, 509, 488, 504, 416, 271, 527]"
467,629,"[444, 446, 526, 539, 540, 509, 488, 504, 416, 271, 508]"
468,633,"[444, 446, 526, 539, 540, 509, 488, 504, 416, 271, 445]"
470,647,"[444, 446, 526, 539, 540, 509, 488, 504, 416, 271, 310]"
475,661,"[444, 446, 526, 539, 540, 509, 488, 504, 416, 271, 163]"
476,676,"[444, 446, 526, 539, 540, 509, 488, 504, 416, 271, 133]"
468,548,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 277, 607]"
469,574,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 277, 596]"
470,626,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 277, 527]"
471,642,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 277, 508]"
472,646,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 277, 445]"
474,660,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 277, 310]"
479,674,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 277, 163]"
480,689,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 277, 133]"
472,549,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 50, 607]"
473,575,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 50, 596]"
474,627,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 50, 527]"
475,643,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 50, 508]"
476,647,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 50, 445]"
478,661,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 50, 310]"
483,675,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 50, 163]"
484,690,"[444, 446, 526, 539, 540, 509, 488, 614, 416, 50, 133]"
474,576,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 122, 607]"
475,602,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 122, 596]"
476,654,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 122, 527]"
477,670,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 122, 508]"
478,674,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 122, 445]"
480,688,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 122, 310]"
485,702,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 122, 163]"
486,717,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 122, 133]"
480,615,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 50, 607]"
481,641,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 50, 596]"
482,693,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 50, 527]"
483,709,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 50, 508]"
484,713,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 50, 445]"
486,727,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 50, 310]"
491,741,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 50, 163]"
492,756,"[444, 446, 526, 539, 540, 509, 488, 416, 271, 50, 133]"
448,351,"[444, 446, 522, 539, 540, 509, 488, 613, 615, 614, 607]"
449,377,"[444, 446, 522, 539, 540, 509, 488, 613, 615, 614, 596]"
450,429,"[444, 446, 522, 539, 540, 509, 488, 613, 615, 614, 527]"
451,445,"[444, 446, 522, 539, 540, 509, 488, 613, 615, 614, 508]"
452,449,"[444, 446, 522, 539, 540, 509, 488, 613, 615, 614, 445]"
454,463,"[444, 446, 522, 539, 540, 509, 488, 613, 615, 614, 310]"
459,477,"[444, 446, 522, 539, 540, 509, 488, 613, 615, 614, 163]"
460,492,"[444, 446, 522, 539, 540, 509, 488, 613, 615, 614, 133]"
450,388,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 531, 607]"
451,414,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 531, 596]"
452,466,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 531, 527]"
453,482,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 531, 508]"
454,486,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 531, 445]"
456,500,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 531, 310]"
461,514,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 531, 163]"
462,529,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 531, 133]"
451,396,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 504, 607]"
452,422,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 504, 596]"
453,474,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 504, 527]"
454,490,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 504, 508]"
455,494,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 504, 445]"
457,508,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 504, 310]"
462,522,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 504, 163]"
463,537,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 504, 133]"
452,397,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 504, 607]"
453,423,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 504, 596]"
454,475,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 504, 527]"
455,491,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 504, 508]"
456,495,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 504, 445]"
458,509,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 504, 310]"
463,523,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 504, 163]"
464,538,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 504, 133]"
453,453,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 416, 607]"
454,479,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 416, 596]"
455,531,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 416, 527]"
456,547,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 416, 508]"
457,551,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 416, 445]"
459,565,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 416, 310]"
464,579,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 416, 163]"
465,594,"[444, 446, 522, 539, 540, 509, 488, 615, 614, 416, 133]"
454,454,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 416, 607]"
455,480,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 416, 596]"
456,532,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 416, 527]"
457,548,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 416, 508]"
458,552,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 416, 445]"
460,566,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 416, 310]"
465,580,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 416, 163]"
466,595,"[444, 446, 522, 539, 540, 509, 488, 613, 614, 416, 133]"
456,491,"[444, 446, 522, 539, 540, 509, 488, 614, 531, 416, 607]"
457,517,"[444, 446, 522, 539, 540, 509, 488, 614, 531, 416, 596]"
458,569,"[444, 446, 522, 539, 540, 509, 488, 614, 531, 416, 527]"
459,585,"[444, 446, 522, 539, 540, 509, 488, 614, 531, 416, 508]"
460,589,"[444, 446, 522, 539, 540, 509, 488, 614, 531, 416, 445]"
462,603,"[444, 446, 522, 539, 540, 509, 488, 614, 531, 416, 310]"
467,617,"[444, 446, 522, 539, 540, 509, 488, 614, 531, 416, 163]"
468,632,"[444, 446, 522, 539, 540, 509, 488, 614, 531, 416, 133]"
457,499,"[444, 446, 522, 539, 540, 509, 488, 614, 504, 416, 607]"
458,525,"[444, 446, 522, 539, 540, 509, 488, 614, 504, 416, 596]"
459,577,"[444, 446, 522, 539, 540, 509, 488, 614, 504, 416, 527]"
460,593,"[444, 446, 522, 539, 540, 509, 488, 614, 504, 416, 508]"
461,597,"[444, 446, 522, 539, 540, 509, 488, 614, 504, 416, 445]"
463,611,"[444, 446, 522, 539, 540, 509, 488, 614, 504, 416, 310]"
468,625,"[444, 446, 522, 539, 540, 509, 488, 614, 504, 416, 163]"
469,640,"[444, 446, 522, 539, 540, 509, 488, 614, 504, 416, 133]"
460,516,"[444, 446, 522, 539, 540, 509, 488, 531, 504, 416, 607]"
461,542,"[444, 446, 522, 539, 540, 509, 488, 531, 504, 416, 596]"
462,594,"[444, 446, 522, 539, 540, 509, 488, 531, 504, 416, 527]"
463,610,"[444, 446, 522, 539, 540, 509, 488, 531, 504, 416, 508]"
464,614,"[444, 446, 522, 539, 540, 509, 488, 531, 504, 416, 445]"
466,628,"[444, 446, 522, 539, 540, 509, 488, 531, 504, 416, 310]"
471,642,"[444, 446, 522, 539, 540, 509, 488, 531, 504, 416, 163]"
472,657,"[444, 446, 522, 539, 540, 509, 488, 531, 504, 416, 133]"
461,540,"[444, 446, 522, 539, 540, 509, 488, 614, 416, 271, 607]"
462,566,"[444, 446, 522, 539, 540, 509, 488, 614, 416, 271, 596]"
463,618,"[444, 446, 522, 539, 540, 509, 488, 614, 416, 271, 527]"
464,634,"[444, 446, 522, 539, 540, 509, 488, 614, 416, 271, 508]"
465,638,"[444, 446, 522, 539, 540, 509, 488, 614, 416, 271, 445]"
467,652,"[444, 446, 522, 539, 540, 509, 488, 614, 416, 271, 310]"
472,666,"[444, 446, 522, 539, 540, 509, 488, 614, 416, 271, 163]"
473,681,"[444, 446, 522, 539, 540, 509, 488, 614, 416, 271, 133]"
464,557,"[444, 446, 522, 539, 540, 509, 488, 531, 416, 271, 607]"
465,583,"[444, 446, 522, 539, 540, 509, 488, 531, 416, 271, 596]"
466,635,"[444, 446, 522, 539, 540, 509, 488, 531, 416, 271, 527]"
467,651,"[444, 446, 522, 539, 540, 509, 488, 531, 416, 271, 508]"
468,655,"[444, 446, 522, 539, 540, 509, 488, 531, 416, 271, 445]"
470,669,"[444, 446, 522, 539, 540, 509, 488, 531, 416, 271, 310]"
475,683,"[444, 446, 522, 539, 540, 509, 488, 531, 416, 271, 163]"
476,698,"[444, 446, 522, 539, 540, 509, 488, 531, 416, 271, 133]"
465,565,"[444, 446, 522, 539, 540, 509, 488, 504, 416, 271, 607]"
466,591,"[444, 446, 522, 539, 540, 509, 488, 504, 416, 271, 596]"
467,643,"[444, 446, 522, 539, 540, 509, 488, 504, 416, 271, 527]"
468,659,"[444, 446, 522, 539, 540, 509, 488, 504, 416, 271, 508]"
469,663,"[444, 446, 522, 539, 540, 509, 488, 504, 416, 271, 445]"
