cost,points_total,indexes
459,537,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 414, 508]"
460,541,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 414, 445]"
462,555,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 414, 310]"
467,569,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 414, 163]"
468,584,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 414, 133]"
457,447,"[444, 446, 459, 529, 526, 509, 614, 530, 504, 416, 607]"
458,473,"[444, 446, 459, 529, 526, 509, 614, 530, 504, 416, 596]"
459,525,"[444, 446, 459, 529, 526, 509, 614, 530, 504, 416, 527]"
460,541,"[444, 446, 459, 529, 526, 509, 614, 530, 504, 416, 508]"
461,545,"[444, 446, 459, 529, 526, 509, 614, 530, 504, 416, 445]"
463,559,"[444, 446, 459, 529, 526, 509, 614, 530, 504, 416, 310]"
468,573,"[444, 446, 459, 529, 526, 509, 614, 530, 504, 416, 163]"
469,588,"[444, 446, 459, 529, 526, 509, 614, 530, 504, 416, 133]"
458,453,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 272, 607]"
459,479,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 272, 596]"
460,531,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 272, 527]"
461,547,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 272, 508]"
462,551,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 272, 445]"
464,565,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 272, 310]"
469,579,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 272, 163]"
470,594,"[444, 446, 459, 529, 526, 509, 615, 614, 416, 272, 133]"
459,495,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 414, 607]"
460,521,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 414, 596]"
461,573,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 414, 527]"
462,589,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 414, 508]"
463,593,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 414, 445]"
465,607,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 414, 310]"
470,621,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 414, 163]"
471,636,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 414, 133]"
461,505,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 272, 607]"
462,531,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 272, 596]"
463,583,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 272, 527]"
464,599,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 272, 508]"
465,603,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 272, 445]"
467,617,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 272, 310]"
472,631,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 272, 163]"
473,646,"[444, 446, 459, 529, 526, 509, 614, 530, 416, 272, 133]"
462,512,"[444, 446, 459, 529, 526, 509, 531, 530, 416, 414, 607]"
463,538,"[444, 446, 459, 529, 526, 509, 531, 530, 416, 414, 596]"
464,590,"[444, 446, 459, 529, 526, 509, 531, 530, 416, 414, 527]"
465,606,"[444, 446, 459, 529, 526, 509, 531, 530, 416, 414, 508]"
466,610,"[444, 446, 459, 529, 526, 509, 531, 530, 416, 414, 445]"
468,624,"[444, 446, 459, 529, 526, 509, 531, 530, 416, 414, 310]"
473,638,"[444, 446, 459, 529, 526, 509, 531, 530, 416, 414, 163]"
474,653,"[444, 446, 459, 529, 526, 509, 531, 530, 416, 414, 133]"
463,520,"[444, 446, 459, 529, 526, 509, 530, 504, 416, 414, 607]"
464,546,"[444, 446, 459, 529, 526, 509, 530, 504, 416, 414, 596]"
465,598,"[444, 446, 459, 529, 526, 509, 530, 504, 416, 414, 527]"
466,614,"[444, 446, 459, 529, 526, 509, 530, 504, 416, 414, 508]"
467,618,"[444, 446, 459, 529, 526, 509, 530, 504, 416, 414, 445]"
469,632,"[444, 446, 459, 529, 526, 509, 530, 504, 416, 414, 310]"
474,646,"[444, 446, 459, 529, 526, 509, 530, 504, 416, 414, 163]"
475,661,"[444, 446, 459, 529, 526, 509, 530, 504, 416, 414, 133]"
464,547,"[444, 446, 459, 529, 526, 509, 614, 416, 414, 272, 607]"
465,573,"[444, 446, 459, 529, 526, 509, 614, 416, 414, 272, 596]"
466,625,"[444, 446, 459, 529, 526, 509, 614, 416, 414, 272, 527]"
467,641,"[444, 446, 459, 529, 526, 509, 614, 416, 414, 272, 508]"
468,645,"[444, 446, 459, 529, 526, 509, 614, 416, 414, 272, 445]"
470,659,"[444, 446, 459, 529, 526, 509, 614, 416, 414, 272, 310]"
475,673,"[444, 446, 459, 529, 526, 509, 614, 416, 414, 272, 163]"
476,688,"[444, 446, 459, 529, 526, 509, 614, 416, 414, 272, 133]"
467,578,"[444, 446, 459, 529, 526, 509, 530, 416, 414, 272, 607]"
468,604,"[444, 446, 459, 529, 526, 509, 530, 416, 414, 272, 596]"
469,656,"[444, 446, 459, 529, 526, 509, 530, 416, 414, 272, 527]"
470,672,"[444, 446, 459, 529, 526, 509, 530, 416, 414, 272, 508]"
471,676,"[444, 446, 459, 529, 526, 509, 530, 416, 414, 272, 445]"
473,690,"[444, 446, 459, 529, 526, 509, 530, 416, 414, 272, 310]"
478,704,"[444, 446, 459, 529, 526, 509, 530, 416, 414, 272, 163]"
479,719,"[444, 446, 459, 529, 526, 509, 530, 416, 414, 272, 133]"
472,613,"[444, 446, 459, 529, 526, 509, 416, 414, 271, 272, 607]"
473,639,"[444, 446, 459, 529, 526, 509, 416, 414, 271, 272, 596]"
474,691,"[444, 446, 459, 529, 526, 509, 416, 414, 271, 272, 527]"
475,707,"[444, 446, 459, 529, 526, 509, 416, 414, 271, 272, 508]"
476,711,"[444, 446, 459, 529, 526, 509, 416, 414, 271, 272, 445]"
478,725,"[444, 446, 459, 529, 526, 509, 416, 414, 271, 272, 310]"
483,739,"[444, 446, 459, 529, 526, 509, 416, 414, 271, 272, 163]"
484,754,"[444, 446, 459, 529, 526, 509, 416, 414, 271, 272, 133]"
475,628,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 198, 607]"
476,654,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 198, 596]"
477,706,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 198, 527]"
478,722,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 198, 508]"
479,726,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 198, 445]"
481,740,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 198, 310]"
486,754,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 198, 163]"
487,769,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 198, 133]"
484,652,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 50, 607]"
485,678,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 50, 596]"
486,730,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 50, 527]"
487,746,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 50, 508]"
488,750,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 50, 445]"
490,764,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 50, 310]"
495,778,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 50, 163]"
496,793,"[444, 446, 459, 529, 526, 509, 416, 414, 272, 50, 133]"
489,660,"[444, 446, 459, 529, 526, 509, 416, 272, 198, 50, 607]"
490,686,"[444, 446, 459, 529, 526, 509, 416, 272, 198, 50, 596]"
491,738,"[444, 446, 459, 529, 526, 509, 416, 272, 198, 50, 527]"
492,754,"[444, 446, 459, 529, 526, 509, 416, 272, 198, 50, 508]"
493,758,"[444, 446, 459, 529, 526, 509, 416, 272, 198, 50, 445]"
495,772,"[444, 446, 459, 529, 526, 509, 416, 272, 198, 50, 310]"
500,786,"[444, 446, 459, 529, 526, 509, 416, 272, 198, 50, 163]"
501,801,"[444, 446, 459, 529, 526, 509, 416, 272, 198, 50, 133]"
447,289,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 604, 607]"
448,315,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 604, 596]"
449,367,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 604, 527]"
450,383,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 604, 508]"
451,387,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 604, 445]"
453,401,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 604, 310]"
458,415,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 604, 163]"
459,430,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 604, 133]"
449,341,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 530, 607]"
450,367,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 530, 596]"
451,419,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 530, 527]"
452,435,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 530, 508]"
453,439,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 530, 445]"
455,453,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 530, 310]"
460,467,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 530, 163]"
461,482,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 530, 133]"
451,378,"[444, 446, 459, 526, 509, 488, 615, 614, 531, 530, 607]"
452,404,"[444, 446, 459, 526, 509, 488, 615, 614, 531, 530, 596]"
453,456,"[444, 446, 459, 526, 509, 488, 615, 614, 531, 530, 527]"
454,472,"[444, 446, 459, 526, 509, 488, 615, 614, 531, 530, 508]"
455,476,"[444, 446, 459, 526, 509, 488, 615, 614, 531, 530, 445]"
457,490,"[444, 446, 459, 526, 509, 488, 615, 614, 531, 530, 310]"
462,504,"[444, 446, 459, 526, 509, 488, 615, 614, 531, 530, 163]"
463,519,"[444, 446, 459, 526, 509, 488, 615, 614, 531, 530, 133]"
452,392,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 416, 607]"
453,418,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 416, 596]"
454,470,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 416, 527]"
455,486,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 416, 508]"
456,490,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 416, 445]"
458,504,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 416, 310]"
463,518,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 416, 163]"
464,533,"[444, 446, 459, 526, 509, 488, 613, 615, 614, 416, 133]"
454,443,"[444, 446, 459, 526, 509, 488, 615, 614, 530, 416, 607]"
455,469,"[444, 446, 459, 526, 509, 488, 615, 614, 530, 416, 596]"
456,521,"[444, 446, 459, 526, 509, 488, 615, 614, 530, 416, 527]"
457,537,"[444, 446, 459, 526, 509, 488, 615, 614, 530, 416, 508]"
458,541,"[444, 446, 459, 526, 509, 488, 615, 614, 530, 416, 445]"
460,555,"[444, 446, 459, 526, 509, 488, 615, 614, 530, 416, 310]"
465,569,"[444, 446, 459, 526, 509, 488, 615, 614, 530, 416, 163]"
466,584,"[444, 446, 459, 526, 509, 488, 615, 614, 530, 416, 133]"
455,444,"[444, 446, 459, 526, 509, 488, 613, 614, 530, 416, 607]"
456,470,"[444, 446, 459, 526, 509, 488, 613, 614, 530, 416, 596]"
457,522,"[444, 446, 459, 526, 509, 488, 613, 614, 530, 416, 527]"
458,538,"[444, 446, 459, 526, 509, 488, 613, 614, 530, 416, 508]"
459,542,"[444, 446, 459, 526, 509, 488, 613, 614, 530, 416, 445]"
461,556,"[444, 446, 459, 526, 509, 488, 613, 614, 530, 416, 310]"
466,570,"[444, 446, 459, 526, 509, 488, 613, 614, 530, 416, 163]"
467,585,"[444, 446, 459, 526, 509, 488, 613, 614, 530, 416, 133]"
457,485,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 414, 607]"
458,511,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 414, 596]"
459,563,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 414, 527]"
460,579,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 414, 508]"
461,583,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 414, 445]"
463,597,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 414, 310]"
468,611,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 414, 163]"
469,626,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 414, 133]"
458,489,"[444, 446, 459, 526, 509, 488, 614, 530, 504, 416, 607]"
459,515,"[444, 446, 459, 526, 509, 488, 614, 530, 504, 416, 596]"
460,567,"[444, 446, 459, 526, 509, 488, 614, 530, 504, 416, 527]"
461,583,"[444, 446, 459, 526, 509, 488, 614, 530, 504, 416, 508]"
462,587,"[444, 446, 459, 526, 509, 488, 614, 530, 504, 416, 445]"
464,601,"[444, 446, 459, 526, 509, 488, 614, 530, 504, 416, 310]"
469,615,"[444, 446, 459, 526, 509, 488, 614, 530, 504, 416, 163]"
470,630,"[444, 446, 459, 526, 509, 488, 614, 530, 504, 416, 133]"
459,495,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 272, 607]"
460,521,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 272, 596]"
461,573,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 272, 527]"
462,589,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 272, 508]"
463,593,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 272, 445]"
465,607,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 272, 310]"
470,621,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 272, 163]"
471,636,"[444, 446, 459, 526, 509, 488, 615, 614, 416, 272, 133]"
460,537,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 414, 607]"
461,563,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 414, 596]"
462,615,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 414, 527]"
463,631,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 414, 508]"
464,635,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 414, 445]"
466,649,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 414, 310]"
471,663,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 414, 163]"
472,678,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 414, 133]"
462,547,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 272, 607]"
463,573,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 272, 596]"
464,625,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 272, 527]"
465,641,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 272, 508]"
466,645,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 272, 445]"
468,659,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 272, 310]"
473,673,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 272, 163]"
474,688,"[444, 446, 459, 526, 509, 488, 614, 530, 416, 272, 133]"
463,554,"[444, 446, 459, 526, 509, 488, 531, 530, 416, 414, 607]"
464,580,"[444, 446, 459, 526, 509, 488, 531, 530, 416, 414, 596]"
465,632,"[444, 446, 459, 526, 509, 488, 531, 530, 416, 414, 527]"
466,648,"[444, 446, 459, 526, 509, 488, 531, 530, 416, 414, 508]"
467,652,"[444, 446, 459, 526, 509, 488, 531, 530, 416, 414, 445]"
469,666,"[444, 446, 459, 526, 509, 488, 531, 530, 416, 414, 310]"
474,680,"[444, 446, 459, 526, 509, 488, 531, 530, 416, 414, 163]"
475,695,"[444, 446, 459, 526, 509, 488, 531, 530, 416, 414, 133]"
464,562,"[444, 446, 459, 526, 509, 488, 530, 504, 416, 414, 607]"
465,588,"[444, 446, 459, 526, 509, 488, 530, 504, 416, 414, 596]"
466,640,"[444, 446, 459, 526, 509, 488, 530, 504, 416, 414, 527]"
467,656,"[444, 446, 459, 526, 509, 488, 530, 504, 416, 414, 508]"
468,660,"[444, 446, 459, 526, 509, 488, 530, 504, 416, 414, 445]"
470,674,"[444, 446, 459, 526, 509, 488, 530, 504, 416, 414, 310]"
475,688,"[444, 446, 459, 526, 509, 488, 530, 504, 416, 414, 163]"
476,703,"[444, 446, 459, 526, 509, 488, 530, 504, 416, 414, 133]"
465,589,"[444, 446, 459, 526, 509, 488, 614, 416, 414, 272, 607]"
466,615,"[444, 446, 459, 526, 509, 488, 614, 416, 414, 272, 596]"
467,667,"[444, 446, 459, 526, 509, 488, 614, 416, 414, 272, 527]"
468,683,"[444, 446, 459, 526, 509, 488, 614, 416, 414, 272, 508]"
469,687,"[444, 446, 459, 526, 509, 488, 614, 416, 414, 272, 445]"
471,701,"[444, 446, 459, 526, 509, 488, 614, 416, 414, 272, 310]"
476,715,"[444, 446, 459, 526, 509, 488, 614, 416, 414, 272, 163]"
477,730,"[444, 446, 459, 526, 509, 488, 614, 416, 414, 272, 133]"
468,620,"[444, 446, 459, 526, 509, 488, 530, 416, 414, 272, 607]"
469,646,"[444, 446, 459, 526, 509, 488, 530, 416, 414, 272, 596]"
470,698,"[444, 446, 459, 526, 509, 488, 530, 416, 414, 272, 527]"
471,714,"[444, 446, 459, 526, 509, 488, 530, 416, 414, 272, 508]"
472,718,"[444, 446, 459, 526, 509, 488, 530, 416, 414, 272, 445]"
474,732,"[444, 446, 459, 526, 509, 488, 530, 416, 414, 272, 310]"
479,746,"[444, 446, 459, 526, 509, 488, 530, 416, 414, 272, 163]"
480,761,"[444, 446, 459, 526, 509, 488, 530, 416, 414, 272, 133]"
473,655,"[444, 446, 459, 526, 509, 488, 416, 414, 271, 272, 607]"
474,681,"[444, 446, 459, 526, 509, 488, 416, 414, 271, 272, 596]"
475,733,"[444, 446, 459, 526, 509, 488, 416, 414, 271, 272, 527]"
476,749,"[444, 446, 459, 526, 509, 488, 416, 414, 271, 272, 508]"
477,753,"[444, 446, 459, 526, 509, 488, 416, 414, 271, 272, 445]"
479,767,"[444, 446, 459, 526, 509, 488, 416, 414, 271, 272, 310]"
484,781,"[444, 446, 459, 526, 509, 488, 416, 414, 271, 272, 163]"
485,796,"[444, 446, 459, 526, 509, 488, 416, 414, 271, 272, 133]"
476,670,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 198, 607]"
477,696,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 198, 596]"
478,748,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 198, 527]"
479,764,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 198, 508]"
480,768,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 198, 445]"
482,782,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 198, 310]"
487,796,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 198, 163]"
488,811,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 198, 133]"
485,694,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 50, 607]"
486,720,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 50, 596]"
487,772,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 50, 527]"
488,788,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 50, 508]"
489,792,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 50, 445]"
491,806,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 50, 310]"
496,820,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 50, 163]"
497,835,"[444, 446, 459, 526, 509, 488, 416, 414, 272, 50, 133]"
490,702,"[444, 446, 459, 526, 509, 488, 416, 272, 198, 50, 607]"
491,728,"[444, 446, 459, 526, 509, 488, 416, 272, 198, 50, 596]"
492,780,"[444, 446, 459, 526, 509, 488, 416, 272, 198, 50, 527]"
493,796,"[444, 446, 459, 526, 509, 488, 416, 272, 198, 50, 508]"
494,800,"[444, 446, 459, 526, 509, 488, 416, 272, 198, 50, 445]"
496,814,"[444, 446, 459, 526, 509, 488, 416, 272, 198, 50, 310]"
501,828,"[444, 446, 459, 526, 509, 488, 416, 272, 198, 50, 163]"
502,843,"[444, 446, 459, 526, 509, 488, 416, 272, 198, 50, 133]"
448,319,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 604, 607]"
449,345,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 604, 596]"
450,397,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 604, 527]"
451,413,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 604, 508]"
452,417,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 604, 445]"
454,431,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 604, 310]"
459,445,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 604, 163]"
460,460,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 604, 133]"
450,371,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 530, 607]"
451,397,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 530, 596]"
452,449,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 530, 527]"
453,465,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 530, 508]"
454,469,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 530, 445]"
456,483,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 530, 310]"
461,497,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 530, 163]"
462,512,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 530, 133]"
452,408,"[444, 446, 459, 522, 509, 488, 615, 614, 531, 530, 607]"
453,434,"[444, 446, 459, 522, 509, 488, 615, 614, 531, 530, 596]"
454,486,"[444, 446, 459, 522, 509, 488, 615, 614, 531, 530, 527]"
455,502,"[444, 446, 459, 522, 509, 488, 615, 614, 531, 530, 508]"
456,506,"[444, 446, 459, 522, 509, 488, 615, 614, 531, 530, 445]"
458,520,"[444, 446, 459, 522, 509, 488, 615, 614, 531, 530, 310]"
463,534,"[444, 446, 459, 522, 509, 488, 615, 614, 531, 530, 163]"
464,549,"[444, 446, 459, 522, 509, 488, 615, 614, 531, 530, 133]"
453,422,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 416, 607]"
454,448,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 416, 596]"
455,500,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 416, 527]"
456,516,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 416, 508]"
457,520,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 416, 445]"
459,534,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 416, 310]"
464,548,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 416, 163]"
465,563,"[444, 446, 459, 522, 509, 488, 613, 615, 614, 416, 133]"
455,473,"[444, 446, 459, 522, 509, 488, 615, 614, 530, 416, 607]"
456,499,"[444, 446, 459, 522, 509, 488, 615, 614, 530, 416, 596]"
457,551,"[444, 446, 459, 522, 509, 488, 615, 614, 530, 416, 527]"
458,567,"[444, 446, 459, 522, 509, 488, 615, 614, 530, 416, 508]"
459,571,"[444, 446, 459, 522, 509, 488, 615, 614, 530, 416, 445]"
461,585,"[444, 446, 459, 522, 509, 488, 615, 614, 530, 416, 310]"
466,599,"[444, 446, 459, 522, 509, 488, 615, 614, 530, 416, 163]"
467,614,"[444, 446, 459, 522, 509, 488, 615, 614, 530, 416, 133]"
456,474,"[444, 446, 459, 522, 509, 488, 613, 614, 530, 416, 607]"
457,500,"[444, 446, 459, 522, 509, 488, 613, 614, 530, 416, 596]"
458,552,"[444, 446, 459, 522, 509, 488, 613, 614, 530, 416, 527]"
459,568,"[444, 446, 459, 522, 509, 488, 613, 614, 530, 416, 508]"
460,572,"[444, 446, 459, 522, 509, 488, 613, 614, 530, 416, 445]"
