Budget,Best total cost,Best total points,Individual costs,Sorted individual costs,Id
500,500,1044,"[40, 40, 50, 44, 44, 46, 43, 46, 47, 48, 52]","[40, 40, 43, 44, 44, 46, 46, 47, 48, 50, 52]","[134, 550, 300, 510, 454, 324, 406, 414, 408, 475, 470]"
550,550,1271,"[50, 60, 60, 44, 46, 49, 46, 47, 48, 48, 52]","[44, 46, 46, 47, 48, 48, 49, 50, 52, 60, 60]","[300, 599, 654, 510, 324, 365, 414, 408, 475, 415, 470]"
600,600,1442,"[60, 60, 60, 44, 49, 54, 46, 51, 62, 62, 52]","[44, 46, 49, 51, 52, 54, 60, 60, 60, 62, 62]","[599, 654, 664, 510, 365, 425, 414, 444, 447, 605, 470]"
650,648,1567,"[60, 60, 60, 51, 54, 74, 51, 62, 62, 62, 52]","[51, 51, 52, 54, 60, 60, 60, 62, 62, 62, 74]","[599, 654, 664, 85, 425, 791, 444, 447, 605, 659, 470]"
700,699,1686,"[60, 60, 60, 74, 74, 74, 59, 62, 62, 62, 52]","[52, 59, 60, 60, 60, 62, 62, 62, 74, 74, 74]","[599, 654, 664, 791, 797, 825, 449, 447, 605, 659, 470]"
750,747,1773,"[72, 72, 72, 74, 74, 74, 62, 62, 62, 71, 52]","[52, 62, 62, 62, 71, 72, 72, 72, 74, 74, 74]","[750, 792, 831, 791, 797, 825, 447, 605, 659, 835, 470]"
800,797,1823,"[72, 72, 72, 74, 99, 99, 62, 62, 62, 71, 52]","[52, 62, 62, 62, 71, 72, 72, 72, 74, 99, 99]","[750, 792, 831, 791, 1429, 1437, 447, 605, 659, 835, 470]"
850,850,1850,"[72, 86, 86, 99, 99, 99, 62, 62, 62, 71, 52]","[52, 62, 62, 62, 71, 72, 86, 86, 99, 99, 99]","[750, 1232, 1247, 1429, 1437, 1451, 447, 605, 659, 835, 470]"
