Budget,Best total cost,Best total points,Individual costs,Sorted individual costs,Id
500,500,1017,"[40, 40, 50, 43, 44, 44, 46, 46, 47, 48, 52]","[40, 40, 43, 44, 44, 46, 46, 47, 48, 50, 52]","[134, 550, 300, 87, 510, 454, 324, 414, 408, 475, 470]"
550,549,1252,"[50, 60, 60, 44, 44, 46, 49, 46, 47, 51, 52]","[44, 44, 46, 46, 47, 49, 50, 51, 52, 60, 60]","[300, 599, 654, 510, 454, 324, 365, 414, 408, 444, 470]"
600,600,1416,"[60, 60, 60, 44, 46, 49, 54, 51, 62, 62, 52]","[44, 46, 49, 51, 52, 54, 60, 60, 60, 62, 62]","[599, 654, 664, 510, 324, 365, 425, 444, 447, 605, 470]"
650,650,1541,"[60, 60, 60, 44, 51, 74, 74, 51, 62, 62, 52]","[44, 51, 51, 52, 60, 60, 60, 62, 62, 74, 74]","[599, 654, 664, 510, 85, 771, 791, 444, 447, 605, 470]"
700,699,1660,"[60, 60, 60, 74, 74, 74, 74, 47, 62, 62, 52]","[47, 52, 60, 60, 60, 62, 62, 74, 74, 74, 74]","[599, 654, 664, 771, 791, 797, 825, 408, 447, 605, 470]"
750,750,1779,"[72, 72, 72, 74, 74, 74, 74, 62, 62, 62, 52]","[52, 62, 62, 62, 72, 72, 72, 74, 74, 74, 74]","[750, 792, 831, 771, 791, 797, 825, 447, 605, 659, 470]"
800,800,1829,"[72, 72, 72, 74, 74, 99, 99, 62, 62, 62, 52]","[52, 62, 62, 62, 72, 72, 72, 74, 74, 99, 99]","[750, 792, 831, 771, 791, 1427, 1429, 447, 605, 659, 470]"
850,850,1879,"[72, 72, 72, 99, 99, 99, 99, 62, 62, 62, 52]","[52, 62, 62, 62, 72, 72, 72, 99, 99, 99, 99]","[750, 792, 831, 1427, 1429, 1437, 1451, 447, 605, 659, 470]"
