Budget,Best total cost,Best total points,Individual costs,Sorted individual costs,Id
500,499,1058,"[40, 40, 44, 44, 46, 49, 43, 46, 47, 48, 52]","[40, 40, 43, 44, 44, 46, 46, 47, 48, 49, 52]","[134, 550, 510, 454, 324, 365, 406, 414, 408, 475, 470]"
550,550,1288,"[50, 60, 44, 49, 49, 54, 46, 47, 48, 51, 52]","[44, 46, 47, 48, 49, 49, 50, 51, 52, 54, 60]","[300, 654, 510, 365, 482, 425, 414, 408, 475, 444, 470]"
600,599,1446,"[60, 60, 44, 46, 49, 51, 51, 62, 62, 62, 52]","[44, 46, 49, 51, 51, 52, 60, 60, 62, 62, 62]","[654, 664, 510, 324, 365, 85, 444, 447, 605, 659, 470]"
650,650,1577,"[60, 60, 44, 49, 74, 74, 51, 62, 62, 62, 52]","[44, 49, 51, 52, 60, 60, 62, 62, 62, 74, 74]","[654, 664, 510, 365, 771, 791, 444, 447, 605, 659, 470]"
700,700,1695,"[60, 60, 74, 74, 74, 74, 46, 62, 62, 62, 52]","[46, 52, 60, 60, 62, 62, 62, 74, 74, 74, 74]","[654, 664, 771, 791, 797, 825, 414, 447, 605, 659, 470]"
750,749,1787,"[72, 72, 74, 74, 74, 74, 62, 62, 62, 71, 52]","[52, 62, 62, 62, 71, 72, 72, 74, 74, 74, 74]","[792, 831, 771, 791, 797, 825, 447, 605, 659, 835, 470]"
800,799,1837,"[72, 72, 74, 74, 99, 99, 62, 62, 62, 71, 52]","[52, 62, 62, 62, 71, 72, 72, 74, 74, 99, 99]","[792, 831, 771, 791, 1427, 1429, 447, 605, 659, 835, 470]"
850,849,1887,"[72, 72, 99, 99, 99, 99, 62, 62, 62, 71, 52]","[52, 62, 62, 62, 71, 72, 72, 99, 99, 99, 99]","[792, 831, 1427, 1429, 1437, 1451, 447, 605, 659, 835, 470]"
