total_points,now_cost,indexes
566,354,"[372, 280, 23]"
476,353,"[372, 280, 306]"
440,345,"[372, 280, 281]"
414,336,"[372, 280, 579]"
354,332,"[372, 306, 281]"
328,323,"[372, 306, 579]"
321,317,"[372, 306, 134]"
292,315,"[372, 281, 579]"
285,309,"[372, 281, 134]"
259,300,"[372, 579, 134]"
247,296,"[306, 281, 579]"
240,290,"[306, 281, 134]"
239,285,"[372, 281, 325]"
214,281,"[306, 579, 134]"
213,276,"[372, 579, 325]"
178,273,"[281, 579, 134]"
168,257,"[306, 579, 325]"
151,253,"[281, 579, 21]"
132,249,"[281, 579, 325]"
125,243,"[281, 134, 325]"
118,238,"[579, 134, 21]"
99,234,"[579, 134, 325]"
98,223,"[281, 21, 325]"
83,215,"[281, 325, 46]"
72,214,"[579, 21, 325]"
65,208,"[134, 21, 325]"
57,206,"[579, 325, 46]"
53,205,"[579, 325, 350]"
50,200,"[134, 325, 46]"
46,199,"[134, 325, 350]"
23,180,"[21, 325, 46]"
19,179,"[21, 325, 350]"
4,171,"[325, 46, 350]"
0,169,"[325, 350, 470]"
