assists,bonus,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,3,100,100,2,224088,0,0,-3,3,1,3,5.3,0.0,2,Erik Næsbak,0.0,20,3,374,False,977,,2021-06-29T11:12:39.366973Z,47,0,0,0,224088.jpg,2.5,0,0,Brenden,0.1,False,None,a,17,3334,51,68,0,34,0,0.0,10.9,Brenden,2
1,0,100,100,0,510532,0,0,-2,2,0,3,0.0,0.0,1,Franklin,0.0,15,0,375,False,682,,2021-10-31T19:25:15.116574Z,48,0,0,0,510532.jpg,1.3,0,0,Nyenetue,0.1,False,None,a,17,3334,31,25,0,32,0,0.0,6.5,Nyenetue,0
1,0,0,0,2,56430,0,0,0,0,0,3,0.0,0.0,0,Enric,0.0,6,0,376,False,360,Kontrakt terminert,2021-09-01T07:51:27.496126Z,50,0,0,0,56430.jpg,2.1,0,0,Vallés,0.0,False,None,u,17,3334,17,6,0,10,0,0.0,3.4,Vallés,0
1,3,100,100,5,202260,0,0,0,0,1,3,2.7,0.0,0,William,0.0,35,2,377,False,1879,,2021-11-28T17:44:14.042904Z,50,0,0,0,202260.jpg,2.5,0,0,Kurtovic,0.0,False,None,a,17,3334,61,54,0,47,0,0.0,12.2,Kurtovic,4
0,0,100,100,1,58380,0,0,-1,1,0,3,0.0,0.0,0,Jose,0.0,10,0,378,False,578,,2021-09-21T17:08:00.507947Z,44,0,0,0,58380.jpg,1.1,0,0,Eduardo de Araujo,0.3,False,None,a,17,3334,20,51,0,78,0,0.0,4.5,Zé Eduardo,3
0,0,None,None,0,508879,0,0,-1,1,0,3,0.0,0.0,1,Peder,0.0,0,0,379,False,7,,None,44,0,0,0,508879.jpg,1.0,0,0,Meen Johansen,0.2,False,None,a,17,3334,2,78,0,73,0,0.0,0.5,Johansen,0
0,0,0,0,0,504905,0,0,0,0,0,3,0.0,0.0,0,Martin,0.0,0,0,380,False,0,Kontrakt terminert,2021-04-08T11:07:42.545686Z,45,0,0,0,504905.jpg,0.0,0,0,Andersen,0.0,False,None,u,17,3334,0,3,0,14,0,0.0,0.0,Andersen,0
0,0,None,None,0,504904,0,0,-2,2,0,3,0.0,0.0,0,Henrik Sælebakke,0.0,4,0,381,False,78,,None,43,0,0,0,504904.jpg,2.0,0,0,Falchener,0.2,False,None,a,17,3334,2,106,0,76,0,0.0,0.5,Falchener,0
3,3,100,100,2,466916,0,0,0,0,0,3,1.0,0.0,2,Sander,0.0,20,2,382,False,1081,,2021-07-10T16:54:54.739991Z,45,0,0,0,466916.jpg,2.5,0,0,Mork,0.3,False,None,a,17,3334,56,99,0,133,0,0.0,12.4,Mørk,0
0,0,100,100,0,445218,0,0,-3,3,0,4,0.0,0.0,0,Sivert,0.0,4,1,383,False,189,,2021-08-31T18:32:47.512156Z,57,0,1,0,445218.jpg,1.2,0,0,Gussias,1.8,False,None,a,17,3334,14,161,0,1472,0,0.0,2.5,Gussiås,0
0,0,0,0,0,178879,0,0,-3,3,0,4,0.0,0.0,0,Marcos,0.0,1,0,384,False,16,Kontrakt terminert,2021-10-14T10:54:30.786265Z,47,0,0,0,178879.jpg,1.0,0,0,Celorrio Yecora,1.6,False,None,u,17,3334,1,395,0,1034,0,0.0,0.2,Celorrio,0
4,12,None,None,9,210142,0,0,1,-1,1,3,2.3,0.0,4,Ifeanyi,0.0,38,2,385,False,2640,,None,51,0,0,0,210142.jpg,3.3,0,0,Mathew,2.0,False,None,a,5,305,100,1422,0,886,0,0.0,19.6,Mathew,3
0,3,100,100,1,532069,0,0,-2,2,1,3,3.3,0.0,1,Niklas,0.0,6,1,386,False,384,,2021-07-09T12:03:22.455625Z,43,0,0,0,532069.jpg,2.3,0,0,Jensen,0.7,False,None,a,2,303,21,402,0,310,0,0.0,4.9,Jensen Wassberg,0
0,0,None,None,0,489852,0,0,-2,2,0,3,2.3,0.0,2,Syver,0.0,2,1,387,False,155,,None,43,0,0,0,489852.jpg,1.5,0,0,Aas,0.5,False,None,a,7,307,16,317,0,220,0,0.0,3.7,Aas,1
0,0,None,None,0,245540,0,0,-1,1,0,1,0.0,0.0,0,Elias,0.0,1,0,388,False,36,,None,44,0,0,0,245540.jpg,1.0,0,2,Hadaya,0.5,False,None,a,4,3835,1,157,0,143,0,0.0,0.2,Hadaya,0
1,0,100,100,1,537683,0,0,-1,1,0,3,0.3,0.0,0,Ole Kristian,0.0,1,0,389,False,155,,2021-04-29T10:55:59.204166Z,44,0,0,0,537683.jpg,1.5,0,0,Enersen,0.0,False,None,a,13,2364,9,14,0,10,0,0.0,2.0,Enersen,2
8,13,100,100,7,432254,0,0,0,0,3,3,5.7,0.0,2,Torgil,0.0,31,6,390,False,1910,,2021-05-11T10:35:58.933282Z,75,0,0,0,432254.jpg,4.2,0,0,Øwre Gjertsen,4.3,False,None,a,4,3835,122,5701,0,4038,0,0.0,16.3,Torgil Gjertsen,3
6,11,100,100,3,161268,0,0,5,-5,4,3,3.0,0.0,2,Sander,0.0,48,8,391,False,2177,,2021-08-16T16:02:50.159462Z,75,0,0,0,161268.jpg,4.5,0,0,Svendsen,11.7,False,None,a,7,307,126,8218,0,4251,0,0.0,16.8,Svendsen,1
0,0,None,None,0,489859,0,0,-1,1,0,2,0.0,0.0,0,Jonas,0.0,0,0,392,False,0,,None,39,0,0,0,489859.jpg,0.0,0,0,Valland,0.8,False,None,a,3,3376,0,200,0,207,0,0.0,0.0,Valland,0
5,15,0,0,5,103579,0,0,0,0,1,3,0.0,0.0,0,Zlatko,0.0,29,7,393,False,1813,Ankelskade - Ute resten av sesongen,2021-11-20T17:22:05.428996Z,95,0,0,0,103579.jpg,4.8,0,0,Tripic,3.4,False,None,i,9,312,110,5698,0,4928,0,0.0,11.6,Tripic,4
1,0,None,None,0,206929,0,0,-1,1,0,3,0.3,0.0,1,Magnus,0.0,4,1,394,False,271,,None,79,0,0,0,206929.jpg,1.4,0,0,Grødem,0.1,False,None,a,6,203,27,19,0,63,0,0.0,3.4,Grødem,0
1,1,None,None,0,538630,0,0,-2,2,0,4,0.0,0.0,0,Lasse,0.0,8,2,395,False,348,,None,78,0,0,0,538630.jpg,2.4,0,0,Nordas,0.1,False,None,a,1,2744,26,205,0,187,0,0.0,3.3,Nordås,0
0,0,0,0,0,464991,0,0,0,0,0,3,0.0,0.0,0,Lars,0.0,0,0,396,False,0,Utlånt til Egersund,2021-08-11T13:17:52.324101Z,45,0,0,0,464991.jpg,0.0,0,0,Erik Sodal,0.0,False,None,u,9,312,0,5,0,3,0,0.0,0.0,Sødal,0
0,0,None,None,0,530118,0,0,0,0,0,3,0.0,0.0,0,Runar,0.0,1,0,397,False,20,,None,45,0,0,0,530118.jpg,1.0,0,0,Norheim,0.0,False,None,a,14,310,1,4,0,7,0,0.0,0.2,Norheim,0
0,0,None,None,0,530115,0,0,0,0,0,2,0.3,0.0,1,Jesper,0.0,0,0,398,False,24,,None,40,0,0,0,530115.jpg,1.0,0,0,Robertsen,0.1,False,None,a,14,310,3,31,0,19,0,0.0,0.8,Robertsen,0
0,0,None,None,0,530114,0,0,-1,1,0,2,0.0,0.0,0,Isak,0.0,0,0,399,False,0,,None,39,0,0,0,530114.jpg,0.0,0,0,Vik,0.3,False,None,a,14,310,0,307,0,195,0,0.0,0.0,Vik,0
0,0,None,None,0,538708,0,0,0,0,0,3,0.0,0.0,0,Simen,0.0,0,0,400,False,0,,None,45,0,0,0,538708.jpg,0.0,0,0,Henriksen,0.0,False,None,a,14,310,0,15,0,4,0,0.0,0.0,Henriksen,0
3,7,None,None,7,83939,0,0,1,-1,0,4,4.7,0.0,2,Alexander,0.0,46,6,401,False,2389,,None,56,1,0,0,83939.jpg,3.1,0,0,Ruud Tveter,2.8,False,None,a,17,3334,94,2987,0,2082,0,0.0,16.8,Ruud Tveter,0
0,0,None,None,0,496217,0,0,0,0,0,3,0.3,0.0,0,Magnus,0.0,0,0,402,False,1,,None,45,0,0,0,496217.jpg,1.0,0,0,Riisnaes,0.0,False,None,a,15,311,1,10,0,3,0,0.0,0.2,Riisnæs,0
0,0,0,0,0,106261,0,0,0,0,0,2,0.0,0.0,0,Vieux Yakhya,0.0,4,0,403,False,144,Strekk - Ute på ubestemt tid,2021-09-22T12:55:22.705463Z,50,0,0,0,106261.jpg,1.0,0,0,Sané,0.0,False,None,i,2,303,4,44,0,34,0,0.0,0.8,Sané,0
0,0,0,0,0,50054,0,0,-1,1,0,2,0.0,0.0,0,Lars,0.0,0,0,404,False,10,Lyskestrekk - Ute resten av sesongen,2021-10-28T17:00:52.777257Z,49,0,0,0,50054.jpg,1.0,0,0,Gerson,0.0,False,None,i,2,303,1,10,0,7,0,0.0,0.2,Gerson,0
0,0,100,100,0,538716,0,0,-2,2,0,2,0.3,0.0,0,Sivert,0.0,9,0,405,False,174,,2021-10-03T17:38:35.774975Z,43,0,0,0,538716.jpg,0.8,0,0,Overby,0.0,False,None,a,16,3199,7,11,0,6,0,0.0,1.6,Øverby,0
0,0,0,0,0,476377,0,0,-2,2,0,4,0.0,0.0,0,Moubarak,0.0,0,0,406,False,0,Beinbrudd,2021-10-11T13:42:09.642187Z,53,0,0,0,476377.jpg,0.0,0,0,Compaoré,0.0,False,None,i,10,2997,0,38,0,32,0,0.0,0.0,Compaoré,0
0,0,0,0,0,213540,0,0,-1,1,0,4,0.0,0.0,0,Oleksii,0.0,3,0,407,False,138,Låneavtale utløpt,2021-09-01T16:07:34.399796Z,69,0,0,0,213540.jpg,1.0,0,0,Khoblenko,0.1,False,None,u,12,278,4,80,0,61,0,0.0,0.6,Khoblenko,1
1,0,0,0,0,538717,0,0,-1,1,0,4,0.0,0.0,0,Uche,0.0,2,0,408,False,43,Låneavtale utløpt,2021-08-31T18:48:03.821027Z,59,0,0,0,538717.jpg,1.4,0,0,Sabastine,0.0,False,None,u,12,278,7,18,0,16,0,0.0,1.2,Sabastine,1
0,0,None,None,0,106216,0,0,0,0,0,1,0.0,0.0,0,Simon,0.0,0,0,409,False,0,,None,45,0,0,0,106216.jpg,0.0,0,0,Thomas,0.0,False,None,a,14,310,0,8,0,9,0,0.0,0.0,Thomas,0
1,3,100,100,6,226957,0,0,2,-2,1,2,4.7,0.0,1,Niklas,0.0,17,2,410,False,1359,,2021-05-18T18:29:05.222826Z,47,0,0,0,226957.jpg,3.0,0,0,Vesterlund,4.2,False,None,a,14,310,76,2373,0,740,0,0.0,16.2,Vesterlund,2
0,0,0,0,2,538718,0,0,-3,3,0,3,0.0,0.0,0,Felix,0.0,7,0,411,False,394,Smell,2021-09-12T18:42:09.147920Z,47,0,0,0,538718.jpg,1.6,0,0,Winther,0.0,False,None,i,14,310,14,5,0,5,0,0.0,3.0,Winther,1
0,0,0,0,0,471228,0,0,0,0,0,4,0.0,0.0,0,Joachim,0.0,2,0,412,False,99,Låneavtale avsluttet,2021-08-13T20:39:19.104961Z,55,0,0,0,471228.jpg,1.0,0,0,Rothmann,0.0,False,None,u,14,310,7,31,0,27,0,0.0,1.3,Rothmann,0
0,0,0,0,0,157758,0,0,-1,1,0,3,0.0,0.0,0,George Felix,0.0,0,0,413,False,32,Låneavtale utløpt,2021-08-13T20:35:18.628569Z,49,0,0,0,157758.jpg,1.0,0,0,Michel Melki,0.0,False,None,u,10,2997,1,4,0,4,0,0.0,0.2,Michel,0
0,0,0,0,0,519726,0,0,0,0,0,4,0.0,0.0,0,Tomas,0.0,0,0,414,False,0,Kontrakt terminert,2021-09-05T17:48:10.161138Z,75,0,0,0,519726.jpg,0.0,0,0,Rataj,0.0,False,None,u,1,2744,0,8,0,7,0,0.0,0.0,Rataj,0
0,3,100,100,2,18665,0,0,0,0,0,3,0.0,0.0,0,Alexander,0.0,6,0,415,False,470,,2021-09-29T09:36:08.363914Z,55,0,0,0,18665.jpg,2.3,0,0,Tettey,0.1,False,None,a,8,197,14,129,0,105,0,0.0,2.5,Tettey,2
0,0,None,None,0,504906,0,0,0,0,0,2,0.0,0.0,0,Jørgen Kili,0.0,1,0,416,False,9,,None,40,1,0,0,504906.jpg,0.0,0,0,Fjeldskår,0.0,False,None,a,17,3334,0,42,0,22,0,0.0,0.0,Fjeldskår,0
0,3,0,0,1,538980,0,0,0,0,1,3,0.0,0.0,0,Antonio,0.0,12,3,417,False,562,Solgt til Club Brügge,2021-08-21T17:10:42.653877Z,45,0,0,0,538980.jpg,3.2,0,0,Nusa,1.0,False,None,u,12,278,35,4260,0,4077,0,0.0,7.8,Nusa,0
0,0,None,None,0,538797,0,0,0,0,0,3,0.0,0.0,0,Vetle,0.0,2,0,418,False,43,,None,45,0,0,0,538797.jpg,1.0,0,0,Egeli,0.0,False,None,a,17,3334,3,18,0,8,0,0.0,0.7,Egeli,0
0,0,None,None,0,530142,0,0,0,0,0,3,0.0,0.0,0,Mathias,0.0,1,0,419,False,12,,None,45,0,0,0,530142.jpg,1.0,0,0,Emilsen,0.0,False,None,a,15,311,3,5,0,0,0,0.0,0.7,Emilsen,0
0,0,0,0,0,206920,0,0,0,0,0,2,0.0,0.0,0,Tord Johnsen,0.0,0,0,420,False,0,Utlånt til Sogndal,2021-06-11T09:15:32.446435Z,40,0,0,0,206920.jpg,0.0,0,0,Salte,0.0,False,None,u,9,312,0,1,0,1,0,0.0,0.0,Salte,0
0,0,None,None,0,540169,0,0,0,0,0,2,0.0,0.0,0,Brynjar,0.0,0,0,421,False,0,,None,40,0,0,0,540169.jpg,0.0,0,0,Johnsplass,0.0,False,None,a,1,2744,0,7,0,4,0,0.0,0.0,Johnsplass,0
0,0,None,None,0,540170,0,0,0,0,0,4,0.0,0.0,0,Mathias,0.0,0,0,422,False,1,,None,45,0,0,0,540170.jpg,1.0,0,0,Tjoland,0.1,False,None,a,3,3376,1,161,0,118,0,0.0,0.2,Tjoland,0
0,0,None,None,0,519871,0,0,0,0,0,2,0.0,0.0,0,Olav Lilleoren,0.0,1,0,423,False,31,,None,40,0,0,0,519871.jpg,1.0,0,0,Veum,0.0,False,None,a,12,278,2,37,0,22,0,0.0,0.5,Lilleøren Veum,0
0,0,None,None,0,530070,0,0,-1,1,0,1,0.0,0.0,0,Jørgen,0.0,0,0,424,False,0,,None,39,0,0,0,530070.jpg,0.0,0,0,Sveinhaug,2.3,False,None,a,5,305,0,1257,0,430,0,0.0,0.0,Sveinhaug,0
0,0,0,0,0,489863,0,0,0,0,0,3,0.0,0.0,0,Isak,0.0,0,0,425,False,0,Utlånt til Fyllingsdalen,2021-08-08T18:09:49.399884Z,45,0,0,0,489863.jpg,0.0,0,0,Hjorteseth,0.0,False,None,u,2,303,0,2,0,1,0,0.0,0.0,Hjorteseth,0
0,0,None,None,0,539604,0,0,0,0,0,3,0.0,0.0,0,Martin,0.0,0,0,426,False,6,,None,45,0,0,0,539604.jpg,1.0,0,0,Bergum,0.0,False,None,a,5,305,1,1,0,0,0,0.0,0.2,Bergum,0
0,0,0,0,0,540091,0,0,0,0,0,1,0.0,0.0,0,Peder,0.0,0,0,427,False,0,Signert for Raufoss,2021-08-08T18:18:29.123974Z,40,0,0,0,540091.jpg,0.0,0,0,Hoel Lervik,0.0,False,None,u,6,203,0,6,0,5,0,0.0,0.0,Lervik,0
1,0,None,None,0,542763,0,0,0,0,0,4,2.0,0.0,1,Simen,0.0,2,0,428,False,180,,None,45,0,0,0,542763.jpg,1.2,0,0,Kvia-Egeskog,0.3,False,None,a,9,312,15,276,0,185,0,0.0,3.3,Kvia-Egeskog,0
0,0,None,None,0,543191,0,0,0,0,0,3,0.0,0.0,0,Jacob Emile,0.0,0,0,429,False,35,,None,45,0,0,0,543191.jpg,1.0,0,0,Dicko Eng,0.0,False,None,a,15,311,5,6,0,1,0,0.0,1.1,Dicko Eng,0
0,0,None,None,0,543190,0,0,0,0,0,1,0.0,0.0,0,Leander,0.0,0,0,430,False,0,,None,40,0,0,0,543190.jpg,0.0,0,0,Oy,0.1,False,None,a,10,2997,0,95,0,77,0,0.0,0.0,Oy,0
0,0,None,None,0,543300,0,0,0,0,0,1,0.0,0.0,0,Magnus,0.0,0,0,431,False,0,,None,40,0,0,0,543300.jpg,0.0,0,0,Brondbo,0.1,False,None,a,1,2744,0,62,0,30,0,0.0,0.0,Brøndbo,0
0,0,None,None,0,543406,0,0,0,0,0,2,0.0,0.0,0,Bendik,0.0,0,0,432,False,1,,None,40,0,0,0,543406.jpg,1.0,0,0,Brevik,0.0,False,None,a,4,3835,1,26,0,15,0,0.0,0.2,Brevik,0
1,1,100,100,4,111055,0,0,0,0,0,4,1.0,0.0,1,Martin,0.0,10,2,433,False,690,,2021-10-24T15:15:46.945886Z,75,0,0,0,111055.jpg,2.1,0,0,Samuelsen,0.1,False,None,a,3,3376,34,133,0,102,0,0.0,4.5,Samuelsen,1
0,0,100,100,0,524025,0,0,-6,6,0,3,0.0,0.0,0,Albin,0.0,2,0,434,False,44,,2021-07-09T12:15:58.664142Z,64,0,0,0,524025.jpg,0.8,0,0,Morfelt,0.0,False,None,a,15,311,3,43,0,39,0,0.0,0.5,Mörfelt,1
0,0,0,0,0,40690,0,0,0,0,0,1,0.0,0.0,0,Mikkel,0.0,0,0,435,False,0,Kontrakt terminert,2021-08-20T15:52:07.122965Z,50,0,0,0,40690.jpg,0.0,0,0,Andersen,0.0,False,None,u,2,303,0,39,0,34,0,0.0,0.0,Andersen,0
1,2,None,None,4,478724,0,0,-1,1,0,3,2.7,0.0,3,Magnus,0.0,12,0,436,False,947,,None,44,0,0,0,478724.jpg,2.1,0,0,Knudsen,0.1,False,None,a,5,305,36,58,0,23,0,0.0,8.2,Knudsen,1
0,0,None,None,0,173913,0,0,0,0,0,3,0.0,0.0,0,Moussa,0.0,10,0,437,False,229,,None,65,0,0,0,173913.jpg,1.3,0,0,Njie,0.0,False,None,a,17,3334,9,1,0,1,0,0.0,1.4,Njie,0
0,0,None,None,0,545259,0,0,0,0,0,4,0.0,0.0,0,Kristoffer Lassen,0.0,0,0,438,False,0,,None,45,0,0,0,545259.jpg,0.0,0,0,Harrison,0.1,False,None,a,12,278,0,42,0,24,0,0.0,0.0,Harrison,0
0,0,None,None,0,541743,0,0,0,0,0,3,0.0,0.0,0,Markus,0.0,0,0,439,False,0,,None,45,0,0,0,541743.jpg,0.0,0,0,Haaland,0.0,False,None,a,2,303,0,3,0,2,0,0.0,0.0,Haaland,0
0,0,None,None,0,544945,0,0,0,0,0,3,0.0,0.0,0,Heine,0.0,0,0,440,False,0,,None,45,0,0,0,544945.jpg,0.0,0,0,Gikling Bruseth,0.0,False,None,a,4,3835,0,0,0,0,0,0.0,0.0,Gikling Bruseth,0
0,0,None,None,0,544947,0,0,0,0,0,3,0.0,0.0,0,Marius,0.0,0,0,441,False,0,,None,45,0,0,0,544947.jpg,0.0,0,0,Sivertsen Broholm,0.0,False,None,a,8,197,0,2,0,1,0,0.0,0.0,Sivertsen Broholm,0
0,0,None,None,0,497957,0,0,0,0,0,4,0.0,0.0,0,Emanuel,0.0,0,0,442,False,0,,None,45,0,0,0,497957.jpg,0.0,0,0,Kulego,0.0,False,None,a,8,197,0,14,0,8,0,0.0,0.0,Kulego,0
0,0,None,None,0,543878,0,0,0,0,0,1,0.0,0.0,0,Magnus,0.0,0,0,443,False,0,,None,40,0,0,0,543878.jpg,0.0,0,0,Rugland Ree,0.0,False,None,a,9,312,0,8,0,5,0,0.0,0.0,Rugland Ree,0
0,0,None,None,0,496212,0,0,0,0,0,1,0.0,0.0,0,Andreas,0.0,0,0,444,False,0,,None,40,0,0,0,496212.jpg,0.0,0,0,Albertsen,0.1,False,None,a,17,3334,0,37,0,12,0,0.0,0.0,Albertsen,0
0,0,None,None,0,543879,0,0,0,0,0,4,0.0,0.0,0,Ingmar,0.0,0,0,445,False,0,,None,45,0,0,0,543879.jpg,0.0,0,0,Austberg,0.0,False,None,a,8,197,0,19,0,9,0,0.0,0.0,Austberg,0
1,3,50,50,5,111810,0,0,1,-1,2,2,0.5,0.0,6,Tom,0.0,21,3,446,False,1451,Skulderskade,2021-12-05T16:28:13.743543Z,46,0,0,0,111810.jpg,4.1,0,0,Pettersson,2.1,False,None,d,5,305,69,1655,0,960,0,0.0,15.0,Pettersson,1
0,0,None,None,1,155453,0,0,-3,3,0,2,2.3,0.0,0,Kasper,0.0,22,0,447,False,747,,None,42,0,0,0,155453.jpg,1.3,0,0,Pedersen,0.0,False,None,a,12,278,16,23,0,11,0,0.0,3.8,Pedersen,0
0,0,None,None,1,546103,0,0,-8,8,0,3,0.0,0.0,0,Martin,0.0,14,1,448,False,580,,None,42,0,0,0,546103.jpg,2.4,0,0,Hoyland,0.2,False,None,a,12,278,19,167,0,74,0,0.0,4.5,Hoyland,1
1,0,100,100,3,523672,0,0,-3,3,0,3,3.3,0.0,2,Sivert,0.0,19,0,449,False,1046,,2021-08-27T15:23:56.356254Z,57,0,0,0,523672.jpg,2.1,0,0,Heggheim Mannsverk,0.2,False,None,a,6,203,29,145,0,78,0,0.0,5.1,Mannsverk,2
1,1,None,None,0,118239,0,0,-9,9,0,4,0.0,0.0,1,Pål Alexander,0.0,17,1,450,False,629,,None,56,0,0,0,118239.jpg,1.9,0,0,Kirkevold,0.1,False,None,a,12,278,27,344,0,300,0,0.0,4.8,Kirkevold,1
4,4,100,100,3,439270,0,0,-3,3,1,4,1.3,0.0,5,Noah Jean,0.0,18,3,451,False,1159,,2021-11-27T12:46:53.372219Z,77,0,0,0,439270.jpg,3.5,0,0,Holm,3.3,False,None,a,8,197,53,6246,0,5237,0,0.0,6.9,Holm,2
0,1,100,100,4,112660,0,0,-1,1,1,2,3.3,0.0,0,Leonard,0.0,16,1,452,False,1435,,2021-10-28T19:44:38.601966Z,54,0,0,0,112660.jpg,3.1,0,0,Zuta,0.5,False,None,a,15,311,49,376,0,127,0,0.0,9.1,Zuta,3
0,2,None,None,3,63100,0,0,-7,7,1,4,1.7,0.0,1,Alexander,0.0,14,3,453,False,615,,None,78,0,0,0,63100.jpg,2.2,0,0,Søderlund,0.3,False,None,a,3,3376,33,422,0,305,0,0.0,4.2,Søderlund,2
0,2,0,0,0,477688,0,0,-1,1,1,2,0.0,0.0,0,Japhet,0.0,11,1,454,False,600,Smell,2021-12-08T19:47:05.776879Z,44,1,0,0,477688.jpg,2.4,0,0,Sery,0.3,False,None,i,2,303,17,623,0,514,0,0.0,3.9,Sery Larsen,0
0,0,None,None,0,546085,0,0,0,0,0,3,0.0,0.0,0,Andreas,0.0,0,0,455,False,0,,None,45,0,0,0,546085.jpg,0.0,0,0,Waterfield Skjold,0.0,False,None,a,13,2364,0,0,0,0,0,0.0,0.0,Waterfield,0
0,0,None,None,0,477553,0,0,0,0,0,2,0.0,0.0,0,Mathias,0.0,0,0,456,False,0,,None,40,0,0,0,477553.jpg,0.0,0,0,Løvik,0.0,False,None,a,6,203,0,2,0,1,0,0.0,0.0,Løvik,0
1,0,None,None,0,446036,0,0,-3,3,0,4,0.7,0.0,0,Mai,0.0,5,0,457,False,201,,None,67,0,0,0,446036.jpg,1.2,0,0,Traore,0.0,False,None,a,9,312,11,22,0,15,0,0.0,1.6,Traore,1
0,0,100,100,0,531823,0,0,0,0,0,2,1.0,0.0,1,Albin,0.0,11,1,458,False,485,,2021-10-03T16:47:07.828801Z,45,0,0,0,531823.jpg,1.2,1,0,Sporrong,0.2,False,None,a,16,3199,15,406,0,355,0,0.0,3.3,Sporrong,2
1,9,None,None,5,192781,0,0,1,-1,2,2,6.0,0.0,1,Christophe,0.0,10,0,459,False,1111,,None,46,0,0,0,192781.jpg,3.7,0,0,Psyché,1.2,False,None,a,14,310,55,809,0,162,0,0.0,12.0,Psyché,3
0,0,None,None,0,546844,0,0,0,0,0,3,1.3,0.0,1,Torje,0.0,5,0,460,False,308,,None,45,0,0,0,546844.jpg,1.0,0,0,Naustdal,0.0,False,None,a,3,3376,14,5,0,2,0,0.0,3.1,Naustdal,1
1,0,100,100,3,189743,0,0,-2,2,1,2,5.3,0.0,1,Victor,0.0,21,0,461,False,817,,2021-08-14T17:45:24.227004Z,48,0,0,0,189743.jpg,2.2,0,0,Wernersson,0.2,False,None,a,12,278,27,227,0,23,0,0.0,5.6,Wernersson,1
0,0,None,None,0,545408,0,0,0,0,0,1,0.0,0.0,0,Magnus,0.0,0,0,462,False,0,,None,40,0,0,0,545408.jpg,0.0,0,0,Smelhus Sjøeng,0.1,False,None,a,15,311,0,33,0,15,0,0.0,0.0,Smelhus,0
0,0,None,None,0,547430,0,0,0,0,0,3,0.3,0.0,0,Joel,0.0,1,0,463,False,102,,None,60,0,0,0,547430.jpg,0.9,0,0,Mvuka,0.0,False,None,a,1,2744,6,7,0,5,0,0.0,1.0,Mvuka,1
0,0,None,None,0,546364,0,0,-1,1,0,4,0.0,0.0,0,Amadou,0.0,0,0,464,False,0,,None,59,0,0,0,546364.jpg,0.0,0,0,Camara,0.0,False,None,a,10,2997,0,6,0,3,0,0.0,0.0,Camara,0
1,0,None,None,4,440440,0,0,1,-1,0,2,1.7,0.0,6,Gianni,0.0,13,1,465,False,1178,,None,51,0,0,0,440440.jpg,3.2,0,0,Stensness,1.2,False,None,a,9,312,45,727,0,211,0,0.0,8.8,Stensness,3
1,0,100,100,0,126317,0,0,0,0,0,3,1.0,0.0,1,Sivert,0.0,27,0,466,False,1350,,2021-11-27T09:43:53.026097Z,50,0,0,0,126317.jpg,1.9,0,0,Heltne Nilsen,0.2,False,None,a,2,303,28,151,0,90,0,0.0,5.6,Heltne Nilsen,5
2,2,None,None,2,95524,0,0,-2,2,0,3,5.3,0.0,6,Bård,0.0,21,4,467,False,1049,,None,73,0,0,0,95524.jpg,3.8,0,0,Finne,0.6,False,None,a,2,303,57,796,0,366,0,0.0,7.8,Finne,0
0,0,None,None,0,76507,0,0,-2,2,0,3,0.7,0.0,0,Nicolaj,0.0,6,1,468,False,240,,None,68,0,0,0,76507.jpg,1.5,0,0,Thomsen,0.0,False,None,a,15,311,18,6,0,4,0,0.0,2.6,Thomsen,0
0,0,None,None,0,547032,0,0,-6,6,0,1,0.0,0.0,0,Knut-Andrè,0.0,9,0,469,False,360,,None,39,0,0,0,547032.jpg,1.2,0,9,Skjaerstein,0.7,False,None,a,5,305,5,816,0,558,0,0.0,1.3,Skjærstein,0
0,1,100,100,3,487262,0,0,-3,3,1,2,-0.3,0.0,12,David,0.0,10,2,470,False,781,,2021-11-28T17:56:25.751770Z,47,0,0,0,487262.jpg,3.3,1,0,Brekalo,0.2,False,None,a,9,312,36,247,0,191,0,0.0,7.7,Brekalo,2
0,0,None,None,0,547757,0,0,0,0,0,3,0.0,0.0,0,Aleksander,0.0,0,0,471,False,0,,None,45,0,0,0,547757.jpg,0.0,0,0,Andresen,0.0,False,None,a,12,278,0,1,0,0,0,0.0,0.0,Andresen,0
0,0,None,None,0,538798,0,0,0,0,0,3,0.0,0.0,0,Henrik,0.0,1,0,472,False,20,,None,45,0,0,0,538798.jpg,1.0,0,0,Skogvold,0.0,False,None,a,5,305,3,2,0,1,0,0.0,0.7,Skogvold,0
0,1,0,0,2,242865,0,0,-6,6,0,3,0.0,0.0,0,Pavle,0.0,13,0,473,False,755,Kneskade - Ute resten av sesongen,2021-11-24T15:07:41.867299Z,49,0,0,0,242865.jpg,2.1,0,0,Vagic,0.0,False,None,i,8,197,19,24,0,22,0,0.0,3.9,Vagic,2
