total_points,now_cost,indexes
121,205,"[461, 446, 435, 419, 396]"
149,206,"[461, 446, 419, 396, 420]"
178,207,"[461, 446, 435, 419, 327]"
212,208,"[461, 446, 419, 396, 327]"
232,209,"[461, 446, 419, 362, 327]"
255,210,"[461, 419, 396, 420, 327]"
281,211,"[461, 419, 396, 362, 327]"
302,212,"[461, 419, 396, 327, 300]"
322,213,"[461, 419, 362, 327, 300]"
344,214,"[419, 396, 362, 338, 327]"
369,215,"[419, 396, 362, 327, 300]"
385,216,"[419, 362, 338, 327, 300]"
395,217,"[419, 362, 327, 300, 330]"
411,218,"[419, 396, 327, 300, 206]"
431,219,"[419, 362, 327, 300, 206]"
441,220,"[362, 338, 327, 300, 206]"
451,221,"[362, 327, 300, 330, 206]"
458,222,"[419, 327, 300, 206, 199]"
472,223,"[362, 327, 300, 206, 199]"
478,224,"[327, 300, 330, 206, 199]"
483,225,"[419, 327, 300, 206, 134]"
497,226,"[362, 327, 300, 206, 134]"
503,227,"[327, 300, 330, 206, 134]"
505,228,"[327, 300, 330, 206, 95]"
524,229,"[327, 300, 206, 199, 134]"
526,230,"[327, 300, 206, 199, 95]"
527,231,"[327, 300, 206, 146, 134]"
544,232,"[327, 300, 206, 134, 128]"
551,233,"[327, 300, 206, 134, 95]"
557,235,"[327, 206, 199, 134, 95]"
560,237,"[327, 206, 146, 134, 95]"
577,238,"[327, 206, 134, 128, 95]"
580,240,"[327, 206, 134, 95, 67]"
591,243,"[327, 206, 134, 128, 14]"
598,244,"[327, 206, 134, 95, 14]"
603,247,"[327, 134, 128, 95, 14]"
608,249,"[206, 134, 128, 95, 14]"
611,251,"[206, 134, 95, 67, 14]"
616,254,"[134, 128, 95, 67, 14]"
