total_points,now_cost,indexes
48,90,"[186, 628]"
127,91,"[186, 548]"
156,94,"[548, 347]"
171,95,"[548, 159]"
177,96,"[548, 187]"
182,98,"[548, 348]"
192,100,"[548, 437]"
207,101,"[548, 302]"
212,104,"[159, 302]"
218,105,"[187, 302]"
223,107,"[348, 302]"
233,109,"[437, 302]"
235,114,"[302, 71]"
237,126,"[302, 161]"
266,134,"[548, 209]"
271,137,"[159, 209]"
277,138,"[187, 209]"
282,140,"[348, 209]"
292,142,"[437, 209]"
307,143,"[302, 209]"
311,181,"[187, 394]"
364,183,"[209, 235]"
400,219,"[209, 394]"
