total_points,now_cost,indexes
15,131,"[209, 590, 109]"
52,132,"[209, 590, 524]"
72,133,"[209, 524, 189]"
78,134,"[590, 524, 189]"
110,135,"[209, 524, 347]"
116,136,"[590, 524, 347]"
136,137,"[524, 189, 347]"
141,138,"[524, 107, 347]"
153,142,"[524, 347, 585]"
155,143,"[524, 107, 110]"
188,144,"[524, 347, 110]"
200,146,"[524, 347, 175]"
230,148,"[524, 347, 85]"
256,151,"[524, 347, 493]"
268,155,"[347, 110, 85]"
270,156,"[524, 110, 493]"
280,157,"[347, 175, 85]"
294,158,"[347, 110, 493]"
312,160,"[524, 85, 493]"
336,162,"[347, 85, 493]"
355,167,"[347, 493, 326]"
362,169,"[175, 85, 493]"
369,172,"[347, 85, 437]"
386,173,"[85, 396, 493]"
395,175,"[347, 493, 437]"
411,176,"[85, 493, 326]"
418,181,"[493, 326, 62]"
421,182,"[175, 493, 437]"
423,183,"[493, 326, 480]"
451,184,"[85, 493, 437]"
470,189,"[493, 326, 437]"
471,194,"[85, 437, 43]"
497,197,"[493, 437, 43]"
508,217,"[493, 437, 858]"
514,218,"[493, 437, 866]"
520,222,"[493, 437, 909]"
528,227,"[437, 43, 858]"
534,228,"[437, 43, 866]"
540,232,"[437, 43, 909]"
547,236,"[493, 437, 1038]"
549,240,"[85, 493, 1205]"
558,243,"[85, 437, 1136]"
563,244,"[493, 326, 1197]"
568,245,"[493, 326, 1205]"
584,246,"[493, 437, 1136]"
587,248,"[493, 437, 1152]"
596,251,"[493, 437, 1185]"
603,252,"[493, 437, 1197]"
608,253,"[493, 437, 1205]"
611,257,"[493, 437, 1249]"
616,261,"[437, 43, 1185]"
623,262,"[437, 43, 1197]"
628,263,"[437, 43, 1205]"
631,267,"[437, 43, 1249]"
634,282,"[437, 858, 1197]"
640,283,"[437, 866, 1197]"
645,284,"[437, 866, 1205]"
646,287,"[437, 909, 1197]"
651,288,"[437, 909, 1205]"
654,292,"[437, 909, 1249]"
656,295,"[493, 1136, 1135]"
661,297,"[493, 1136, 1152]"
666,299,"[437, 1025, 1197]"
671,300,"[437, 1025, 1205]"
677,301,"[493, 1136, 1197]"
682,302,"[493, 1136, 1205]"
685,304,"[493, 1152, 1205]"
689,305,"[437, 1136, 1135]"
694,307,"[493, 1185, 1205]"
701,308,"[493, 1197, 1205]"
703,310,"[437, 1136, 1185]"
710,311,"[437, 1136, 1197]"
715,312,"[437, 1136, 1205]"
718,314,"[437, 1152, 1205]"
722,316,"[437, 1185, 1197]"
727,317,"[437, 1185, 1205]"
734,318,"[437, 1197, 1205]"
739,322,"[437, 1205, 1234]"
742,323,"[437, 1205, 1249]"
743,327,"[437, 1249, 1246]"
744,343,"[909, 1197, 1205]"
746,344,"[866, 1205, 1249]"
749,347,"[909, 1205, 1234]"
752,348,"[909, 1205, 1249]"
753,352,"[909, 1249, 1246]"
755,353,"[1038, 1152, 1205]"
757,354,"[1025, 1185, 1205]"
764,355,"[1025, 1197, 1205]"
766,356,"[1136, 1135, 1152]"
771,357,"[1038, 1197, 1205]"
775,359,"[1136, 1135, 1185]"
782,360,"[1136, 1135, 1197]"
787,361,"[1136, 1135, 1205]"
792,363,"[1136, 1152, 1205]"
796,365,"[1136, 1185, 1197]"
801,366,"[1136, 1185, 1205]"
808,367,"[1136, 1197, 1205]"
811,369,"[1152, 1197, 1205]"
813,371,"[1136, 1205, 1234]"
820,372,"[1185, 1197, 1205]"
821,373,"[1197, 1200, 1205]"
825,375,"[1197, 1205, 1215]"
832,377,"[1197, 1205, 1234]"
835,378,"[1197, 1205, 1249]"
840,382,"[1205, 1234, 1249]"
841,383,"[1205, 1249, 1246]"
