Budget,Best total cost,Best total points,Individual costs,Sorted individual costs,Id
500,499,1025,"[36, 40, 50, 44, 44, 46, 43, 46, 47, 51, 52]","[36, 40, 43, 44, 44, 46, 46, 47, 50, 51, 52]","[392, 108, 244, 413, 364, 264, 326, 334, 328, 354, 374]"
550,550,1264,"[50, 54, 60, 44, 49, 49, 46, 47, 48, 51, 52]","[44, 46, 47, 48, 49, 49, 50, 51, 52, 54, 60]","[244, 394, 80, 413, 420, 386, 334, 328, 379, 354, 374]"
600,600,1419,"[50, 60, 72, 44, 49, 54, 47, 51, 59, 62, 52]","[44, 47, 49, 50, 51, 52, 54, 59, 60, 62, 72]","[244, 80, 416, 413, 420, 345, 328, 354, 359, 357, 374]"
650,650,1520,"[50, 60, 72, 49, 54, 74, 47, 59, 62, 71, 52]","[47, 49, 50, 52, 54, 59, 60, 62, 71, 72, 74]","[244, 80, 416, 420, 345, 268, 328, 359, 357, 305, 374]"
700,699,1608,"[50, 60, 72, 49, 74, 99, 51, 59, 62, 71, 52]","[49, 50, 51, 52, 59, 60, 62, 71, 72, 74, 99]","[244, 80, 416, 420, 268, 186, 354, 359, 357, 305, 374]"
750,750,1685,"[60, 72, 86, 74, 76, 99, 47, 51, 62, 71, 52]","[47, 51, 52, 60, 62, 71, 72, 74, 76, 86, 99]","[80, 416, 246, 268, 156, 186, 328, 354, 357, 305, 374]"
800,797,1729,"[72, 78, 86, 74, 76, 99, 59, 62, 68, 71, 52]","[52, 59, 62, 68, 71, 72, 74, 76, 78, 86, 99]","[416, 321, 246, 268, 156, 186, 359, 357, 303, 305, 374]"
850,824,1733,"[72, 86, 105, 74, 76, 99, 59, 62, 68, 71, 52]","[52, 59, 62, 68, 71, 72, 74, 76, 86, 99, 105]","[416, 246, 29, 268, 156, 186, 359, 357, 303, 305, 374]"
