Budget,Best total cost,Best total points,Individual costs,Sorted individual costs,Id
500,500,1067,"[36, 40, 44, 44, 49, 43, 46, 47, 48, 51, 52]","[36, 40, 43, 44, 44, 46, 47, 48, 49, 51, 52]","[392, 108, 413, 364, 420, 326, 334, 328, 379, 354, 374]"
550,549,1304,"[50, 60, 44, 49, 54, 46, 47, 48, 48, 51, 52]","[44, 46, 47, 48, 48, 49, 50, 51, 52, 54, 60]","[244, 80, 413, 420, 345, 334, 328, 379, 335, 354, 374]"
600,600,1448,"[60, 72, 44, 51, 54, 47, 48, 51, 59, 62, 52]","[44, 47, 48, 51, 51, 52, 54, 59, 60, 62, 72]","[80, 416, 413, 70, 345, 328, 379, 354, 359, 357, 374]"
650,650,1559,"[60, 72, 49, 54, 74, 46, 51, 59, 62, 71, 52]","[46, 49, 51, 52, 54, 59, 60, 62, 71, 72, 74]","[80, 416, 420, 345, 268, 334, 354, 359, 357, 305, 374]"
700,700,1643,"[60, 72, 54, 74, 99, 46, 51, 59, 62, 71, 52]","[46, 51, 52, 54, 59, 60, 62, 71, 72, 74, 99]","[80, 416, 345, 268, 186, 334, 354, 359, 357, 305, 374]"
750,749,1706,"[72, 86, 74, 76, 99, 47, 51, 59, 62, 71, 52]","[47, 51, 52, 59, 62, 71, 72, 74, 76, 86, 99]","[416, 246, 268, 156, 186, 328, 354, 359, 357, 305, 374]"
800,770,1730,"[72, 86, 74, 76, 99, 51, 59, 62, 68, 71, 52]","[51, 52, 59, 62, 68, 71, 72, 74, 76, 86, 99]","[416, 246, 268, 156, 186, 354, 359, 357, 303, 305, 374]"
850,802,1736,"[72, 86, 74, 76, 99, 59, 62, 68, 71, 83, 52]","[52, 59, 62, 68, 71, 72, 74, 76, 83, 86, 99]","[416, 246, 268, 156, 186, 359, 357, 303, 305, 113, 374]"
