Budget,Best total cost,Best total points,Individual costs,Sorted individual costs,Id
500,500,1048,"[36, 40, 44, 44, 46, 49, 46, 47, 48, 48, 52]","[36, 40, 44, 44, 46, 46, 47, 48, 48, 49, 52]","[392, 108, 413, 364, 264, 420, 334, 328, 379, 335, 374]"
550,550,1288,"[50, 60, 44, 49, 49, 54, 46, 47, 48, 51, 52]","[44, 46, 47, 48, 49, 49, 50, 51, 52, 54, 60]","[244, 80, 413, 420, 386, 345, 334, 328, 379, 354, 374]"
600,600,1432,"[60, 72, 44, 49, 51, 54, 46, 51, 59, 62, 52]","[44, 46, 49, 51, 51, 52, 54, 59, 60, 62, 72]","[80, 416, 413, 420, 70, 345, 334, 354, 359, 357, 374]"
650,650,1533,"[60, 72, 44, 51, 54, 74, 51, 59, 62, 71, 52]","[44, 51, 51, 52, 54, 59, 60, 62, 71, 72, 74]","[80, 416, 413, 70, 345, 268, 354, 359, 357, 305, 374]"
700,700,1624,"[60, 72, 49, 51, 74, 99, 51, 59, 62, 71, 52]","[49, 51, 51, 52, 59, 60, 62, 71, 72, 74, 99]","[80, 416, 420, 70, 268, 186, 354, 359, 357, 305, 374]"
750,750,1695,"[60, 72, 74, 74, 76, 99, 51, 59, 62, 71, 52]","[51, 52, 59, 60, 62, 71, 72, 74, 74, 76, 99]","[80, 416, 268, 45, 156, 186, 354, 359, 357, 305, 374]"
800,796,1741,"[72, 86, 74, 76, 77, 99, 59, 62, 68, 71, 52]","[52, 59, 62, 68, 71, 72, 74, 76, 77, 86, 99]","[416, 246, 268, 156, 270, 186, 359, 357, 303, 305, 374]"
850,805,1745,"[72, 86, 74, 76, 86, 99, 59, 62, 68, 71, 52]","[52, 59, 62, 68, 71, 72, 74, 76, 86, 86, 99]","[416, 246, 268, 156, 99, 186, 359, 357, 303, 305, 374]"
