Budget,Best total cost,Best total points,Individual costs,Sorted individual costs,Id
500,500,1074,"[40, 43, 44, 44, 46, 43, 46, 47, 47, 48, 52]","[40, 43, 43, 44, 44, 46, 46, 47, 47, 48, 52]","[108, 72, 413, 364, 264, 326, 334, 328, 478, 379, 374]"
550,549,1322,"[50, 44, 46, 49, 54, 46, 47, 48, 51, 62, 52]","[44, 46, 46, 47, 48, 49, 50, 51, 52, 54, 62]","[244, 413, 264, 420, 345, 334, 328, 379, 354, 357, 374]"
600,600,1460,"[60, 44, 49, 54, 74, 47, 48, 51, 59, 62, 52]","[44, 47, 48, 49, 51, 52, 54, 59, 60, 62, 74]","[80, 413, 420, 345, 268, 328, 379, 354, 359, 357, 374]"
650,650,1551,"[60, 49, 51, 74, 99, 46, 47, 51, 59, 62, 52]","[46, 47, 49, 51, 51, 52, 59, 60, 62, 74, 99]","[80, 420, 70, 268, 186, 334, 328, 354, 359, 357, 374]"
700,700,1635,"[60, 49, 74, 76, 99, 47, 51, 59, 62, 71, 52]","[47, 49, 51, 52, 59, 60, 62, 71, 74, 76, 99]","[80, 420, 268, 156, 186, 328, 354, 359, 357, 305, 374]"
750,750,1708,"[72, 74, 76, 77, 99, 51, 57, 59, 62, 71, 52]","[51, 52, 57, 59, 62, 71, 72, 74, 76, 77, 99]","[416, 268, 156, 270, 186, 354, 378, 359, 357, 305, 374]"
800,793,1729,"[72, 74, 76, 77, 99, 59, 62, 68, 71, 83, 52]","[52, 59, 62, 68, 71, 72, 74, 76, 77, 83, 99]","[416, 268, 156, 270, 186, 359, 357, 303, 305, 113, 374]"
850,816,1734,"[86, 74, 76, 86, 99, 59, 62, 68, 71, 83, 52]","[52, 59, 62, 68, 71, 74, 76, 83, 86, 86, 99]","[246, 268, 156, 99, 186, 359, 357, 303, 305, 113, 374]"
