total_points,now_cost,indexes
1036,525,"[14, 234, 104, 252, 387]"
984,522,"[14, 234, 104, 252, 230]"
949,521,"[14, 234, 104, 252, 16]"
940,519,"[14, 234, 104, 252, 226]"
939,515,"[14, 234, 104, 387, 16]"
880,513,"[14, 104, 252, 387, 230]"
845,512,"[14, 104, 252, 387, 16]"
836,510,"[14, 104, 252, 387, 226]"
793,509,"[14, 104, 252, 230, 16]"
784,507,"[14, 104, 252, 230, 226]"
749,506,"[14, 104, 252, 16, 226]"
739,500,"[14, 104, 387, 16, 226]"
687,497,"[14, 104, 230, 16, 226]"
657,492,"[14, 104, 252, 16, 617]"
648,490,"[14, 104, 252, 226, 617]"
640,486,"[14, 104, 252, 226, 149]"
638,484,"[14, 104, 387, 226, 617]"
595,483,"[14, 104, 230, 16, 617]"
586,481,"[14, 104, 230, 226, 617]"
551,480,"[14, 104, 16, 226, 617]"
543,476,"[14, 104, 16, 226, 149]"
540,473,"[14, 104, 16, 226, 254]"
525,469,"[14, 230, 16, 226, 617]"
517,465,"[14, 230, 16, 226, 149]"
486,463,"[14, 104, 230, 617, 149]"
451,462,"[14, 104, 16, 617, 149]"
442,460,"[14, 104, 226, 617, 149]"
439,457,"[14, 104, 226, 617, 254]"
431,453,"[14, 104, 226, 149, 254]"
425,451,"[14, 230, 16, 617, 149]"
416,449,"[14, 230, 226, 617, 149]"
381,448,"[14, 16, 226, 617, 149]"
378,445,"[14, 16, 226, 617, 254]"
352,442,"[14, 104, 617, 149, 228]"
339,439,"[14, 104, 617, 149, 254]"
336,435,"[14, 104, 617, 254, 17]"
326,431,"[14, 230, 617, 149, 228]"
291,430,"[14, 16, 617, 149, 228]"
282,428,"[14, 226, 617, 149, 228]"
278,427,"[14, 16, 617, 149, 254]"
269,425,"[14, 226, 617, 149, 254]"
266,421,"[14, 226, 617, 254, 17]"
258,417,"[14, 226, 149, 254, 17]"
241,411,"[14, 617, 454, 149, 228]"
228,408,"[14, 617, 454, 149, 254]"
179,407,"[14, 617, 149, 228, 254]"
166,403,"[14, 617, 149, 254, 17]"
162,395,"[14, 149, 254, 17, 158]"
155,387,"[14, 149, 254, 17, 207]"
139,386,"[16, 617, 149, 228, 254]"
130,384,"[226, 617, 149, 228, 254]"
126,382,"[16, 617, 149, 254, 17]"
117,380,"[226, 617, 149, 254, 17]"
113,372,"[226, 149, 254, 17, 158]"
108,370,"[617, 109, 149, 228, 254]"
89,367,"[617, 454, 149, 228, 254]"
76,363,"[617, 454, 149, 254, 17]"
27,362,"[617, 149, 228, 254, 17]"
21,358,"[617, 149, 254, 17, 158]"
14,350,"[617, 149, 254, 17, 207]"
10,342,"[149, 254, 17, 158, 207]"
4,333,"[149, 254, 17, 207, 509]"
3,331,"[149, 254, 17, 207, 448]"
1,318,"[254, 17, 207, 509, 448]"
0,313,"[254, 17, 207, 448, 455]"
