total_points,now_cost,indexes
837,428,"[14, 234, 104, 252]"
827,422,"[14, 234, 104, 387]"
733,419,"[14, 104, 252, 387]"
681,416,"[14, 104, 252, 230]"
646,415,"[14, 104, 252, 16]"
637,413,"[14, 104, 252, 226]"
636,409,"[14, 104, 387, 16]"
627,407,"[14, 104, 387, 226]"
584,406,"[14, 104, 230, 16]"
575,404,"[14, 104, 230, 226]"
540,403,"[14, 104, 16, 226]"
537,395,"[14, 104, 252, 149]"
535,393,"[14, 104, 387, 617]"
514,392,"[14, 230, 16, 226]"
483,390,"[14, 104, 230, 617]"
448,389,"[14, 104, 16, 617]"
439,387,"[14, 104, 226, 617]"
431,383,"[14, 104, 226, 149]"
428,380,"[14, 104, 226, 254]"
422,378,"[14, 230, 16, 617]"
413,376,"[14, 230, 226, 617]"
378,375,"[14, 16, 226, 617]"
370,371,"[14, 16, 226, 149]"
339,369,"[14, 104, 617, 149]"
336,366,"[14, 104, 617, 254]"
328,362,"[14, 104, 149, 254]"
313,358,"[14, 230, 617, 149]"
278,357,"[14, 16, 617, 149]"
269,355,"[14, 226, 617, 149]"
266,352,"[14, 226, 617, 254]"
258,348,"[14, 226, 149, 254]"
255,344,"[14, 226, 254, 17]"
247,341,"[14, 617, 109, 149]"
228,338,"[14, 617, 454, 149]"
179,337,"[14, 617, 149, 228]"
166,334,"[14, 617, 149, 254]"
163,330,"[14, 617, 254, 17]"
155,326,"[14, 149, 254, 17]"
139,316,"[16, 617, 149, 228]"
130,314,"[226, 617, 149, 228]"
126,313,"[16, 617, 149, 254]"
117,311,"[226, 617, 149, 254]"
114,307,"[226, 617, 254, 17]"
106,303,"[226, 149, 254, 17]"
89,297,"[617, 454, 149, 228]"
76,294,"[617, 454, 149, 254]"
27,293,"[617, 149, 228, 254]"
14,289,"[617, 149, 254, 17]"
10,281,"[149, 254, 17, 158]"
3,273,"[149, 254, 17, 207]"
1,260,"[254, 17, 207, 509]"
0,258,"[254, 17, 207, 448]"
