total_points,now_cost,indexes
134,126,"[4534, 4504, 5262]"
184,127,"[4534, 4504, 4070]"
193,128,"[4534, 4070, 1575]"
224,129,"[4534, 4070, 1336]"
228,131,"[4534, 4070, 2548]"
248,133,"[4534, 4070, 4234]"
266,135,"[4070, 1336, 4234]"
277,136,"[4534, 4070, 4468]"
295,138,"[4070, 1336, 4468]"
299,140,"[4070, 2548, 4468]"
319,142,"[4070, 4234, 4468]"
325,148,"[4070, 4468, 2437]"
340,149,"[4070, 4468, 2302]"
353,151,"[4070, 4468, 5377]"
364,153,"[4070, 4468, 3493]"
372,156,"[4234, 4468, 5377]"
384,157,"[4070, 4468, 5514]"
387,159,"[4534, 4468, 5202]"
410,160,"[4070, 4468, 5202]"
429,165,"[4234, 4468, 5202]"
437,171,"[4468, 5377, 5514]"
450,172,"[4468, 2302, 5202]"
463,174,"[4468, 5377, 5202]"
474,176,"[4468, 3493, 5202]"
494,180,"[4468, 5514, 5202]"
507,186,"[4468, 5202, 3437]"
510,188,"[3493, 5514, 5202]"
512,192,"[5377, 5202, 3437]"
524,193,"[4468, 5202, 4313]"
543,198,"[5514, 5202, 3437]"
560,205,"[5514, 5202, 4313]"
573,211,"[5202, 3437, 4313]"
586,222,"[5202, 4313, 4409]"
596,236,"[5202, 3437, 1143]"
602,239,"[5202, 4313, 4166]"
613,243,"[5202, 4313, 1143]"
617,254,"[5202, 3437, 5388]"
634,261,"[5202, 4313, 5388]"
646,282,"[5202, 4166, 5388]"
657,286,"[5202, 1143, 5388]"
661,296,"[4313, 1143, 5388]"
664,314,"[4313, 5388, 1403]"
673,317,"[4166, 1143, 5388]"
676,335,"[4166, 5388, 1403]"
687,339,"[1143, 5388, 1403]"
