total_points,now_cost,indexes
121,205,"[524, 509, 498, 482, 459]"
149,206,"[524, 509, 482, 459, 483]"
178,207,"[524, 509, 498, 482, 390]"
212,208,"[524, 509, 482, 459, 390]"
232,209,"[524, 509, 482, 425, 390]"
255,210,"[524, 482, 459, 483, 390]"
281,211,"[524, 482, 459, 425, 390]"
302,212,"[524, 482, 459, 390, 363]"
322,213,"[524, 482, 425, 390, 363]"
344,214,"[482, 459, 425, 401, 390]"
369,215,"[482, 459, 425, 390, 363]"
385,216,"[482, 425, 401, 390, 363]"
395,217,"[482, 425, 390, 363, 393]"
411,218,"[482, 459, 390, 363, 269]"
431,219,"[482, 425, 390, 363, 269]"
441,220,"[425, 401, 390, 363, 269]"
451,221,"[425, 390, 363, 393, 269]"
458,222,"[482, 390, 363, 269, 262]"
472,223,"[425, 390, 363, 269, 262]"
478,224,"[390, 363, 393, 269, 262]"
483,225,"[482, 390, 363, 269, 197]"
497,226,"[425, 390, 363, 269, 197]"
503,227,"[390, 363, 393, 269, 197]"
505,228,"[390, 363, 393, 269, 158]"
524,229,"[390, 363, 269, 262, 197]"
526,230,"[390, 363, 269, 262, 158]"
527,231,"[390, 363, 269, 209, 197]"
544,232,"[390, 363, 269, 197, 191]"
551,233,"[390, 363, 269, 197, 158]"
557,235,"[390, 269, 262, 197, 158]"
560,237,"[390, 269, 209, 197, 158]"
577,238,"[390, 269, 197, 191, 158]"
580,240,"[390, 269, 197, 158, 130]"
591,243,"[390, 269, 197, 191, 77]"
598,244,"[390, 269, 197, 158, 77]"
603,247,"[390, 197, 191, 158, 77]"
608,249,"[269, 197, 191, 158, 77]"
610,250,"[390, 269, 197, 77, 54]"
612,251,"[390, 269, 158, 77, 54]"
615,253,"[390, 197, 191, 77, 54]"
622,254,"[390, 197, 158, 77, 54]"
627,256,"[269, 197, 158, 77, 54]"
632,259,"[197, 191, 158, 77, 54]"
635,261,"[197, 158, 130, 77, 54]"
637,263,"[269, 197, 77, 54, 49]"
639,264,"[269, 158, 77, 54, 49]"
642,266,"[197, 191, 77, 54, 49]"
649,267,"[197, 158, 77, 54, 49]"
655,273,"[197, 158, 77, 54, 1]"
665,280,"[197, 77, 54, 49, 1]"
667,281,"[158, 77, 54, 49, 1]"
668,289,"[77, 54, 49, 40, 1]"
