total_points,now_cost,indexes
17,121,"[524, 509, 498]"
57,122,"[524, 509, 482]"
72,123,"[524, 498, 482]"
108,124,"[524, 509, 390]"
126,125,"[524, 482, 425]"
163,126,"[524, 482, 390]"
177,127,"[524, 425, 390]"
210,128,"[482, 459, 390]"
230,129,"[482, 425, 390]"
251,130,"[482, 390, 363]"
265,131,"[425, 390, 363]"
272,132,"[482, 390, 269]"
286,133,"[425, 390, 269]"
307,134,"[390, 363, 269]"
313,136,"[390, 269, 262]"
317,137,"[390, 363, 197]"
319,138,"[390, 363, 158]"
338,139,"[390, 269, 197]"
340,140,"[390, 269, 158]"
343,142,"[390, 197, 191]"
350,143,"[390, 197, 158]"
355,145,"[269, 197, 158]"
364,148,"[390, 197, 77]"
366,149,"[390, 158, 77]"
369,150,"[269, 197, 77]"
371,151,"[269, 158, 77]"
374,153,"[197, 191, 77]"
381,154,"[197, 158, 77]"
383,157,"[269, 77, 54]"
393,160,"[197, 77, 54]"
395,161,"[158, 77, 54]"
397,167,"[197, 77, 1]"
405,168,"[77, 54, 49]"
411,174,"[77, 54, 1]"
