total_points,now_cost,indexes
624,275,"[100, 267, 97, 379]"
617,274,"[100, 267, 97, 102]"
510,273,"[100, 267, 97, 378]"
506,272,"[100, 267, 97, 484]"
473,270,"[100, 267, 379, 378]"
466,269,"[100, 267, 102, 378]"
374,268,"[100, 267, 378, 139]"
355,267,"[100, 267, 378, 484]"
347,264,"[100, 379, 378, 484]"
340,263,"[100, 102, 378, 484]"
248,262,"[100, 378, 139, 484]"
229,260,"[267, 378, 139, 484]"
221,257,"[379, 378, 139, 484]"
214,256,"[102, 378, 139, 484]"
157,253,"[378, 139, 484, 98]"
138,251,"[378, 139, 484, 271]"
126,249,"[378, 139, 484, 377]"
115,248,"[378, 139, 484, 101]"
83,246,"[378, 139, 484, 243]"
76,239,"[378, 484, 101, 243]"
67,236,"[378, 484, 243, 266]"
51,235,"[378, 484, 243, 217]"
44,232,"[378, 484, 243, 6]"
41,223,"[484, 243, 217, 614]"
31,222,"[378, 243, 217, 6]"
27,221,"[484, 243, 217, 6]"
23,217,"[484, 243, 6, 142]"
20,216,"[484, 243, 6, 194]"
10,207,"[243, 217, 6, 142]"
7,206,"[243, 217, 6, 194]"
3,202,"[243, 6, 142, 194]"
0,198,"[243, 6, 194, 600]"
