total_points,now_cost,indexes
755,340,"[100, 267, 97, 379, 102]"
648,339,"[100, 267, 97, 379, 378]"
641,338,"[100, 267, 97, 102, 378]"
549,337,"[100, 267, 97, 378, 139]"
530,336,"[100, 267, 97, 378, 484]"
512,334,"[100, 267, 379, 378, 139]"
493,333,"[100, 267, 379, 378, 484]"
486,332,"[100, 267, 102, 378, 484]"
394,331,"[100, 267, 378, 139, 484]"
386,328,"[100, 379, 378, 139, 484]"
379,327,"[100, 102, 378, 139, 484]"
367,326,"[267, 379, 378, 139, 484]"
360,325,"[267, 102, 378, 139, 484]"
322,324,"[100, 378, 139, 484, 98]"
303,322,"[100, 378, 139, 484, 271]"
284,320,"[267, 378, 139, 484, 271]"
280,319,"[100, 378, 139, 484, 101]"
272,318,"[267, 378, 139, 484, 377]"
248,317,"[100, 378, 139, 484, 243]"
229,315,"[267, 378, 139, 484, 243]"
212,313,"[378, 139, 484, 98, 271]"
200,311,"[378, 139, 484, 98, 377]"
189,310,"[378, 139, 484, 98, 101]"
181,309,"[378, 139, 484, 271, 377]"
157,308,"[378, 139, 484, 98, 243]"
138,306,"[378, 139, 484, 271, 243]"
126,304,"[378, 139, 484, 377, 243]"
115,303,"[378, 139, 484, 101, 243]"
106,300,"[378, 139, 484, 243, 266]"
90,299,"[378, 139, 484, 243, 217]"
83,296,"[378, 139, 484, 243, 6]"
74,289,"[378, 484, 243, 266, 217]"
65,287,"[378, 484, 243, 217, 614]"
51,285,"[378, 484, 243, 217, 6]"
47,281,"[378, 484, 243, 6, 142]"
44,280,"[378, 484, 243, 6, 194]"
41,273,"[484, 243, 217, 614, 6]"
34,271,"[378, 243, 217, 6, 142]"
30,270,"[484, 243, 217, 6, 142]"
27,269,"[484, 243, 217, 6, 194]"
23,265,"[484, 243, 6, 142, 194]"
20,261,"[484, 243, 6, 194, 600]"
10,255,"[243, 217, 6, 142, 194]"
7,251,"[243, 217, 6, 194, 600]"
3,247,"[243, 6, 142, 194, 600]"
0,243,"[243, 6, 194, 600, 333]"
